PPI_1,PPI_2,Prot_1A,Prot_1B,Prot_2A,Prot_2B,distance
FMP45:YJU3,FMP45:HYR1,FMP45,YJU3,FMP45,HYR1,0.0
FMP45:YJU3,FMP45:TPO2,FMP45,YJU3,FMP45,TPO2,0.0
FMP45:YJU3,FUI1:FMP45,FMP45,YJU3,FUI1,FMP45,0.0
FMP45:YJU3,FMP45:YGR130C,FMP45,YJU3,FMP45,YGR130C,0.0
FMP45:YJU3,EHT1:YJU3,FMP45,YJU3,EHT1,YJU3,0.0
FMP45:YJU3,FMP45:MID2,FMP45,YJU3,FMP45,MID2,0.0
FMP45:YJU3,FMP45:PDR5,FMP45,YJU3,FMP45,PDR5,0.0
MID2:EFR3,SFK1:MID2,MID2,EFR3,SFK1,MID2,0.0
MID2:EFR3,HSP30:MID2,MID2,EFR3,HSP30,MID2,0.0
MID2:EFR3,ITR1:MID2,MID2,EFR3,ITR1,MID2,0.0
MID2:EFR3,ERG11:MID2,MID2,EFR3,ERG11,MID2,0.0
MID2:EFR3,PIN2:MID2,MID2,EFR3,PIN2,MID2,0.0
MID2:EFR3,MID2:WSC3,MID2,EFR3,MID2,WSC3,0.0
MID2:EFR3,OSH7:MID2,MID2,EFR3,OSH7,MID2,0.0
MID2:EFR3,MID2:MEP3,MID2,EFR3,MID2,MEP3,0.0
MID2:EFR3,TPO4:MID2,MID2,EFR3,TPO4,MID2,0.0
MID2:EFR3,GPA2:MID2,MID2,EFR3,GPA2,MID2,0.0
MID2:EFR3,RSN1:MID2,MID2,EFR3,RSN1,MID2,0.0
MID2:EFR3,TPO2:MID2,MID2,EFR3,TPO2,MID2,0.0
MID2:EFR3,RIM1:MID2,MID2,EFR3,RIM1,MID2,0.0
MID2:EFR3,ENA2:MID2,MID2,EFR3,ENA2,MID2,0.0
MID2:EFR3,PPZ1:EFR3,MID2,EFR3,PPZ1,EFR3,0.0
MID2:EFR3,PST2:MID2,MID2,EFR3,PST2,MID2,0.0
MID2:EFR3,HNM1:MID2,MID2,EFR3,HNM1,MID2,0.0
MID2:EFR3,WSC2:MID2,MID2,EFR3,WSC2,MID2,0.0
MID2:EFR3,DNF2:MID2,MID2,EFR3,DNF2,MID2,0.0
MID2:EFR3,SMI1:MID2,MID2,EFR3,SMI1,MID2,0.0
MID2:EFR3,MID2:LSP1,MID2,EFR3,MID2,LSP1,0.0
MID2:EFR3,QDR2:MID2,MID2,EFR3,QDR2,MID2,0.0
MID2:EFR3,MAM33:MID2,MID2,EFR3,MAM33,MID2,0.0
MID2:EFR3,VHT1:MID2,MID2,EFR3,VHT1,MID2,0.0
MID2:EFR3,YOR1:MID2,MID2,EFR3,YOR1,MID2,0.0
MID2:EFR3,GIN4:MID2,MID2,EFR3,GIN4,MID2,0.0
MID2:EFR3,HXT1:MID2,MID2,EFR3,HXT1,MID2,0.0
MID2:EFR3,FPS1:MID2,MID2,EFR3,FPS1,MID2,0.0
MID2:EFR3,MID2:PPZ1,MID2,EFR3,MID2,PPZ1,0.0
MID2:EFR3,YGL108C:MID2,MID2,EFR3,YGL108C,MID2,0.0
MID2:EFR3,MID2:PDR12,MID2,EFR3,MID2,PDR12,0.0
MID2:EFR3,MID2:DYN3,MID2,EFR3,MID2,DYN3,0.0
MID2:EFR3,MID2:LCB1,MID2,EFR3,MID2,LCB1,0.0
MID2:EFR3,MUP1:MID2,MID2,EFR3,MUP1,MID2,0.0
MID2:EFR3,SDS23:MID2,MID2,EFR3,SDS23,MID2,0.0
MID2:EFR3,MID2:TCB3,MID2,EFR3,MID2,TCB3,0.0
MID2:EFR3,MID2:RTS1,MID2,EFR3,MID2,RTS1,0.0
MID2:EFR3,OLE1:MID2,MID2,EFR3,OLE1,MID2,0.0
MID2:EFR3,SLM1:MID2,MID2,EFR3,SLM1,MID2,0.0
MID2:EFR3,SYP1:MID2,MID2,EFR3,SYP1,MID2,0.0
MID2:EFR3,FMP45:MID2,MID2,EFR3,FMP45,MID2,0.0
MID2:EFR3,BBC1:MID2,MID2,EFR3,BBC1,MID2,0.0
MID2:EFR3,MID2:MYO5,MID2,EFR3,MID2,MYO5,0.0
MID2:EFR3,FTR1:MID2,MID2,EFR3,FTR1,MID2,0.0
MID2:EFR3,TPO1:MID2,MID2,EFR3,TPO1,MID2,0.0
MID2:EFR3,YGR198W:EFR3,MID2,EFR3,YGR198W,EFR3,0.0
SFK1:MID2,SFK1:PDR5,SFK1,MID2,SFK1,PDR5,0.0
SFK1:MID2,YVH1:SFK1,SFK1,MID2,YVH1,SFK1,0.0
SFK1:MID2,HSP30:MID2,SFK1,MID2,HSP30,MID2,0.0
SFK1:MID2,ITR1:MID2,SFK1,MID2,ITR1,MID2,0.0
SFK1:MID2,ERG11:MID2,SFK1,MID2,ERG11,MID2,0.0
SFK1:MID2,PIN2:MID2,SFK1,MID2,PIN2,MID2,0.0
SFK1:MID2,RIM1:SFK1,SFK1,MID2,RIM1,SFK1,0.0
SFK1:MID2,MID2:WSC3,SFK1,MID2,MID2,WSC3,0.0
SFK1:MID2,OSH7:MID2,SFK1,MID2,OSH7,MID2,0.0
SFK1:MID2,MEP1:SFK1,SFK1,MID2,MEP1,SFK1,0.0
SFK1:MID2,SFK1:MSC3,SFK1,MID2,SFK1,MSC3,0.0
SFK1:MID2,SFK1:YLR326W,SFK1,MID2,SFK1,YLR326W,0.0
SFK1:MID2,MID2:MEP3,SFK1,MID2,MID2,MEP3,0.0
SFK1:MID2,TPO4:MID2,SFK1,MID2,TPO4,MID2,0.0
SFK1:MID2,GPA2:MID2,SFK1,MID2,GPA2,MID2,0.0
SFK1:MID2,PST2:SFK1,SFK1,MID2,PST2,SFK1,0.0
SFK1:MID2,YBL029C-A:SFK1,SFK1,MID2,YBL029C-A,SFK1,0.0
SFK1:MID2,HNM1:SFK1,SFK1,MID2,HNM1,SFK1,0.0
SFK1:MID2,SFK1:WSC2,SFK1,MID2,SFK1,WSC2,0.0
SFK1:MID2,GPX2:SFK1,SFK1,MID2,GPX2,SFK1,0.0
SFK1:MID2,RSN1:MID2,SFK1,MID2,RSN1,MID2,0.0
SFK1:MID2,TPO2:MID2,SFK1,MID2,TPO2,MID2,0.0
SFK1:MID2,FLC2:SFK1,SFK1,MID2,FLC2,SFK1,0.0
SFK1:MID2,SFK1:FLC1,SFK1,MID2,SFK1,FLC1,0.0
SFK1:MID2,QDR2:SFK1,SFK1,MID2,QDR2,SFK1,0.0
SFK1:MID2,SFK1:ARF3,SFK1,MID2,SFK1,ARF3,0.0
SFK1:MID2,MAM33:SFK1,SFK1,MID2,MAM33,SFK1,0.0
SFK1:MID2,VHT1:SFK1,SFK1,MID2,VHT1,SFK1,0.0
SFK1:MID2,YOR1:SFK1,SFK1,MID2,YOR1,SFK1,0.0
SFK1:MID2,PLM2:SFK1,SFK1,MID2,PLM2,SFK1,0.0
SFK1:MID2,RIM1:MID2,SFK1,MID2,RIM1,MID2,0.0
SFK1:MID2,HXT5:SFK1,SFK1,MID2,HXT5,SFK1,0.0
SFK1:MID2,HXT1:SFK1,SFK1,MID2,HXT1,SFK1,0.0
SFK1:MID2,ENA2:MID2,SFK1,MID2,ENA2,MID2,0.0
SFK1:MID2,SFK1:PPZ1,SFK1,MID2,SFK1,PPZ1,0.0
SFK1:MID2,YGL108C:SFK1,SFK1,MID2,YGL108C,SFK1,0.0
SFK1:MID2,SFK1:PDR12,SFK1,MID2,SFK1,PDR12,0.0
SFK1:MID2,PST2:MID2,SFK1,MID2,PST2,MID2,0.0
SFK1:MID2,SFK1:YLR413W,SFK1,MID2,SFK1,YLR413W,0.0
SFK1:MID2,HNM1:MID2,SFK1,MID2,HNM1,MID2,0.0
SFK1:MID2,WSC2:MID2,SFK1,MID2,WSC2,MID2,0.0
SFK1:MID2,SNQ2:SFK1,SFK1,MID2,SNQ2,SFK1,0.0
SFK1:MID2,MUP1:SFK1,SFK1,MID2,MUP1,SFK1,0.0
SFK1:MID2,SDS23:SFK1,SFK1,MID2,SDS23,SFK1,0.0
SFK1:MID2,SFK1:TCB3,SFK1,MID2,SFK1,TCB3,0.0
SFK1:MID2,DNF2:MID2,SFK1,MID2,DNF2,MID2,0.0
SFK1:MID2,SMI1:MID2,SFK1,MID2,SMI1,MID2,0.0
SFK1:MID2,MID2:LSP1,SFK1,MID2,MID2,LSP1,0.0
SFK1:MID2,QDR2:MID2,SFK1,MID2,QDR2,MID2,0.0
SFK1:MID2,SLM1:SFK1,SFK1,MID2,SLM1,SFK1,0.0
SFK1:MID2,SFK1:TPO3,SFK1,MID2,SFK1,TPO3,0.0
SFK1:MID2,MAM33:MID2,SFK1,MID2,MAM33,MID2,0.0
SFK1:MID2,VHT1:MID2,SFK1,MID2,VHT1,MID2,0.0
SFK1:MID2,YOR1:MID2,SFK1,MID2,YOR1,MID2,0.0
SFK1:MID2,SYP1:SFK1,SFK1,MID2,SYP1,SFK1,0.0
SFK1:MID2,FMP45:SFK1,SFK1,MID2,FMP45,SFK1,0.0
SFK1:MID2,GIN4:MID2,SFK1,MID2,GIN4,MID2,0.0
SFK1:MID2,DUR3:SFK1,SFK1,MID2,DUR3,SFK1,0.0
SFK1:MID2,FTR1:SFK1,SFK1,MID2,FTR1,SFK1,0.0
SFK1:MID2,HXT1:MID2,SFK1,MID2,HXT1,MID2,0.0
SFK1:MID2,FPS1:MID2,SFK1,MID2,FPS1,MID2,0.0
SFK1:MID2,SFK1:TPO1,SFK1,MID2,SFK1,TPO1,0.0
SFK1:MID2,MID2:PPZ1,SFK1,MID2,MID2,PPZ1,0.0
SFK1:MID2,YGL108C:MID2,SFK1,MID2,YGL108C,MID2,0.0
SFK1:MID2,MID2:PDR12,SFK1,MID2,MID2,PDR12,0.0
SFK1:MID2,MID2:DYN3,SFK1,MID2,MID2,DYN3,0.0
SFK1:MID2,MID2:LCB1,SFK1,MID2,MID2,LCB1,0.0
SFK1:MID2,RFS1:SFK1,SFK1,MID2,RFS1,SFK1,0.0
SFK1:MID2,MUP1:MID2,SFK1,MID2,MUP1,MID2,0.0
SFK1:MID2,HSP30:SFK1,SFK1,MID2,HSP30,SFK1,0.0
SFK1:MID2,SDS23:MID2,SFK1,MID2,SDS23,MID2,0.0
SFK1:MID2,MID2:TCB3,SFK1,MID2,MID2,TCB3,0.0
SFK1:MID2,MID2:RTS1,SFK1,MID2,MID2,RTS1,0.0
SFK1:MID2,OLE1:MID2,SFK1,MID2,OLE1,MID2,0.0
SFK1:MID2,SLM1:MID2,SFK1,MID2,SLM1,MID2,0.0
SFK1:MID2,BEM1:SFK1,SFK1,MID2,BEM1,SFK1,0.0
SFK1:MID2,SFK1:MEP3,SFK1,MID2,SFK1,MEP3,0.0
SFK1:MID2,SFK1:TPO4,SFK1,MID2,SFK1,TPO4,0.0
SFK1:MID2,GPA2:SFK1,SFK1,MID2,GPA2,SFK1,0.0
SFK1:MID2,SYP1:MID2,SFK1,MID2,SYP1,MID2,0.0
SFK1:MID2,FMP45:MID2,SFK1,MID2,FMP45,MID2,0.0
SFK1:MID2,TPO2:SFK1,SFK1,MID2,TPO2,SFK1,0.0
SFK1:MID2,BBC1:MID2,SFK1,MID2,BBC1,MID2,0.0
SFK1:MID2,MID2:MYO5,SFK1,MID2,MID2,MYO5,0.0
SFK1:MID2,YGR130C:SFK1,SFK1,MID2,YGR130C,SFK1,0.0
SFK1:MID2,FTR1:MID2,SFK1,MID2,FTR1,MID2,0.0
SFK1:MID2,TPO1:MID2,SFK1,MID2,TPO1,MID2,0.0
EMP70:RET2,RET2:RBD2,EMP70,RET2,RET2,RBD2,0.0
EMP70:RET2,AKR1:RET2,EMP70,RET2,AKR1,RET2,0.0
EMP70:RET2,ERP1:RET2,EMP70,RET2,ERP1,RET2,0.0
EMP70:RET2,RET2:RET3,EMP70,RET2,RET2,RET3,0.0
EMP70:RET2,EMP47:RET2,EMP70,RET2,EMP47,RET2,0.0
EMP70:RET2,EMP70:BSC6,EMP70,RET2,EMP70,BSC6,0.0
EMP70:RET2,ARF1:EMP70,EMP70,RET2,ARF1,EMP70,0.0
EMP70:RET2,CHS3:RET2,EMP70,RET2,CHS3,RET2,0.0
EMP70:RET2,EMP70:YMR010W,EMP70,RET2,EMP70,YMR010W,0.0
EMP70:RET2,RET2:ERV29,EMP70,RET2,RET2,ERV29,0.0
EMP70:RET2,SNA3:RET2,EMP70,RET2,SNA3,RET2,0.0
EMP70:RET2,PLM2:RET2,EMP70,RET2,PLM2,RET2,0.0
EMP70:RET2,ARF1:RET2,EMP70,RET2,ARF1,RET2,0.0
EMP70:RET2,KEX1:EMP70,EMP70,RET2,KEX1,EMP70,0.0
EMP70:RET2,RET2:YMR010W,EMP70,RET2,RET2,YMR010W,0.0
EMP70:RET2,RET2:SUR1,EMP70,RET2,RET2,SUR1,0.0
EMP70:RET2,RET2:AUR1,EMP70,RET2,RET2,AUR1,0.0
EMP70:RET2,RET2:KEX1,EMP70,RET2,RET2,KEX1,0.0
EMP70:RET2,SFT2:RET2,EMP70,RET2,SFT2,RET2,0.0
PHO88:SWP1,PHO88:KRE27,PHO88,SWP1,PHO88,KRE27,0.0
PHO88:SWP1,ERP1:PHO88,PHO88,SWP1,ERP1,PHO88,0.0
PHO88:SWP1,ORM2:SWP1,PHO88,SWP1,ORM2,SWP1,0.0
PHO88:SWP1,PHO88:COS1,PHO88,SWP1,PHO88,COS1,0.0
PHO88:SWP1,FET3:SWP1,PHO88,SWP1,FET3,SWP1,0.0
PHO88:SWP1,SPC2:SWP1,PHO88,SWP1,SPC2,SWP1,0.0
PHO88:SWP1,SHR3:SWP1,PHO88,SWP1,SHR3,SWP1,0.0
PHO88:SWP1,ERG11:SWP1,PHO88,SWP1,ERG11,SWP1,0.0
PHO88:SWP1,PHO88:PIS1,PHO88,SWP1,PHO88,PIS1,0.0
PHO88:SWP1,PHO88:YKL088W,PHO88,SWP1,PHO88,YKL088W,0.0
PHO88:SWP1,SWP1:CPT1,PHO88,SWP1,SWP1,CPT1,0.0
PHO88:SWP1,DCW1:SWP1,PHO88,SWP1,DCW1,SWP1,0.0
PHO88:SWP1,GTT1:SWP1,PHO88,SWP1,GTT1,SWP1,0.0
PHO88:SWP1,ILM1:SWP1,PHO88,SWP1,ILM1,SWP1,0.0
PHO88:SWP1,PHO88:DAL5,PHO88,SWP1,PHO88,DAL5,0.0
PHO88:SWP1,PHO88:ERG25,PHO88,SWP1,PHO88,ERG25,0.0
PHO88:SWP1,SWP1:YDC1,PHO88,SWP1,SWP1,YDC1,0.0
PHO88:SWP1,PHO88:FCY2,PHO88,SWP1,PHO88,FCY2,0.0
PHO88:SWP1,PHO88:HXT1,PHO88,SWP1,PHO88,HXT1,0.0
PHO88:SWP1,CCW12:SWP1,PHO88,SWP1,CCW12,SWP1,0.0
PHO88:SWP1,PHO88:ERV25,PHO88,SWP1,PHO88,ERV25,0.0
PHO88:SWP1,KRE27:SWP1,PHO88,SWP1,KRE27,SWP1,0.0
PHO88:SWP1,PHO88:GOT1,PHO88,SWP1,PHO88,GOT1,0.0
PHO88:SWP1,ERP1:SWP1,PHO88,SWP1,ERP1,SWP1,0.0
PHO88:SWP1,PHO88:LAC1,PHO88,SWP1,PHO88,LAC1,0.0
PHO88:SWP1,PHO88:SUR2,PHO88,SWP1,PHO88,SUR2,0.0
PHO88:SWP1,PHO88:OLE1,PHO88,SWP1,PHO88,OLE1,0.0
PHO88:SWP1,CPR4:SWP1,PHO88,SWP1,CPR4,SWP1,0.0
PHO88:SWP1,SWP1:UIP4,PHO88,SWP1,SWP1,UIP4,0.0
PHO88:SWP1,PHO88:TPO3,PHO88,SWP1,PHO88,TPO3,0.0
PHO88:SWP1,HNM1:SWP1,PHO88,SWP1,HNM1,SWP1,0.0
PHO88:SWP1,PHO88:SSH1,PHO88,SWP1,PHO88,SSH1,0.0
PHO88:SWP1,SWP1:ALG5,PHO88,SWP1,SWP1,ALG5,0.0
PHO88:SWP1,YKL088W:SWP1,PHO88,SWP1,YKL088W,SWP1,0.0
PHO88:SWP1,AYR1:SWP1,PHO88,SWP1,AYR1,SWP1,0.0
PHO88:SWP1,PHO88:SPC1,PHO88,SWP1,PHO88,SPC1,0.0
PHO88:SWP1,SWP1:KRE1,PHO88,SWP1,SWP1,KRE1,0.0
PHO88:SWP1,PHO88:SOP4,PHO88,SWP1,PHO88,SOP4,0.0
PHO88:SWP1,PHO88:ORM2,PHO88,SWP1,PHO88,ORM2,0.0
PHO88:SWP1,MSC7:SWP1,PHO88,SWP1,MSC7,SWP1,0.0
PHO88:SWP1,SEC61:SWP1,PHO88,SWP1,SEC61,SWP1,0.0
PHO88:SWP1,SIS2:SWP1,PHO88,SWP1,SIS2,SWP1,0.0
PHO88:SWP1,PHO88:SCS7,PHO88,SWP1,PHO88,SCS7,0.0
PHO88:SWP1,ARF1:SWP1,PHO88,SWP1,ARF1,SWP1,0.0
PHO88:SWP1,PHO88:SPC2,PHO88,SWP1,PHO88,SPC2,0.0
PHO88:SWP1,PHO88:SHR3,PHO88,SWP1,PHO88,SHR3,0.0
PHO88:SWP1,PHO88:ERG11,PHO88,SWP1,PHO88,ERG11,0.0
PHO88:SWP1,PHO88:COS4,PHO88,SWP1,PHO88,COS4,0.0
PHO88:SWP1,PPZ1:SWP1,PHO88,SWP1,PPZ1,SWP1,0.0
PHO88:SWP1,PHO88:SEC62,PHO88,SWP1,PHO88,SEC62,0.0
PHO88:SWP1,ERV25:SWP1,PHO88,SWP1,ERV25,SWP1,0.0
PHO88:SWP1,YCR043C:SWP1,PHO88,SWP1,YCR043C,SWP1,0.0
PHO88:SWP1,PHO88:SEY1,PHO88,SWP1,PHO88,SEY1,0.0
PHO88:SWP1,PHO88:VHS3,PHO88,SWP1,PHO88,VHS3,0.0
PHO88:SWP1,PHO88:ILM1,PHO88,SWP1,PHO88,ILM1,0.0
PHO88:SWP1,PHO88:STE24,PHO88,SWP1,PHO88,STE24,0.0
PHO88:SWP1,PHO88:TPO2,PHO88,SWP1,PHO88,TPO2,0.0
PHO88:SWP1,RER2:SWP1,PHO88,SWP1,RER2,SWP1,0.0
PHO88:SWP1,SSH1:SWP1,PHO88,SWP1,SSH1,SWP1,0.0
PHO88:SWP1,SWP1:DIP5,PHO88,SWP1,SWP1,DIP5,0.0
SIC1:YLR345W,YLR345W:TPS3,SIC1,YLR345W,YLR345W,TPS3,0.0
SIC1:YLR345W,SIC1:RHO5,SIC1,YLR345W,SIC1,RHO5,0.0
SIC1:YLR345W,KTI11:SIC1,SIC1,YLR345W,KTI11,SIC1,0.0
SIC1:YLR345W,SDS22:SIC1,SIC1,YLR345W,SDS22,SIC1,0.0
SIC1:YLR345W,SSS1:SIC1,SIC1,YLR345W,SSS1,SIC1,0.0
SIC1:YLR345W,YLR257W:YLR345W,SIC1,YLR345W,YLR257W,YLR345W,0.0
SIC1:YLR345W,SDS24:SIC1,SIC1,YLR345W,SDS24,SIC1,0.0
SSD1:DBP1,SSD1:LSP1,SSD1,DBP1,SSD1,LSP1,0.0
SSD1:DBP1,SSD1:INO1,SSD1,DBP1,SSD1,INO1,0.0
SSD1:DBP1,SSD1:MPT5,SSD1,DBP1,SSD1,MPT5,0.0
SSD1:DBP1,GIS2:DBP1,SSD1,DBP1,GIS2,DBP1,0.0
SSD1:DBP1,SSD1:PLM2,SSD1,DBP1,SSD1,PLM2,0.0
SSD1:DBP1,SSD1:YGR054W,SSD1,DBP1,SSD1,YGR054W,0.0
SSD1:DBP1,SRO9:SSD1,SSD1,DBP1,SRO9,SSD1,0.0
SSD1:DBP1,DED1:DBP1,SSD1,DBP1,DED1,DBP1,0.0
SSD1:DBP1,PUB1:DBP1,SSD1,DBP1,PUB1,DBP1,0.0
SSD1:DBP1,SSD1:PGM2,SSD1,DBP1,SSD1,PGM2,0.0
SSD1:DBP1,SSD1:SEC27,SSD1,DBP1,SSD1,SEC27,0.0
SSD1:DBP1,SSD1:DED1,SSD1,DBP1,SSD1,DED1,0.0
SSD1:DBP1,SSD1:PUB1,SSD1,DBP1,SSD1,PUB1,0.0
SSD1:DBP1,PSP2:DBP1,SSD1,DBP1,PSP2,DBP1,0.0
SSD1:DBP1,SSD1:LSM4,SSD1,DBP1,SSD1,LSM4,0.0
NIS1:ERR1,ABM1:ERR1,NIS1,ERR1,ABM1,ERR1,0.0
NIS1:ERR1,SNM1:ERR1,NIS1,ERR1,SNM1,ERR1,0.0
NIS1:ERR1,DMA2:ERR1,NIS1,ERR1,DMA2,ERR1,0.0
NIS1:ERR1,PIG1:ERR1,NIS1,ERR1,PIG1,ERR1,0.0
NIS1:ERR1,ARV1:ERR1,NIS1,ERR1,ARV1,ERR1,0.0
NIS1:ERR1,CRC1:ERR1,NIS1,ERR1,CRC1,ERR1,0.0
RPA190:RPC40,GAR1:RPA190,RPA190,RPC40,GAR1,RPA190,0.0
RPA190:RPC40,NET1:RPC40,RPA190,RPC40,NET1,RPC40,0.0
RPA190:RPC40,RPC19:RPC40,RPA190,RPC40,RPC19,RPC40,0.0
RPA190:RPC40,RPA190:RPA135,RPA190,RPC40,RPA190,RPA135,0.0
RPA190:RPC40,RPA190:RPO26,RPA190,RPC40,RPA190,RPO26,0.0
PHO88:KRE27,ERP1:PHO88,PHO88,KRE27,ERP1,PHO88,0.0
PHO88:KRE27,KRE27:RPB11,PHO88,KRE27,KRE27,RPB11,0.0
PHO88:KRE27,KRE27:SOP4,PHO88,KRE27,KRE27,SOP4,0.0
PHO88:KRE27,KRE27:ORM2,PHO88,KRE27,KRE27,ORM2,0.0
PHO88:KRE27,PHO88:COS1,PHO88,KRE27,PHO88,COS1,0.0
PHO88:KRE27,KRE27:SCS7,PHO88,KRE27,KRE27,SCS7,0.0
PHO88:KRE27,LCD1:KRE27,PHO88,KRE27,LCD1,KRE27,0.0
PHO88:KRE27,TVP15:KRE27,PHO88,KRE27,TVP15,KRE27,0.0
PHO88:KRE27,SHR3:KRE27,PHO88,KRE27,SHR3,KRE27,0.0
PHO88:KRE27,ERG11:KRE27,PHO88,KRE27,ERG11,KRE27,0.0
PHO88:KRE27,PHO88:PIS1,PHO88,KRE27,PHO88,PIS1,0.0
PHO88:KRE27,PHO88:YKL088W,PHO88,KRE27,PHO88,YKL088W,0.0
PHO88:KRE27,ARO10:KRE27,PHO88,KRE27,ARO10,KRE27,0.0
PHO88:KRE27,PHO88:DAL5,PHO88,KRE27,PHO88,DAL5,0.0
PHO88:KRE27,KRE27:STE24,PHO88,KRE27,KRE27,STE24,0.0
