strain_id,A_MTX_5-FC.TPO1_MID2,A_MTX_Fluconazole.TPO1_MID2,A_MTX_Metformin.TPO1_MID2,A_MTX_Trifluoperazine.TPO1_MID2,A_MTX_noDrug.TPO1_MID2,A_noMTX_5-FC.TPO1_MID2,A_noMTX_Fluconazole.TPO1_MID2,A_noMTX_Metformin.TPO1_MID2,A_noMTX_Trifluoperazine.TPO1_MID2,A_noMTX_noDrug.TPO1_MID2,B_MTX_5-FC.TPO1_MID2,B_MTX_Fluconazole.TPO1_MID2,B_MTX_Metformin.TPO1_MID2,B_MTX_Trifluoperazine.TPO1_MID2,B_MTX_noDrug.TPO1_MID2,B_noMTX_5-FC.TPO1_MID2,B_noMTX_Fluconazole.TPO1_MID2,B_noMTX_Metformin.TPO1_MID2,B_noMTX_Trifluoperazine.TPO1_MID2,B_noMTX_noDrug.TPO1_MID2,T0_noMTX_noDrug.TPO1_MID2
171,16.0,5.0,3.0,9.0,5.0,4.0,122.0,1.0,3.0,9.0,3.0,9.0,9.0,5.0,8.0,5.0,39.0,7.0,4.0,3.0,15.0
175,0.0,1.0,3.0,1.0,0.0,40.0,1.0,12.0,21.0,29.0,0.0,2.0,7.0,0.0,1.0,45.0,21.0,22.0,5.0,3.0,11.0
180,0.0,2.0,1.0,3.0,0.0,3.0,5.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,7.0,4.0,3.0,3.0,1.0
180_2,8.0,2.0,2.0,2.0,0.0,9.0,5.0,1.0,10.0,9.0,3.0,8.0,2.0,1.0,5.0,8.0,1.0,4.0,19.0,10.0,1.0
185,6.0,0.0,7.0,14.0,8.0,5.0,1.0,2.0,3.0,2.0,5.0,0.0,9.0,10.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0
187,2.0,0.0,0.0,0.0,1.0,8.0,5.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,6.0,4.0,1.0,2.0
188,2.0,8.0,57.0,2.0,2.0,359.0,41.0,348.0,212.0,247.0,0.0,9.0,361.0,1.0,2.0,806.0,65.0,254.0,108.0,139.0,87.0
192,3.0,7.0,2.0,6.0,4.0,5.0,6.0,2.0,10.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,1.0,12.0,9.0,9.0,0.0
20,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
209,3.0,7.0,2.0,1.0,0.0,1.0,7.0,0.0,4.0,4.0,0.0,5.0,2.0,0.0,1.0,5.0,3.0,5.0,3.0,0.0,2.0
210,3.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0
226,17.0,0.0,16.0,49.0,12.0,11.0,0.0,8.0,11.0,23.0,18.0,0.0,47.0,31.0,4.0,9.0,0.0,4.0,13.0,3.0,22.0
235,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0
240,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0
248,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0
250,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0
252,1.0,0.0,0.0,3.0,5.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0
253,5.0,0.0,0.0,11.0,0.0,8.0,10.0,42.0,1.0,4.0,4.0,7.0,22.0,9.0,5.0,8.0,0.0,6.0,3.0,0.0,4.0
254,1.0,7.0,146.0,3.0,0.0,531.0,1390.0,661.0,689.0,439.0,0.0,0.0,606.0,1.0,1.0,2173.0,289.0,1085.0,848.0,310.0,182.0
257,4.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,7.0
258,42.0,12.0,31.0,117.0,109.0,78.0,9.0,113.0,67.0,42.0,40.0,1.0,151.0,112.0,12.0,420.0,4.0,51.0,55.0,9.0,31.0
27,7.0,0.0,29.0,29.0,4.0,9.0,6.0,13.0,11.0,26.0,11.0,0.0,117.0,18.0,0.0,62.0,1.0,30.0,5.0,12.0,21.0
270,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
271,2.0,0.0,5.0,0.0,1.0,48.0,8.0,28.0,13.0,64.0,1.0,0.0,29.0,0.0,0.0,94.0,10.0,44.0,47.0,25.0,34.0
272,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,2.0,0.0
277,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,114.0,83.0,243.0,133.0,98.0,61.0,31.0,66.0,59.0,75.0,89.0,32.0,713.0,102.0,14.0,203.0,191.0,95.0,26.0,21.0,52.0
289,2.0,1.0,4.0,1.0,0.0,86.0,18.0,46.0,107.0,77.0,1.0,1.0,10.0,2.0,0.0,365.0,21.0,42.0,65.0,31.0,24.0
29,3.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,10.0,10.0,0.0
291,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,3.0,2.0
294,2.0,2.0,0.0,11.0,3.0,1.0,24.0,0.0,3.0,6.0,2.0,4.0,9.0,1.0,0.0,3.0,17.0,10.0,4.0,2.0,2.0
296,0.0,2.0,10.0,1.0,0.0,130.0,1063.0,255.0,91.0,118.0,0.0,0.0,79.0,1.0,0.0,717.0,89.0,181.0,78.0,73.0,36.0
299,1.0,0.0,1.0,2.0,0.0,3.0,5.0,4.0,7.0,7.0,0.0,0.0,2.0,0.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0
307,1.0,8.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
308,6.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,2.0,1.0
31,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
311,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0
312,9.0,8.0,2.0,21.0,11.0,4.0,2.0,3.0,3.0,1.0,2.0,0.0,7.0,3.0,25.0,5.0,2.0,2.0,3.0,8.0,0.0
32,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
320,278.0,48.0,331.0,311.0,245.0,178.0,35.0,125.0,132.0,118.0,234.0,307.0,2027.0,231.0,41.0,560.0,196.0,318.0,108.0,56.0,40.0
323,0.0,0.0,0.0,10.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,6.0,0.0,5.0,1.0,2.0,1.0
325,3.0,5.0,42.0,6.0,0.0,225.0,123.0,238.0,72.0,161.0,5.0,0.0,278.0,0.0,0.0,263.0,33.0,172.0,51.0,30.0,45.0
33,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,2.0,1.0,2.0
335,155.0,6.0,278.0,204.0,78.0,93.0,12.0,81.0,66.0,57.0,179.0,2.0,795.0,136.0,8.0,89.0,144.0,64.0,29.0,17.0,48.0
336,165.0,8.0,144.0,287.0,125.0,154.0,973.0,158.0,130.0,98.0,106.0,1.0,636.0,124.0,26.0,643.0,580.0,259.0,109.0,30.0,71.0
337,9.0,6.0,36.0,5.0,0.0,149.0,190.0,139.0,97.0,139.0,0.0,6.0,72.0,1.0,0.0,305.0,3.0,210.0,99.0,69.0,38.0
339,9.0,3.0,1.0,7.0,2.0,4.0,7.0,2.0,2.0,5.0,2.0,0.0,11.0,2.0,8.0,1.0,1.0,9.0,8.0,5.0,0.0
347,2.0,1.0,1.0,0.0,1.0,5.0,5.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,3.0
348,10.0,183.0,14.0,38.0,13.0,20.0,375.0,17.0,10.0,55.0,39.0,10.0,72.0,25.0,5.0,31.0,143.0,42.0,11.0,6.0,74.0
350,15.0,32.0,3.0,6.0,7.0,3.0,1.0,1.0,3.0,0.0,9.0,0.0,1.0,6.0,7.0,1.0,1.0,6.0,4.0,2.0,0.0
354,1.0,0.0,0.0,2.0,0.0,12.0,55.0,26.0,27.0,26.0,3.0,0.0,3.0,0.0,0.0,30.0,124.0,55.0,15.0,11.0,20.0
358,3.0,8.0,9.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,34.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0
359,6.0,4.0,0.0,15.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0
36,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,2.0,2.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0
375,14.0,0.0,8.0,4.0,3.0,36.0,11.0,4.0,4.0,9.0,8.0,0.0,10.0,2.0,5.0,6.0,3.0,4.0,11.0,8.0,6.0
383,2.0,8.0,9.0,2.0,0.0,53.0,50.0,46.0,23.0,32.0,4.0,0.0,46.0,1.0,0.0,434.0,12.0,43.0,32.0,15.0,17.0
385,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
392,0.0,8.0,2.0,0.0,1.0,20.0,2.0,18.0,16.0,53.0,1.0,4.0,2.0,1.0,0.0,39.0,0.0,11.0,7.0,7.0,12.0
397,2.0,1.0,0.0,4.0,1.0,11.0,206.0,33.0,10.0,90.0,0.0,0.0,7.0,0.0,1.0,88.0,274.0,77.0,20.0,28.0,28.0
399,18.0,52.0,3.0,8.0,2.0,17.0,19.0,6.0,12.0,13.0,5.0,10.0,8.0,0.0,2.0,16.0,20.0,21.0,23.0,14.0,2.0
40,3.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
400,2215.0,0.0,1594.0,5236.0,3330.0,578.0,13.0,464.0,463.0,344.0,2414.0,4.0,7624.0,4597.0,516.0,2141.0,20.0,480.0,411.0,187.0,149.0
406,3.0,42.0,112.0,2.0,1.0,992.0,2151.0,1932.0,906.0,892.0,0.0,10.0,507.0,1.0,0.0,3435.0,1404.0,2462.0,653.0,532.0,241.0
408,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
409,263.0,10.0,58.0,44.0,19.0,67.0,118.0,52.0,95.0,109.0,110.0,1.0,211.0,48.0,4.0,340.0,194.0,104.0,123.0,34.0,105.0
40_2,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0
412,14.0,0.0,5.0,1.0,2.0,3.0,7.0,1.0,3.0,1.0,2.0,0.0,5.0,0.0,1.0,17.0,3.0,5.0,3.0,1.0,1.0
418,1.0,2.0,0.0,1.0,0.0,2.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0
419,1.0,0.0,133.0,11.0,1.0,220.0,94.0,156.0,108.0,151.0,2.0,0.0,504.0,1.0,0.0,437.0,25.0,163.0,72.0,80.0,41.0
420,0.0,1.0,0.0,0.0,0.0,9.0,0.0,5.0,8.0,16.0,0.0,0.0,2.0,0.0,0.0,40.0,0.0,5.0,5.0,5.0,13.0
421,37.0,1.0,98.0,32.0,58.0,18.0,163.0,13.0,37.0,26.0,39.0,7.0,336.0,54.0,8.0,66.0,24.0,48.0,21.0,8.0,11.0
426,13.0,1.0,8.0,69.0,12.0,4.0,5.0,2.0,3.0,4.0,3.0,0.0,20.0,6.0,1.0,11.0,0.0,7.0,4.0,6.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
431,0.0,0.0,80.0,6.0,1.0,155.0,462.0,203.0,182.0,275.0,0.0,0.0,244.0,3.0,0.0,292.0,98.0,98.0,62.0,50.0,125.0
433,9.0,0.0,4.0,8.0,2.0,8.0,6.0,6.0,11.0,6.0,2.0,0.0,13.0,0.0,4.0,7.0,4.0,8.0,7.0,8.0,5.0
434,103.0,39.0,443.0,148.0,173.0,230.0,48.0,161.0,95.0,180.0,91.0,11.0,990.0,123.0,19.0,174.0,62.0,77.0,38.0,44.0,42.0
437,15.0,5.0,2.0,23.0,3.0,1.0,0.0,0.0,6.0,1.0,6.0,0.0,12.0,9.0,1.0,9.0,0.0,2.0,3.0,2.0,1.0
438,1.0,0.0,2.0,0.0,0.0,14.0,37.0,15.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,5.0,2.0,6.0,68.0
439,1.0,30.0,4.0,3.0,0.0,45.0,215.0,47.0,41.0,159.0,0.0,2.0,23.0,0.0,1.0,119.0,17.0,61.0,27.0,25.0,104.0
43_ref1,4.0,0.0,0.0,1.0,1.0,0.0,403.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,105.0,10.0,12.0,2.0,196.0
43_ref2,2.0,0.0,2.0,10.0,1.0,13.0,52.0,3.0,56.0,26.0,1.0,1.0,5.0,0.0,1.0,12.0,4.0,27.0,80.0,39.0,320.0
442,12.0,3.0,6.0,41.0,7.0,3.0,2.0,6.0,8.0,1.0,0.0,1.0,14.0,5.0,7.0,9.0,1.0,8.0,4.0,6.0,2.0
444,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
446,1.0,0.0,1.0,6.0,0.0,10.0,8.0,12.0,11.0,65.0,2.0,1.0,10.0,1.0,0.0,20.0,2.0,8.0,9.0,9.0,19.0
45,3.0,0.0,2.0,1.0,1.0,6.0,5.0,13.0,30.0,3.0,0.0,0.0,4.0,0.0,0.0,13.0,1.0,10.0,7.0,4.0,1.0
450,3.0,3.0,40.0,7.0,1.0,72.0,12.0,81.0,84.0,138.0,5.0,1.0,164.0,3.0,0.0,354.0,51.0,90.0,46.0,40.0,47.0
452,1.0,1.0,1.0,14.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,2.0,7.0,2.0,3.0,1.0
458,1.0,6.0,13.0,2.0,0.0,37.0,31.0,61.0,83.0,119.0,1.0,0.0,85.0,0.0,0.0,166.0,50.0,74.0,50.0,45.0,66.0
459,25.0,2.0,32.0,30.0,13.0,20.0,4.0,23.0,29.0,76.0,14.0,1.0,171.0,24.0,11.0,42.0,7.0,24.0,29.0,25.0,74.0
460,263.0,1398.0,119.0,212.0,199.0,233.0,426.0,147.0,133.0,130.0,301.0,998.0,717.0,201.0,38.0,1158.0,66.0,157.0,114.0,60.0,98.0
466,1.0,3.0,1.0,4.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,3.0,2.0,2.0,0.0
468,1024.0,13257.0,505.0,1338.0,764.0,548.0,1190.0,530.0,381.0,394.0,904.0,3.0,2440.0,1120.0,143.0,1806.0,362.0,545.0,358.0,134.0,113.0
470,36.0,23.0,3.0,10.0,7.0,9.0,12.0,3.0,6.0,6.0,12.0,24.0,12.0,6.0,2.0,6.0,5.0,6.0,7.0,11.0,1.0
473,4.0,1.0,23.0,7.0,2.0,120.0,304.0,103.0,116.0,106.0,0.0,0.0,63.0,2.0,1.0,490.0,128.0,189.0,105.0,87.0,78.0
475,30.0,4.0,162.0,22.0,3.0,529.0,2670.0,1273.0,661.0,1006.0,8.0,3.0,1450.0,7.0,6.0,2283.0,2311.0,1459.0,478.0,406.0,436.0
476,19.0,0.0,623.0,8.0,1.0,4025.0,9230.0,12996.0,6270.0,19782.0,8.0,1.0,2208.0,2.0,1.0,10436.0,2202.0,9695.0,4020.0,2812.0,27610.0
48,4.0,2.0,1.0,2.0,0.0,64.0,1.0,5.0,5.0,20.0,2.0,0.0,5.0,1.0,6.0,77.0,6.0,14.0,18.0,2.0,9.0
485,12.0,10.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,3.0,4.0,0.0,2.0,3.0,2.0,8.0,1.0,5.0,3.0
486,283.0,11.0,726.0,425.0,367.0,299.0,1724.0,464.0,268.0,539.0,368.0,5.0,3456.0,429.0,14.0,403.0,102.0,200.0,99.0,89.0,113.0
491,94.0,14.0,219.0,380.0,243.0,14.0,11.0,16.0,25.0,69.0,132.0,0.0,1270.0,254.0,45.0,106.0,3.0,28.0,17.0,20.0,44.0
493,50.0,54.0,145.0,91.0,31.0,55.0,246.0,82.0,71.0,64.0,40.0,29.0,651.0,84.0,4.0,260.0,2.0,57.0,45.0,24.0,62.0
495,6.0,3.0,13.0,13.0,1.0,187.0,274.0,70.0,65.0,106.0,3.0,0.0,48.0,2.0,0.0,376.0,28.0,64.0,99.0,38.0,38.0
50,35.0,2.0,1.0,32.0,6.0,4.0,6.0,3.0,22.0,9.0,3.0,53.0,19.0,1.0,14.0,15.0,0.0,4.0,4.0,12.0,18.0
503,4.0,13.0,4.0,3.0,1.0,34.0,41.0,37.0,89.0,47.0,1.0,0.0,32.0,1.0,0.0,77.0,4.0,27.0,69.0,14.0,18.0
507,1.0,1.0,1.0,1.0,0.0,3.0,12.0,4.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0
508,14.0,14.0,84.0,10.0,0.0,270.0,201.0,82.0,189.0,211.0,3.0,5.0,231.0,0.0,2.0,552.0,46.0,117.0,133.0,41.0,102.0
52,0.0,29.0,130.0,2.0,1.0,307.0,332.0,288.0,273.0,457.0,1.0,29.0,370.0,0.0,1.0,659.0,121.0,234.0,118.0,108.0,222.0
520,4.0,0.0,1.0,9.0,0.0,1.0,1.0,2.0,5.0,0.0,2.0,0.0,6.0,0.0,1.0,4.0,0.0,2.0,3.0,4.0,0.0
521,6.0,0.0,4.0,6.0,2.0,17.0,10.0,20.0,44.0,24.0,2.0,0.0,19.0,2.0,0.0,17.0,4.0,23.0,23.0,21.0,28.0
522,11.0,2.0,12.0,6.0,3.0,45.0,20.0,91.0,28.0,78.0,0.0,2.0,46.0,0.0,2.0,214.0,19.0,102.0,54.0,45.0,33.0
523,1004.0,41.0,1011.0,832.0,774.0,233.0,105.0,287.0,198.0,354.0,557.0,21.0,3170.0,592.0,265.0,676.0,66.0,339.0,224.0,224.0,120.0
524,170.0,84.0,47.0,85.0,105.0,99.0,564.0,68.0,67.0,84.0,252.0,170.0,149.0,51.0,4.0,130.0,83.0,54.0,18.0,10.0,38.0
525,794.0,8.0,510.0,767.0,712.0,176.0,37.0,158.0,118.0,107.0,568.0,4.0,1725.0,656.0,68.0,800.0,40.0,181.0,159.0,49.0,61.0
531,5.0,7.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,10.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
532,13.0,6.0,3.0,8.0,5.0,3.0,8.0,3.0,1.0,6.0,4.0,5.0,3.0,7.0,4.0,8.0,1.0,10.0,3.0,3.0,2.0
535,222.0,294.0,177.0,264.0,181.0,88.0,565.0,103.0,56.0,490.0,139.0,14.0,753.0,176.0,48.0,303.0,77.0,121.0,99.0,60.0,284.0
538,82.0,14.0,11.0,25.0,56.0,17.0,17.0,12.0,21.0,12.0,9.0,16.0,40.0,8.0,13.0,22.0,27.0,38.0,15.0,14.0,12.0
539,53.0,10.0,16.0,20.0,62.0,10.0,17.0,12.0,18.0,23.0,6.0,15.0,155.0,38.0,18.0,16.0,10.0,24.0,13.0,10.0,10.0
540,2034.0,657.0,888.0,2841.0,3233.0,1576.0,1413.0,1157.0,1130.0,728.0,2343.0,642.0,4550.0,2856.0,161.0,3619.0,942.0,741.0,365.0,238.0,435.0
541,6.0,51.0,98.0,13.0,0.0,447.0,1016.0,258.0,264.0,290.0,6.0,4.0,280.0,3.0,4.0,1034.0,526.0,458.0,99.0,75.0,89.0
