strain_id,A_MTX_5-FC.RET2_EMP47,A_MTX_Fluconazole.RET2_EMP47,A_MTX_Metformin.RET2_EMP47,A_MTX_Trifluoperazine.RET2_EMP47,A_MTX_noDrug.RET2_EMP47,A_noMTX_5-FC.RET2_EMP47,A_noMTX_Fluconazole.RET2_EMP47,A_noMTX_Metformin.RET2_EMP47,A_noMTX_Trifluoperazine.RET2_EMP47,A_noMTX_noDrug.RET2_EMP47,B_MTX_5-FC.RET2_EMP47,B_MTX_Fluconazole.RET2_EMP47,B_MTX_Metformin.RET2_EMP47,B_MTX_Trifluoperazine.RET2_EMP47,B_MTX_noDrug.RET2_EMP47,B_noMTX_5-FC.RET2_EMP47,B_noMTX_Fluconazole.RET2_EMP47,B_noMTX_Metformin.RET2_EMP47,B_noMTX_Trifluoperazine.RET2_EMP47,B_noMTX_noDrug.RET2_EMP47,T0_noMTX_noDrug.RET2_EMP47
209,1.0,8.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,2.0,4.0,4.0,1.0,2.0
210,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,5.0,0.0,3.0,0.0,3.0,0.0
226,2.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,2.0,2.0,6.0,1.0,1.0,13.0,6.0,3.0,1.0,1.0,1.0,8.0,1.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,4.0,2.0,1.0
240,0.0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,9.0,3.0,14.0,1.0
248,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,2.0,4.0,3.0
250,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0
252,0.0,0.0,1.0,2.0,2.0,23.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,45.0,2.0,10.0,0.0,32.0,0.0
253,2.0,1.0,0.0,0.0,0.0,1.0,14.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,6.0,2.0,1.0,0.0
254,1.0,1.0,2.0,2.0,0.0,18.0,12.0,6.0,15.0,13.0,0.0,0.0,3.0,0.0,0.0,27.0,17.0,32.0,21.0,18.0,1.0
257,1.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,14.0,1.0,5.0,4.0,4.0,1.0
258,8.0,6.0,3.0,2.0,8.0,11.0,5.0,3.0,8.0,7.0,8.0,1.0,7.0,9.0,7.0,21.0,3.0,15.0,10.0,12.0,1.0
27,12.0,0.0,41.0,6.0,4.0,289.0,0.0,357.0,153.0,248.0,6.0,0.0,51.0,3.0,0.0,507.0,0.0,287.0,152.0,650.0,1.0
270,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0
271,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,6.0,1.0,0.0,1.0,4.0,0.0,2.0,13.0,7.0,7.0,1.0,4.0,0.0
272,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
286,7.0,10.0,9.0,10.0,5.0,5.0,7.0,2.0,4.0,3.0,1.0,4.0,3.0,9.0,2.0,7.0,10.0,6.0,4.0,6.0,2.0
289,3.0,1.0,0.0,0.0,1.0,7.0,15.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,10.0,2.0,8.0,2.0,4.0,2.0
29,1.0,4.0,1.0,1.0,1.0,0.0,3.0,7.0,6.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,6.0,5.0,5.0,0.0
291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,0.0,2.0
294,3.0,2.0,4.0,1.0,1.0,5.0,9.0,4.0,2.0,1.0,1.0,11.0,5.0,0.0,0.0,5.0,18.0,1.0,2.0,4.0,1.0
296,1.0,0.0,0.0,0.0,0.0,46.0,18.0,17.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,63.0,37.0,97.0,10.0,72.0,5.0
299,1.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,3.0,10.0,6.0,3.0,4.0,0.0
307,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,2.0,0.0
308,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
311,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,6.0,5.0,1.0,3.0,0.0
312,15.0,15.0,5.0,5.0,8.0,5.0,2.0,0.0,3.0,2.0,4.0,0.0,6.0,5.0,9.0,4.0,0.0,5.0,1.0,7.0,1.0
32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
320,43.0,5.0,12.0,36.0,22.0,25.0,4.0,14.0,12.0,13.0,18.0,3.0,35.0,9.0,29.0,35.0,10.0,41.0,31.0,27.0,2.0
323,4.0,1.0,8.0,13.0,7.0,73.0,26.0,78.0,30.0,69.0,73.0,0.0,5.0,10.0,3.0,94.0,1.0,94.0,16.0,519.0,1.0
325,13.0,1.0,1.0,8.0,2.0,8.0,5.0,7.0,12.0,24.0,1.0,0.0,38.0,0.0,3.0,13.0,10.0,21.0,6.0,19.0,3.0
33,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,10.0,1.0,2.0,1.0
335,2.0,0.0,3.0,4.0,1.0,6.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,3.0,4.0,9.0,2.0,5.0,0.0
336,4.0,1.0,2.0,3.0,17.0,9.0,13.0,1.0,10.0,6.0,8.0,0.0,5.0,12.0,7.0,12.0,14.0,14.0,6.0,19.0,2.0
337,6.0,2.0,5.0,3.0,1.0,101.0,7.0,88.0,33.0,29.0,3.0,3.0,17.0,0.0,2.0,63.0,8.0,121.0,12.0,251.0,6.0
339,11.0,11.0,3.0,6.0,10.0,3.0,24.0,5.0,10.0,6.0,2.0,2.0,25.0,1.0,25.0,6.0,2.0,20.0,7.0,17.0,1.0
347,0.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,5.0,1.0,2.0,2.0
348,2.0,2.0,0.0,3.0,1.0,1.0,7.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,5.0,1.0,2.0,1.0
350,19.0,17.0,13.0,20.0,33.0,15.0,13.0,8.0,11.0,11.0,46.0,3.0,6.0,8.0,23.0,18.0,10.0,36.0,18.0,26.0,3.0
354,5.0,4.0,1.0,2.0,0.0,3.0,4.0,6.0,2.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,5.0,4.0,1.0,1.0
358,2.0,4.0,5.0,2.0,5.0,8.0,2.0,27.0,1.0,48.0,7.0,0.0,8.0,4.0,3.0,12.0,1.0,29.0,12.0,105.0,0.0
359,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
36,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0
375,37.0,1.0,5.0,11.0,4.0,8.0,4.0,4.0,2.0,4.0,8.0,1.0,14.0,5.0,8.0,11.0,2.0,14.0,5.0,7.0,0.0
383,1.0,0.0,1.0,0.0,0.0,14.0,1.0,8.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,30.0,3.0,23.0,7.0,4.0,5.0
385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
392,0.0,3.0,0.0,0.0,0.0,5.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,0.0,6.0,1.0,7.0,6.0,5.0,1.0
397,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,4.0,4.0,5.0,1.0,0.0
399,21.0,75.0,12.0,7.0,0.0,28.0,20.0,12.0,6.0,4.0,10.0,10.0,15.0,1.0,4.0,11.0,11.0,20.0,13.0,24.0,3.0
40,7.0,4.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,7.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0
400,18.0,0.0,16.0,68.0,38.0,10.0,2.0,5.0,1.0,9.0,27.0,0.0,23.0,134.0,20.0,38.0,6.0,22.0,14.0,5.0,3.0
406,2.0,0.0,2.0,2.0,0.0,23.0,99.0,37.0,26.0,21.0,1.0,0.0,8.0,0.0,0.0,46.0,51.0,76.0,36.0,34.0,5.0
408,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,2.0,3.0,0.0
409,41.0,47.0,1.0,9.0,8.0,18.0,16.0,2.0,12.0,8.0,21.0,38.0,0.0,6.0,6.0,22.0,5.0,16.0,23.0,6.0,2.0
40_2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
412,1.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,5.0,6.0,1.0
418,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
419,3.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,1.0,10.0,9.0,20.0,5.0,2.0,3.0
420,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,9.0,2.0,4.0,0.0
421,5.0,1.0,7.0,4.0,9.0,6.0,1.0,2.0,3.0,5.0,2.0,1.0,17.0,7.0,5.0,9.0,1.0,12.0,5.0,8.0,0.0
426,14.0,1.0,7.0,13.0,11.0,61.0,194.0,71.0,22.0,48.0,3.0,0.0,7.0,8.0,6.0,240.0,2.0,31.0,28.0,221.0,2.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
431,0.0,0.0,0.0,2.0,1.0,426.0,7.0,373.0,118.0,348.0,1.0,0.0,5.0,0.0,0.0,373.0,10.0,232.0,81.0,1071.0,0.0
433,7.0,3.0,6.0,1.0,1.0,7.0,8.0,5.0,2.0,7.0,1.0,0.0,4.0,0.0,8.0,6.0,5.0,11.0,2.0,12.0,2.0
434,15.0,5.0,9.0,9.0,4.0,9.0,4.0,4.0,1.0,6.0,4.0,1.0,12.0,5.0,14.0,13.0,2.0,21.0,7.0,16.0,0.0
437,3.0,6.0,5.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,6.0,2.0,2.0,4.0,3.0,4.0,0.0,3.0,2.0,3.0,1.0
438,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,1.0,1.0,2.0
439,2.0,4.0,0.0,0.0,0.0,8.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,8.0,5.0,3.0,4.0
43_ref1,2.0,4.0,0.0,2.0,0.0,0.0,106.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,152.0,2.0,5.0,4.0,20.0
43_ref2,0.0,1.0,0.0,5.0,3.0,11.0,7.0,12.0,34.0,12.0,9.0,0.0,3.0,0.0,3.0,6.0,1.0,26.0,41.0,42.0,29.0
442,14.0,14.0,7.0,8.0,5.0,2.0,1.0,2.0,3.0,4.0,13.0,1.0,4.0,1.0,17.0,4.0,5.0,10.0,4.0,3.0,0.0
444,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0
446,2.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,7.0,3.0,0.0,2.0
45,1.0,2.0,0.0,0.0,1.0,4.0,4.0,4.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,10.0,9.0,6.0,6.0,2.0
450,2.0,2.0,1.0,1.0,1.0,2.0,10.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,21.0,15.0,2.0,12.0,3.0
452,4.0,0.0,1.0,5.0,2.0,4.0,9.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,2.0,3.0,0.0
458,1.0,0.0,0.0,1.0,0.0,6.0,8.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,12.0,13.0,10.0,7.0,2.0
459,6.0,0.0,1.0,6.0,4.0,12.0,7.0,7.0,3.0,5.0,3.0,0.0,4.0,0.0,6.0,8.0,3.0,16.0,7.0,6.0,2.0
460,25.0,22.0,18.0,15.0,15.0,468.0,17.0,137.0,77.0,169.0,52.0,6.0,32.0,11.0,15.0,338.0,5.0,184.0,169.0,453.0,5.0
466,4.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,6.0,5.0,1.0,1.0
468,42.0,127.0,14.0,70.0,29.0,14.0,13.0,11.0,14.0,7.0,21.0,2.0,22.0,71.0,40.0,54.0,1.0,26.0,11.0,15.0,3.0
470,38.0,125.0,2.0,16.0,12.0,5.0,7.0,8.0,1.0,2.0,12.0,66.0,5.0,5.0,3.0,16.0,5.0,14.0,5.0,10.0,2.0
473,2.0,0.0,0.0,2.0,4.0,9.0,12.0,4.0,7.0,8.0,1.0,0.0,4.0,0.0,1.0,14.0,5.0,15.0,17.0,9.0,8.0
475,30.0,4.0,34.0,16.0,2.0,96.0,63.0,134.0,79.0,96.0,5.0,5.0,153.0,4.0,6.0,119.0,62.0,238.0,131.0,179.0,72.0
476,20.0,0.0,18.0,7.0,3.0,295.0,164.0,223.0,146.0,280.0,11.0,1.0,53.0,2.0,1.0,259.0,80.0,488.0,195.0,253.0,340.0
48,2.0,6.0,0.0,2.0,2.0,6.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0,0.0,8.0,2.0,4.0,2.0,3.0,1.0
485,10.0,12.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,5.0,3.0,3.0,1.0
486,8.0,3.0,15.0,10.0,6.0,11.0,14.0,8.0,4.0,14.0,3.0,1.0,14.0,20.0,1.0,22.0,3.0,23.0,7.0,13.0,1.0
491,13.0,3.0,16.0,20.0,17.0,8.0,4.0,6.0,8.0,7.0,5.0,0.0,16.0,21.0,17.0,9.0,3.0,12.0,8.0,9.0,5.0
493,0.0,3.0,6.0,7.0,3.0,2.0,3.0,4.0,1.0,5.0,2.0,0.0,3.0,4.0,1.0,12.0,0.0,9.0,5.0,5.0,3.0
495,6.0,0.0,4.0,5.0,0.0,21.0,9.0,27.0,25.0,17.0,0.0,0.0,42.0,0.0,0.0,48.0,8.0,44.0,24.0,27.0,5.0
50,5.0,4.0,7.0,4.0,5.0,4.0,7.0,2.0,5.0,2.0,3.0,34.0,19.0,2.0,11.0,5.0,0.0,9.0,6.0,3.0,0.0
503,1.0,6.0,3.0,1.0,0.0,8.0,4.0,2.0,5.0,5.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,3.0,7.0,4.0,1.0
507,0.0,1.0,0.0,2.0,0.0,9.0,3.0,3.0,12.0,7.0,1.0,1.0,2.0,0.0,0.0,10.0,1.0,10.0,8.0,22.0,3.0
508,14.0,89.0,5.0,19.0,3.0,11.0,2.0,10.0,10.0,8.0,0.0,0.0,16.0,2.0,7.0,16.0,3.0,22.0,7.0,14.0,1.0
52,2.0,0.0,2.0,2.0,0.0,66.0,19.0,21.0,9.0,29.0,0.0,1.0,3.0,0.0,0.0,39.0,7.0,25.0,6.0,159.0,0.0
520,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,2.0,2.0,1.0
521,3.0,3.0,4.0,2.0,1.0,16.0,10.0,17.0,11.0,10.0,2.0,0.0,11.0,0.0,3.0,18.0,13.0,33.0,11.0,26.0,8.0
522,8.0,2.0,3.0,6.0,4.0,128.0,4.0,66.0,9.0,60.0,3.0,1.0,11.0,0.0,8.0,84.0,3.0,196.0,32.0,227.0,3.0
523,337.0,56.0,143.0,181.0,148.0,68.0,41.0,94.0,65.0,84.0,94.0,224.0,347.0,83.0,186.0,92.0,45.0,146.0,89.0,112.0,20.0
524,7.0,13.0,8.0,6.0,7.0,43.0,23.0,15.0,13.0,38.0,13.0,2.0,8.0,9.0,3.0,43.0,32.0,17.0,11.0,45.0,3.0
525,109.0,4.0,46.0,53.0,38.0,43.0,12.0,37.0,29.0,16.0,147.0,1.0,47.0,62.0,55.0,62.0,43.0,44.0,62.0,28.0,8.0
531,3.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,9.0,1.0,7.0,0.0,8.0,2.0
532,7.0,9.0,1.0,6.0,0.0,3.0,4.0,2.0,1.0,0.0,7.0,7.0,4.0,1.0,6.0,8.0,2.0,7.0,0.0,5.0,0.0
535,47.0,51.0,9.0,44.0,38.0,24.0,30.0,21.0,14.0,18.0,68.0,14.0,17.0,26.0,30.0,40.0,20.0,30.0,36.0,28.0,6.0
538,50.0,11.0,17.0,68.0,37.0,55.0,41.0,48.0,97.0,40.0,44.0,8.0,65.0,28.0,46.0,55.0,22.0,66.0,33.0,413.0,8.0
539,60.0,94.0,47.0,73.0,26.0,17.0,13.0,18.0,9.0,26.0,24.0,42.0,87.0,38.0,54.0,22.0,11.0,70.0,15.0,46.0,5.0
540,500.0,92.0,36.0,192.0,190.0,70.0,41.0,45.0,41.0,37.0,164.0,17.0,70.0,291.0,188.0,122.0,36.0,114.0,38.0,69.0,24.0
541,13.0,14.0,7.0,25.0,18.0,18.0,30.0,9.0,23.0,8.0,23.0,2.0,4.0,3.0,14.0,37.0,17.0,13.0,10.0,92.0,3.0
543,9.0,12.0,1.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,3.0,3.0,5.0,6.0,4.0,2.0
