strain_id,A_MTX_5-FC.HUG1_ALO1,A_MTX_Fluconazole.HUG1_ALO1,A_MTX_Metformin.HUG1_ALO1,A_MTX_Trifluoperazine.HUG1_ALO1,A_MTX_noDrug.HUG1_ALO1,A_noMTX_5-FC.HUG1_ALO1,A_noMTX_Fluconazole.HUG1_ALO1,A_noMTX_Metformin.HUG1_ALO1,A_noMTX_Trifluoperazine.HUG1_ALO1,A_noMTX_noDrug.HUG1_ALO1,B_MTX_5-FC.HUG1_ALO1,B_MTX_Fluconazole.HUG1_ALO1,B_MTX_Metformin.HUG1_ALO1,B_MTX_Trifluoperazine.HUG1_ALO1,B_MTX_noDrug.HUG1_ALO1,B_noMTX_5-FC.HUG1_ALO1,B_noMTX_Fluconazole.HUG1_ALO1,B_noMTX_Metformin.HUG1_ALO1,B_noMTX_Trifluoperazine.HUG1_ALO1,B_noMTX_noDrug.HUG1_ALO1,T0_noMTX_noDrug.HUG1_ALO1
119,2.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,9.0,3.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0
124,267.0,20.0,366.0,4.0,639.0,69.0,12.0,48.0,12.0,66.0,285.0,315.0,1148.0,230.0,531.0,30.0,152.0,58.0,11.0,127.0,41.0
128,1.0,2.0,3.0,0.0,0.0,6718.0,279.0,813.0,396.0,674.0,3.0,2.0,4.0,0.0,0.0,1102.0,2300.0,585.0,1300.0,1489.0,286.0
132,1.0,2.0,3.0,0.0,0.0,1846.0,939.0,299.0,190.0,259.0,0.0,7.0,31.0,0.0,3.0,499.0,649.0,279.0,589.0,1006.0,78.0
133,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,5.0,3.0,8.0,0.0
136,0.0,1.0,0.0,0.0,1.0,105.0,5.0,26.0,11.0,52.0,1.0,1.0,1.0,1.0,1.0,13.0,292.0,30.0,65.0,105.0,18.0
14,67.0,18.0,421.0,66.0,354.0,747.0,18.0,355.0,97.0,136.0,484.0,14.0,1101.0,321.0,443.0,100.0,125.0,241.0,303.0,596.0,57.0
146,340.0,34.0,692.0,62.0,115.0,2302.0,365.0,516.0,305.0,385.0,313.0,22.0,2179.0,122.0,208.0,361.0,1588.0,390.0,430.0,1211.0,182.0
15,627.0,586.0,300.0,16.0,356.0,1076.0,287.0,212.0,177.0,296.0,1112.0,5.0,1021.0,162.0,318.0,224.0,44.0,188.0,149.0,775.0,101.0
151,5.0,0.0,2.0,2.0,1.0,35.0,3.0,10.0,1.0,17.0,0.0,1.0,16.0,0.0,1.0,6.0,15.0,18.0,14.0,34.0,27.0
153,2.0,0.0,2.0,0.0,0.0,226.0,550.0,109.0,27.0,108.0,0.0,0.0,9.0,1.0,0.0,34.0,956.0,97.0,21.0,186.0,84.0
17,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,4.0,9.0,0.0,3.0,1.0,3.0,0.0,2.0,4.0,2.0
171,34.0,1.0,10.0,10.0,46.0,19.0,155.0,15.0,18.0,5.0,65.0,0.0,104.0,16.0,15.0,8.0,18.0,43.0,27.0,46.0,48.0
175,2.0,0.0,2.0,0.0,0.0,328.0,16.0,68.0,13.0,125.0,0.0,0.0,12.0,1.0,0.0,50.0,6.0,129.0,99.0,363.0,47.0
180,1.0,0.0,2.0,0.0,0.0,60.0,0.0,10.0,4.0,16.0,0.0,0.0,21.0,0.0,0.0,14.0,260.0,30.0,16.0,40.0,33.0
180_2,3.0,3.0,3.0,0.0,0.0,136.0,115.0,85.0,34.0,110.0,1.0,2.0,23.0,1.0,4.0,39.0,35.0,86.0,40.0,142.0,126.0
185,14.0,3.0,7.0,1.0,7.0,22.0,2.0,5.0,4.0,5.0,19.0,2.0,77.0,7.0,15.0,9.0,4.0,6.0,12.0,19.0,3.0
187,1.0,0.0,2.0,0.0,1.0,1197.0,295.0,167.0,121.0,92.0,1.0,3.0,18.0,3.0,5.0,197.0,552.0,178.0,176.0,412.0,44.0
188,163.0,12.0,20.0,1.0,1.0,615.0,75.0,151.0,101.0,179.0,1.0,8.0,62.0,2.0,2.0,109.0,27.0,169.0,203.0,257.0,49.0
192,10.0,18.0,0.0,2.0,1.0,4.0,8.0,6.0,7.0,1.0,12.0,10.0,14.0,4.0,2.0,2.0,16.0,6.0,5.0,7.0,3.0
20,0.0,1.0,0.0,0.0,1.0,2.0,118.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,3.0,21.0,28.0,0.0,9.0,2.0
209,1.0,1.0,1.0,1.0,2.0,236.0,219.0,65.0,39.0,47.0,3.0,4.0,9.0,5.0,1.0,19.0,54.0,78.0,43.0,66.0,56.0
210,10.0,0.0,2.0,3.0,2.0,4.0,7.0,3.0,2.0,1.0,3.0,0.0,10.0,3.0,2.0,3.0,9.0,6.0,0.0,9.0,2.0
226,323.0,5.0,352.0,24.0,1135.0,716.0,179.0,121.0,189.0,153.0,1204.0,15.0,829.0,220.0,448.0,126.0,338.0,116.0,243.0,399.0,120.0
235,2.0,1.0,3.0,0.0,0.0,14.0,2.0,17.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,18.0,11.0,10.0,5.0
240,0.0,0.0,0.0,0.0,0.0,21.0,2.0,21.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,16.0,6.0,38.0,19.0
248,98.0,5.0,63.0,0.0,58.0,5.0,1.0,21.0,8.0,16.0,413.0,0.0,248.0,58.0,116.0,7.0,5.0,39.0,18.0,70.0,18.0
250,0.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,8.0,0.0,1.0,1.0,62.0,1.0,0.0,4.0,0.0
252,0.0,1.0,22.0,2.0,12.0,5.0,7.0,0.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,0.0,9.0,2.0,2.0,7.0,0.0
253,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,3.0,5.0,3.0,0.0
254,0.0,2.0,6.0,0.0,0.0,2869.0,557.0,760.0,279.0,601.0,4.0,1.0,17.0,1.0,2.0,732.0,2897.0,520.0,882.0,1529.0,147.0
257,2.0,1.0,0.0,0.0,0.0,19.0,17.0,36.0,8.0,18.0,1.0,2.0,19.0,0.0,1.0,2.0,13.0,22.0,20.0,43.0,48.0
258,58.0,34.0,68.0,14.0,13.0,531.0,10.0,126.0,26.0,115.0,187.0,2.0,293.0,18.0,22.0,107.0,173.0,135.0,133.0,291.0,102.0
27,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,4.0,1.0,3.0,0.0
270,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0
271,1.0,0.0,3.0,0.0,0.0,762.0,109.0,215.0,116.0,420.0,1.0,0.0,23.0,1.0,0.0,149.0,1519.0,142.0,112.0,612.0,122.0
272,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0
277,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0
286,143.0,126.0,633.0,50.0,90.0,523.0,0.0,181.0,12.0,127.0,555.0,889.0,1763.0,206.0,266.0,80.0,257.0,123.0,99.0,233.0,62.0
289,0.0,0.0,0.0,0.0,0.0,220.0,24.0,27.0,21.0,42.0,0.0,0.0,4.0,0.0,0.0,70.0,61.0,26.0,65.0,88.0,13.0
29,0.0,0.0,1.0,0.0,0.0,6.0,3.0,2.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,1.0,6.0,3.0
291,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,8.0,2.0,20.0,11.0
294,0.0,0.0,2.0,0.0,1.0,173.0,109.0,20.0,42.0,46.0,0.0,2.0,14.0,0.0,0.0,40.0,70.0,30.0,88.0,222.0,17.0
296,1.0,0.0,2.0,0.0,0.0,922.0,1890.0,203.0,25.0,294.0,1.0,3.0,18.0,0.0,0.0,160.0,1306.0,99.0,145.0,328.0,64.0
299,0.0,0.0,2.0,1.0,1.0,227.0,36.0,205.0,127.0,182.0,1.0,0.0,13.0,1.0,1.0,69.0,10.0,144.0,460.0,229.0,24.0
307,4.0,0.0,1.0,1.0,2.0,30.0,0.0,19.0,6.0,10.0,7.0,2.0,13.0,2.0,2.0,4.0,13.0,28.0,15.0,26.0,20.0
308,3.0,3.0,4.0,2.0,1.0,4.0,0.0,4.0,3.0,0.0,5.0,2.0,9.0,2.0,0.0,2.0,5.0,2.0,1.0,4.0,1.0
31,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,0.0,9.0,1.0,4.0,5.0,0.0
311,0.0,1.0,1.0,0.0,0.0,6.0,2.0,5.0,6.0,3.0,2.0,1.0,7.0,0.0,1.0,3.0,12.0,3.0,0.0,8.0,0.0
312,107.0,5.0,63.0,0.0,11.0,65.0,1.0,7.0,16.0,20.0,159.0,260.0,193.0,36.0,33.0,19.0,18.0,13.0,6.0,69.0,8.0
32,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,13.0,1.0,0.0,1.0,0.0
320,465.0,4.0,824.0,13.0,114.0,1060.0,17.0,270.0,72.0,243.0,982.0,142.0,2645.0,90.0,406.0,123.0,27.0,196.0,199.0,538.0,39.0
323,15.0,1.0,12.0,1.0,3.0,8.0,23.0,7.0,2.0,4.0,30.0,1.0,24.0,10.0,2.0,4.0,98.0,7.0,2.0,9.0,9.0
325,1.0,0.0,4.0,0.0,0.0,2480.0,1443.0,587.0,154.0,702.0,1.0,1.0,17.0,1.0,2.0,369.0,2742.0,660.0,467.0,1438.0,189.0
33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
335,139.0,0.0,98.0,3.0,28.0,214.0,31.0,58.0,48.0,72.0,402.0,0.0,442.0,50.0,123.0,38.0,27.0,50.0,21.0,83.0,43.0
336,107.0,0.0,36.0,2.0,53.0,414.0,58.0,68.0,12.0,32.0,368.0,1.0,245.0,44.0,181.0,90.0,19.0,50.0,142.0,181.0,36.0
337,2.0,1.0,4.0,0.0,0.0,1662.0,312.0,414.0,104.0,481.0,2.0,0.0,33.0,0.0,0.0,373.0,3984.0,464.0,288.0,1140.0,139.0
339,5.0,0.0,78.0,1.0,3.0,49.0,8.0,5.0,4.0,10.0,66.0,1.0,46.0,5.0,7.0,3.0,26.0,17.0,6.0,29.0,2.0
347,5.0,0.0,1.0,0.0,0.0,15.0,3.0,15.0,6.0,11.0,0.0,8.0,13.0,1.0,0.0,6.0,41.0,17.0,4.0,15.0,22.0
348,2.0,0.0,1.0,1.0,0.0,4.0,2.0,3.0,5.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,6.0,4.0,4.0,7.0
350,159.0,23.0,10.0,8.0,68.0,42.0,26.0,7.0,3.0,14.0,30.0,21.0,123.0,22.0,54.0,14.0,24.0,17.0,12.0,14.0,7.0
354,2.0,0.0,1.0,0.0,0.0,80.0,6.0,135.0,11.0,63.0,2.0,2.0,13.0,1.0,0.0,41.0,1044.0,98.0,58.0,184.0,38.0
358,267.0,15.0,175.0,0.0,125.0,128.0,90.0,63.0,2.0,56.0,210.0,1.0,587.0,66.0,106.0,43.0,119.0,24.0,49.0,138.0,23.0
359,2.0,5.0,0.0,6.0,12.0,2.0,1.0,0.0,0.0,0.0,6.0,6.0,8.0,4.0,7.0,1.0,11.0,2.0,0.0,5.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0
364,8.0,11.0,3.0,0.0,2.0,34.0,8.0,4.0,7.0,0.0,2.0,89.0,18.0,9.0,1.0,0.0,23.0,9.0,1.0,8.0,3.0
375,167.0,2.0,499.0,31.0,23.0,1613.0,411.0,264.0,184.0,214.0,1444.0,17.0,2853.0,92.0,103.0,309.0,97.0,252.0,342.0,370.0,87.0
383,2.0,9.0,1.0,0.0,3.0,372.0,38.0,170.0,20.0,145.0,6.0,15.0,13.0,1.0,0.0,66.0,254.0,98.0,125.0,133.0,50.0
385,3.0,16.0,2.0,1.0,1.0,3.0,2.0,0.0,3.0,0.0,8.0,19.0,3.0,2.0,1.0,1.0,12.0,1.0,2.0,3.0,0.0
392,2.0,32.0,0.0,2.0,1.0,1251.0,18.0,249.0,123.0,245.0,1.0,19.0,4.0,3.0,0.0,269.0,165.0,297.0,235.0,460.0,72.0
397,0.0,2.0,9.0,1.0,1.0,31.0,5.0,19.0,57.0,22.0,11.0,1.0,49.0,0.0,0.0,4.0,13.0,22.0,50.0,46.0,102.0
399,1.0,21.0,3.0,0.0,0.0,824.0,746.0,148.0,138.0,111.0,0.0,26.0,24.0,1.0,0.0,130.0,10861.0,296.0,156.0,195.0,26.0
40,7.0,1.0,2.0,10.0,30.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,8.0,2.0,12.0,1.0,2.0,1.0,1.0,0.0,0.0
400,924.0,5.0,675.0,15.0,212.0,1317.0,21.0,221.0,94.0,247.0,2303.0,94.0,2177.0,136.0,396.0,122.0,196.0,341.0,256.0,523.0,54.0
406,0.0,3.0,1.0,0.0,0.0,1169.0,84.0,647.0,125.0,490.0,1.0,3.0,35.0,1.0,1.0,140.0,961.0,287.0,263.0,713.0,66.0
408,1.0,0.0,3.0,0.0,0.0,615.0,82.0,246.0,84.0,279.0,1.0,0.0,11.0,0.0,0.0,71.0,50.0,171.0,163.0,463.0,85.0
409,73.0,8.0,5.0,15.0,32.0,29.0,13.0,7.0,24.0,8.0,95.0,6.0,6.0,27.0,26.0,10.0,44.0,9.0,6.0,14.0,6.0
40_2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
412,319.0,1.0,9.0,2.0,132.0,25.0,56.0,0.0,4.0,14.0,264.0,2.0,17.0,0.0,177.0,1.0,1816.0,3.0,8.0,7.0,2.0
418,0.0,3.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,45.0,1.0,2.0,11.0,2.0
419,2.0,2.0,6.0,0.0,0.0,963.0,192.0,256.0,81.0,425.0,3.0,7.0,31.0,0.0,0.0,170.0,837.0,252.0,174.0,701.0,68.0
420,0.0,1.0,0.0,0.0,1.0,7.0,5.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,9.0,8.0,5.0,16.0,4.0
421,47.0,8.0,12.0,2.0,3.0,18.0,13.0,12.0,6.0,12.0,138.0,2.0,88.0,16.0,3.0,8.0,29.0,15.0,6.0,25.0,12.0
426,16.0,4.0,6.0,2.0,4.0,31.0,380.0,25.0,4.0,20.0,11.0,1.0,47.0,10.0,4.0,5.0,1073.0,37.0,9.0,43.0,33.0
43,0.0,0.0,0.0,0.0,0.0,69.0,4.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0,7.0,16.0,33.0,6.0
431,1.0,0.0,8.0,0.0,1.0,597.0,182.0,340.0,115.0,456.0,1.0,2.0,28.0,0.0,1.0,258.0,641.0,392.0,398.0,1551.0,174.0
433,7.0,0.0,4.0,1.0,3.0,17.0,6.0,6.0,9.0,4.0,8.0,0.0,80.0,1.0,5.0,4.0,21.0,14.0,6.0,25.0,5.0
434,80.0,5.0,271.0,1.0,25.0,267.0,1.0,61.0,12.0,53.0,189.0,438.0,386.0,80.0,25.0,45.0,12.0,118.0,25.0,214.0,19.0
437,60.0,8.0,6.0,2.0,20.0,7.0,4.0,5.0,5.0,10.0,44.0,18.0,55.0,21.0,13.0,5.0,12.0,5.0,3.0,15.0,6.0
438,1.0,0.0,1.0,0.0,0.0,11.0,30.0,11.0,1.0,12.0,3.0,2.0,13.0,1.0,1.0,8.0,20.0,19.0,17.0,16.0,26.0
439,2.0,1.0,0.0,0.0,0.0,107.0,451.0,109.0,15.0,107.0,6.0,5.0,9.0,1.0,1.0,21.0,252.0,212.0,88.0,238.0,124.0
43_ref1,6.0,0.0,4.0,2.0,2.0,7.0,29.0,2.0,2.0,0.0,0.0,2.0,18.0,2.0,0.0,2.0,42.0,5.0,2.0,3.0,128.0
43_ref2,10.0,4.0,4.0,30.0,1.0,10.0,12.0,3.0,17.0,18.0,21.0,3.0,21.0,9.0,4.0,10.0,6.0,5.0,9.0,15.0,247.0
442,21.0,10.0,15.0,8.0,6.0,80.0,17.0,15.0,8.0,15.0,19.0,12.0,87.0,9.0,4.0,13.0,42.0,25.0,21.0,68.0,31.0
444,2.0,2.0,1.0,0.0,0.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,8.0,2.0,1.0,7.0,0.0
446,2.0,1.0,2.0,1.0,0.0,7.0,438.0,9.0,0.0,7.0,13.0,1.0,23.0,1.0,0.0,4.0,4.0,15.0,5.0,27.0,21.0
45,0.0,2.0,0.0,1.0,0.0,13.0,2.0,6.0,8.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,8.0,5.0,10.0,6.0,2.0
450,2.0,2.0,2.0,1.0,1.0,275.0,12.0,175.0,39.0,144.0,5.0,3.0,30.0,2.0,1.0,57.0,76.0,105.0,64.0,223.0,44.0
452,7.0,0.0,1.0,0.0,1.0,10.0,19.0,5.0,1.0,1.0,2.0,0.0,7.0,1.0,3.0,2.0,175.0,3.0,3.0,16.0,3.0
458,0.0,0.0,3.0,0.0,0.0,418.0,14.0,156.0,60.0,232.0,0.0,0.0,17.0,0.0,2.0,76.0,81.0,88.0,128.0,481.0,117.0
459,15.0,4.0,52.0,0.0,3.0,11.0,28.0,41.0,11.0,23.0,51.0,1.0,525.0,4.0,6.0,10.0,35.0,35.0,17.0,67.0,42.0
460,216.0,836.0,288.0,10.0,220.0,1291.0,76.0,270.0,74.0,249.0,359.0,2009.0,840.0,146.0,163.0,303.0,1170.0,195.0,155.0,545.0,111.0
466,9.0,2.0,3.0,0.0,1.0,18.0,0.0,3.0,10.0,0.0,8.0,1.0,23.0,4.0,4.0,4.0,19.0,4.0,4.0,8.0,2.0
468,218.0,7.0,129.0,45.0,240.0,717.0,48.0,80.0,136.0,113.0,277.0,9.0,380.0,389.0,168.0,142.0,21.0,102.0,172.0,143.0,64.0
470,17.0,142.0,6.0,0.0,11.0,17.0,9.0,10.0,9.0,3.0,17.0,106.0,27.0,8.0,11.0,3.0,23.0,10.0,6.0,29.0,6.0
473,5.0,4.0,1.0,3.0,1.0,254.0,379.0,133.0,27.0,157.0,0.0,7.0,43.0,5.0,1.0,53.0,132.0,120.0,43.0,226.0,92.0
475,3.0,8.0,32.0,1.0,2.0,2941.0,2476.0,2653.0,464.0,1492.0,9.0,39.0,140.0,2.0,1.0,680.0,2928.0,2000.0,1305.0,2971.0,625.0
476,0.0,1.0,8.0,0.0,0.0,2404.0,712.0,2648.0,820.0,1750.0,5.0,1.0,63.0,0.0,1.0,422.0,3669.0,3375.0,1704.0,4472.0,3387.0
48,5.0,5.0,1.0,0.0,2.0,154.0,23.0,43.0,13.0,40.0,1.0,5.0,7.0,3.0,1.0,30.0,17.0,33.0,21.0,62.0,11.0
485,50.0,8.0,41.0,1.0,8.0,379.0,2.0,45.0,1.0,40.0,45.0,14.0,438.0,3.0,17.0,34.0,6.0,187.0,26.0,72.0,20.0
486,115.0,34.0,419.0,7.0,36.0,251.0,37.0,104.0,79.0,111.0,166.0,11.0,1842.0,43.0,42.0,51.0,98.0,173.0,140.0,276.0,47.0
491,333.0,2.0,919.0,6.0,144.0,472.0,250.0,171.0,65.0,204.0,741.0,1.0,3686.0,181.0,259.0,126.0,50.0,181.0,216.0,411.0,69.0
493,26.0,5.0,42.0,6.0,11.0,142.0,21.0,77.0,21.0,62.0,56.0,10.0,152.0,26.0,3.0,47.0,130.0,45.0,45.0,135.0,34.0
495,8.0,1.0,30.0,1.0,46.0,805.0,26.0,184.0,70.0,262.0,36.0,1.0,395.0,20.0,30.0,114.0,350.0,255.0,117.0,448.0,125.0
50,25.0,8.0,4.0,2.0,3.0,5.0,8.0,3.0,9.0,137.0,2.0,14.0,22.0,0.0,5.0,79.0,8.0,333.0,0.0,8.0,44.0
503,4.0,0.0,5.0,0.0,1.0,909.0,271.0,111.0,120.0,137.0,0.0,1.0,15.0,1.0,1.0,46.0,460.0,83.0,226.0,479.0,53.0
507,1.0,0.0,1.0,0.0,1.0,385.0,7.0,55.0,115.0,130.0,4.0,10.0,17.0,0.0,2.0,128.0,209.0,60.0,127.0,302.0,64.0
508,0.0,11.0,3.0,3.0,0.0,7.0,6.0,2.0,13.0,3.0,3.0,7.0,9.0,1.0,0.0,4.0,26.0,7.0,9.0,16.0,3.0
52,1.0,0.0,4.0,0.0,2.0,295.0,315.0,188.0,30.0,175.0,5.0,4.0,15.0,2.0,2.0,120.0,2145.0,186.0,69.0,451.0,108.0
520,3.0,0.0,4.0,2.0,0.0,10.0,7.0,5.0,5.0,1.0,5.0,0.0,5.0,2.0,0.0,5.0,10.0,4.0,2.0,14.0,4.0
521,6.0,1.0,5.0,0.0,0.0,36.0,23.0,29.0,61.0,75.0,7.0,1.0,9.0,2.0,0.0,10.0,84.0,44.0,23.0,62.0,26.0
522,16.0,6.0,9.0,3.0,2.0,2141.0,811.0,1124.0,294.0,865.0,26.0,15.0,56.0,5.0,4.0,361.0,2644.0,1023.0,511.0,1834.0,212.0
523,1506.0,462.0,1283.0,64.0,807.0,1852.0,2292.0,480.0,257.0,744.0,2512.0,1439.0,6135.0,460.0,601.0,327.0,3126.0,557.0,402.0,1118.0,138.0
524,561.0,194.0,138.0,6.0,180.0,828.0,80.0,76.0,62.0,87.0,838.0,1226.0,184.0,47.0,137.0,140.0,865.0,90.0,179.0,667.0,73.0
525,1390.0,81.0,1520.0,12.0,373.0,3661.0,458.0,877.0,355.0,481.0,2417.0,17.0,4529.0,173.0,440.0,539.0,4320.0,477.0,607.0,798.0,90.0
531,7.0,10.0,9.0,2.0,6.0,60.0,0.0,16.0,1.0,31.0,14.0,12.0,36.0,4.0,6.0,8.0,11.0,25.0,8.0,36.0,9.0
532,9.0,8.0,2.0,2.0,4.0,6.0,3.0,2.0,4.0,0.0,9.0,24.0,24.0,3.0,7.0,1.0,9.0,2.0,3.0,15.0,0.0
535,2028.0,4131.0,422.0,28.0,1689.0,381.0,251.0,214.0,143.0,350.0,5073.0,4961.0,2621.0,281.0,1222.0,83.0,474.0,310.0,157.0,421.0,235.0
538,181.0,19.0,52.0,19.0,209.0,112.0,144.0,53.0,35.0,72.0,236.0,32.0,235.0,49.0,151.0,19.0,312.0,110.0,36.0,113.0,47.0
539,606.0,67.0,1522.0,32.0,351.0,667.0,186.0,340.0,113.0,350.0,933.0,278.0,7786.0,359.0,741.0,74.0,406.0,342.0,151.0,691.0,141.0
540,3243.0,1383.0,1065.0,169.0,2133.0,9310.0,935.0,730.0,786.0,744.0,7264.0,3232.0,2081.0,1601.0,2252.0,1310.0,8112.0,902.0,1479.0,2905.0,328.0
