strain_id,A_MTX_5-FC.ERG11_ACF2,A_MTX_Fluconazole.ERG11_ACF2,A_MTX_Metformin.ERG11_ACF2,A_MTX_Trifluoperazine.ERG11_ACF2,A_MTX_noDrug.ERG11_ACF2,A_noMTX_5-FC.ERG11_ACF2,A_noMTX_Fluconazole.ERG11_ACF2,A_noMTX_Metformin.ERG11_ACF2,A_noMTX_Trifluoperazine.ERG11_ACF2,A_noMTX_noDrug.ERG11_ACF2,B_MTX_5-FC.ERG11_ACF2,B_MTX_Fluconazole.ERG11_ACF2,B_MTX_Metformin.ERG11_ACF2,B_MTX_Trifluoperazine.ERG11_ACF2,B_MTX_noDrug.ERG11_ACF2,B_noMTX_5-FC.ERG11_ACF2,B_noMTX_Fluconazole.ERG11_ACF2,B_noMTX_Metformin.ERG11_ACF2,B_noMTX_Trifluoperazine.ERG11_ACF2,B_noMTX_noDrug.ERG11_ACF2,T0_noMTX_noDrug.ERG11_ACF2
153,0.0,0.0,2.0,0.0,0.0,67.0,8.0,95.0,5.0,148.0,0.0,0.0,5.0,0.0,0.0,55.0,20.0,93.0,77.0,8.0,139.0
17,2.0,1.0,2.0,12.0,0.0,0.0,1.0,8.0,0.0,3.0,1.0,4.0,12.0,3.0,2.0,1.0,3.0,6.0,20.0,0.0,5.0
171,35.0,138.0,41.0,195.0,171.0,39.0,139.0,114.0,4.0,56.0,112.0,0.0,151.0,28.0,6.0,24.0,1742.0,404.0,113.0,5.0,74.0
175,2.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,8.0,7.0,3.0,4.0
180,3.0,4.0,5.0,0.0,0.0,89.0,7.0,316.0,6.0,124.0,4.0,2.0,18.0,0.0,0.0,69.0,21.0,263.0,161.0,20.0,276.0
180_2,0.0,9.0,15.0,0.0,1.0,247.0,12.0,544.0,20.0,197.0,13.0,1.0,11.0,0.0,0.0,130.0,10.0,368.0,333.0,57.0,459.0
185,8.0,8.0,26.0,29.0,17.0,11.0,1.0,27.0,1.0,10.0,13.0,8.0,52.0,27.0,7.0,2.0,14.0,21.0,22.0,1.0,2.0
187,1.0,1.0,3.0,2.0,2.0,6.0,4.0,146.0,5.0,33.0,1.0,0.0,11.0,0.0,0.0,5.0,7.0,64.0,38.0,5.0,17.0
188,2.0,7.0,3.0,2.0,1.0,117.0,2.0,250.0,8.0,74.0,3.0,10.0,9.0,1.0,2.0,80.0,0.0,202.0,279.0,10.0,60.0
192,4.0,35.0,1.0,14.0,4.0,10.0,72.0,26.0,5.0,5.0,7.0,16.0,33.0,7.0,3.0,7.0,91.0,35.0,38.0,7.0,18.0
20,0.0,0.0,0.0,0.0,0.0,15.0,1.0,23.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,359.0,81.0,9.0,1.0,15.0
209,0.0,0.0,4.0,8.0,1.0,63.0,8.0,191.0,4.0,59.0,2.0,1.0,7.0,2.0,0.0,46.0,3.0,190.0,207.0,15.0,106.0
210,6.0,0.0,9.0,6.0,2.0,11.0,9.0,38.0,2.0,16.0,6.0,0.0,22.0,3.0,1.0,7.0,5.0,26.0,34.0,6.0,13.0
226,34.0,0.0,46.0,27.0,14.0,31.0,4.0,136.0,5.0,73.0,142.0,13.0,174.0,19.0,13.0,26.0,6.0,60.0,163.0,10.0,87.0
235,0.0,1.0,2.0,1.0,1.0,1.0,5.0,35.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,6.0,19.0,0.0,8.0
240,2.0,1.0,3.0,0.0,0.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,7.0,1.0,2.0
248,11.0,0.0,16.0,16.0,2.0,4.0,0.0,66.0,2.0,62.0,30.0,5.0,29.0,1.0,1.0,6.0,1.0,62.0,28.0,4.0,14.0
250,2.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0
252,24.0,4.0,0.0,37.0,161.0,1.0,17.0,9.0,1.0,3.0,26.0,0.0,12.0,40.0,22.0,0.0,22.0,13.0,9.0,0.0,0.0
253,0.0,3.0,51.0,9.0,1.0,49.0,0.0,177.0,1.0,46.0,30.0,2.0,126.0,9.0,0.0,75.0,410.0,199.0,177.0,19.0,68.0
254,1.0,0.0,3.0,13.0,0.0,166.0,34.0,336.0,4.0,169.0,0.0,0.0,13.0,0.0,1.0,109.0,135.0,291.0,318.0,46.0,92.0
257,0.0,2.0,1.0,1.0,1.0,1.0,10.0,11.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,10.0,14.0,1.0,0.0
258,8.0,0.0,8.0,6.0,19.0,38.0,3.0,104.0,3.0,71.0,8.0,0.0,66.0,2.0,1.0,59.0,2.0,55.0,38.0,12.0,39.0
27,13.0,0.0,37.0,3.0,1.0,16.0,2.0,64.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,6.0,0.0,18.0,12.0,6.0,13.0
270,0.0,0.0,2.0,0.0,0.0,20.0,20.0,30.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,40.0,3.0,0.0,12.0
271,0.0,0.0,1.0,0.0,0.0,160.0,34.0,204.0,0.0,214.0,0.0,1.0,8.0,0.0,0.0,123.0,4.0,196.0,110.0,30.0,100.0
272,0.0,0.0,1.0,0.0,6.0,126.0,2.0,146.0,1.0,44.0,1.0,0.0,2.0,0.0,0.0,36.0,0.0,127.0,195.0,5.0,50.0
277,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
286,3.0,4.0,14.0,11.0,54.0,18.0,0.0,93.0,0.0,60.0,35.0,3.0,71.0,51.0,5.0,15.0,0.0,18.0,74.0,2.0,21.0
289,1.0,2.0,1.0,0.0,0.0,109.0,6.0,98.0,15.0,43.0,1.0,0.0,0.0,0.0,0.0,36.0,2.0,134.0,113.0,16.0,67.0
29,1.0,0.0,8.0,1.0,1.0,99.0,0.0,197.0,6.0,90.0,1.0,1.0,9.0,0.0,0.0,66.0,1.0,289.0,353.0,20.0,181.0
291,0.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,2.0,0.0,1.0
294,4.0,3.0,2.0,3.0,0.0,78.0,474.0,73.0,6.0,156.0,3.0,2.0,5.0,0.0,0.0,34.0,17.0,69.0,119.0,18.0,37.0
296,0.0,1.0,0.0,0.0,0.0,95.0,13.0,234.0,2.0,103.0,0.0,0.0,1.0,0.0,0.0,76.0,511.0,332.0,153.0,30.0,58.0
299,0.0,0.0,2.0,1.0,0.0,40.0,6.0,21.0,5.0,27.0,0.0,0.0,13.0,0.0,0.0,8.0,11.0,9.0,26.0,8.0,7.0
307,5.0,0.0,1.0,7.0,6.0,6.0,0.0,85.0,3.0,10.0,5.0,0.0,4.0,1.0,0.0,21.0,2.0,65.0,29.0,7.0,29.0
308,3.0,0.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,3.0,4.0,0.0,9.0,2.0,0.0,1.0,0.0,2.0,8.0,1.0,0.0
31,14.0,0.0,87.0,2.0,1.0,13.0,0.0,16.0,2.0,9.0,11.0,0.0,53.0,294.0,0.0,7.0,0.0,52.0,1.0,2.0,9.0
311,0.0,0.0,2.0,1.0,0.0,6.0,5.0,7.0,1.0,6.0,1.0,0.0,3.0,1.0,0.0,1.0,3.0,14.0,12.0,2.0,1.0
312,422.0,0.0,877.0,212.0,209.0,338.0,348.0,508.0,4.0,444.0,226.0,1.0,635.0,120.0,38.0,197.0,0.0,274.0,276.0,38.0,107.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0
320,215.0,24.0,1077.0,66.0,95.0,361.0,318.0,1460.0,31.0,462.0,82.0,0.0,3024.0,48.0,41.0,246.0,21.0,1134.0,1112.0,102.0,79.0
323,33.0,7.0,8.0,13.0,12.0,42.0,69.0,103.0,4.0,5.0,20.0,16.0,19.0,5.0,1.0,13.0,21.0,97.0,139.0,4.0,40.0
325,0.0,2.0,1.0,2.0,2.0,309.0,6.0,664.0,9.0,335.0,0.0,5.0,7.0,1.0,1.0,307.0,4522.0,1486.0,483.0,79.0,200.0
33,0.0,0.0,3.0,3.0,0.0,3.0,1.0,15.0,3.0,14.0,0.0,0.0,4.0,0.0,0.0,7.0,4.0,5.0,20.0,1.0,19.0
335,2.0,3.0,2.0,2.0,0.0,9.0,4.0,6.0,7.0,1.0,4.0,0.0,13.0,3.0,2.0,0.0,5.0,5.0,9.0,6.0,7.0
336,7.0,0.0,4.0,1.0,0.0,20.0,15.0,53.0,4.0,37.0,7.0,0.0,162.0,4.0,8.0,29.0,3.0,11.0,115.0,2.0,49.0
337,0.0,4.0,8.0,2.0,0.0,614.0,58.0,1242.0,9.0,602.0,1.0,7.0,21.0,0.0,0.0,488.0,29.0,904.0,494.0,97.0,326.0
339,51.0,1.0,170.0,38.0,111.0,72.0,9.0,239.0,0.0,149.0,32.0,0.0,641.0,146.0,29.0,64.0,17.0,182.0,29.0,14.0,42.0
347,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,6.0,1.0,6.0,8.0,4.0,5.0
348,3.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,12.0,1.0,2.0,0.0,2.0,4.0,1.0,2.0,5.0,0.0,3.0
350,161.0,7.0,159.0,43.0,72.0,29.0,5.0,111.0,10.0,51.0,277.0,9.0,109.0,51.0,40.0,41.0,7.0,89.0,82.0,14.0,27.0
354,1.0,0.0,1.0,1.0,0.0,58.0,2.0,152.0,6.0,38.0,2.0,2.0,7.0,1.0,0.0,54.0,4.0,86.0,50.0,12.0,45.0
358,4.0,0.0,1.0,6.0,3.0,2.0,3.0,4.0,2.0,0.0,9.0,0.0,5.0,3.0,1.0,1.0,10.0,8.0,8.0,4.0,0.0
359,26.0,5.0,2.0,9.0,19.0,2.0,3.0,6.0,0.0,0.0,22.0,9.0,22.0,9.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0
36,2.0,4.0,1.0,1.0,2.0,0.0,8.0,7.0,0.0,3.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0,5.0,7.0,1.0,0.0
364,0.0,21.0,6.0,2.0,1.0,1.0,178.0,3.0,0.0,0.0,2.0,17.0,3.0,0.0,0.0,8.0,1012.0,224.0,97.0,0.0,4.0
375,65.0,0.0,391.0,21.0,9.0,190.0,2.0,306.0,6.0,101.0,51.0,1.0,381.0,14.0,8.0,113.0,2.0,236.0,298.0,20.0,129.0
383,0.0,4.0,2.0,0.0,6.0,246.0,2.0,204.0,2.0,56.0,4.0,2.0,2.0,1.0,1.0,52.0,1.0,195.0,208.0,14.0,53.0
385,0.0,3.0,1.0,3.0,10.0,1.0,3.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,0.0,0.0,6.0,2.0,7.0,0.0,1.0
392,0.0,3.0,2.0,10.0,1.0,123.0,43.0,232.0,14.0,81.0,4.0,6.0,6.0,1.0,1.0,94.0,10.0,350.0,270.0,38.0,102.0
397,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,13.0,12.0,3.0,16.0
399,0.0,231.0,3.0,0.0,0.0,1124.0,698.0,836.0,14.0,561.0,1.0,191.0,9.0,1.0,1.0,480.0,353.0,945.0,800.0,103.0,221.0
40,11.0,0.0,0.0,5.0,18.0,4.0,1.0,2.0,0.0,8.0,15.0,2.0,10.0,3.0,2.0,0.0,0.0,13.0,8.0,0.0,12.0
400,120.0,5.0,275.0,102.0,28.0,200.0,22.0,210.0,7.0,158.0,127.0,4.0,425.0,89.0,16.0,106.0,3.0,221.0,246.0,13.0,155.0
406,0.0,5.0,1.0,1.0,0.0,66.0,11.0,646.0,11.0,105.0,2.0,0.0,9.0,0.0,0.0,69.0,13.0,286.0,288.0,35.0,61.0
408,0.0,0.0,1.0,0.0,0.0,4.0,3.0,10.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,7.0,4.0,5.0,9.0
409,923.0,18.0,207.0,34.0,43.0,129.0,29.0,177.0,14.0,93.0,525.0,2.0,119.0,34.0,61.0,79.0,4.0,125.0,424.0,39.0,148.0
40_2,2.0,0.0,0.0,1.0,11.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0
412,17.0,0.0,0.0,6.0,15.0,4.0,26.0,4.0,3.0,1.0,11.0,1.0,11.0,12.0,2.0,3.0,35.0,1.0,6.0,1.0,10.0
418,0.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,1.0
419,0.0,1.0,3.0,0.0,2.0,70.0,3.0,90.0,6.0,60.0,2.0,0.0,9.0,0.0,1.0,32.0,5.0,85.0,185.0,12.0,49.0
420,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,7.0,1.0,8.0
421,198.0,2.0,178.0,181.0,129.0,154.0,64.0,248.0,6.0,107.0,142.0,30.0,189.0,115.0,41.0,185.0,1470.0,550.0,461.0,23.0,167.0
426,6.0,12.0,7.0,23.0,6.0,7.0,48.0,24.0,5.0,16.0,14.0,8.0,35.0,15.0,1.0,5.0,65.0,31.0,20.0,3.0,3.0
43,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
431,0.0,0.0,2.0,0.0,0.0,83.0,9.0,275.0,4.0,83.0,2.0,1.0,7.0,0.0,0.0,23.0,6.0,155.0,81.0,6.0,105.0
433,5.0,1.0,10.0,23.0,8.0,4.0,10.0,34.0,2.0,24.0,13.0,1.0,92.0,3.0,2.0,11.0,3.0,37.0,22.0,5.0,21.0
434,187.0,1.0,1490.0,173.0,276.0,472.0,3.0,1767.0,6.0,1168.0,173.0,4.0,2906.0,155.0,60.0,427.0,53.0,1212.0,599.0,83.0,191.0
437,19.0,5.0,12.0,24.0,19.0,12.0,3.0,21.0,4.0,3.0,24.0,5.0,42.0,23.0,5.0,2.0,7.0,22.0,29.0,2.0,2.0
438,0.0,1.0,1.0,1.0,0.0,9.0,18.0,9.0,4.0,0.0,5.0,0.0,2.0,2.0,0.0,7.0,8.0,1.0,8.0,1.0,26.0
439,2.0,64.0,1.0,0.0,0.0,4.0,2922.0,28.0,8.0,7.0,4.0,20.0,6.0,1.0,1.0,15.0,7001.0,1586.0,33.0,10.0,53.0
43_ref1,6.0,0.0,1.0,1.0,0.0,3.0,30.0,4.0,3.0,3.0,1.0,0.0,6.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,914.0
43_ref2,6.0,3.0,6.0,9.0,1.0,45.0,2.0,28.0,9.0,17.0,6.0,0.0,25.0,6.0,0.0,18.0,0.0,22.0,20.0,5.0,1547.0
442,11.0,0.0,6.0,59.0,11.0,9.0,6.0,37.0,7.0,12.0,19.0,1.0,94.0,19.0,5.0,8.0,14.0,32.0,32.0,3.0,3.0
444,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0
446,2.0,8.0,3.0,1.0,0.0,21.0,5.0,145.0,13.0,51.0,1.0,3.0,6.0,0.0,0.0,18.0,16.0,156.0,35.0,12.0,74.0
45,0.0,0.0,1.0,0.0,0.0,6.0,4.0,18.0,6.0,5.0,1.0,2.0,5.0,2.0,0.0,2.0,1.0,13.0,22.0,0.0,5.0
450,3.0,7.0,5.0,0.0,1.0,51.0,7.0,104.0,2.0,85.0,1.0,5.0,4.0,4.0,0.0,52.0,12.0,108.0,130.0,17.0,53.0
452,0.0,4.0,0.0,3.0,1.0,1.0,39.0,16.0,2.0,9.0,3.0,0.0,7.0,1.0,2.0,5.0,43.0,19.0,18.0,4.0,6.0
458,1.0,1.0,0.0,0.0,1.0,24.0,3.0,24.0,8.0,39.0,0.0,1.0,4.0,1.0,0.0,8.0,2.0,53.0,29.0,10.0,19.0
459,20.0,2.0,140.0,1.0,4.0,32.0,7.0,161.0,8.0,19.0,10.0,2.0,309.0,4.0,2.0,31.0,3.0,87.0,66.0,18.0,55.0
460,56.0,44.0,100.0,21.0,14.0,126.0,6.0,292.0,12.0,191.0,37.0,31.0,197.0,26.0,31.0,102.0,11.0,210.0,202.0,32.0,86.0
466,10.0,0.0,0.0,5.0,2.0,15.0,2.0,10.0,4.0,4.0,10.0,0.0,9.0,9.0,7.0,2.0,4.0,6.0,16.0,0.0,8.0
468,754.0,0.0,1243.0,1352.0,959.0,1266.0,721.0,1395.0,25.0,886.0,497.0,0.0,1871.0,1783.0,389.0,936.0,33.0,1622.0,1537.0,182.0,286.0
470,282.0,10.0,263.0,13.0,15.0,34.0,14.0,94.0,6.0,39.0,175.0,10.0,140.0,64.0,31.0,30.0,22.0,47.0,83.0,6.0,88.0
473,2.0,6.0,6.0,10.0,0.0,24.0,27.0,78.0,2.0,22.0,4.0,1.0,35.0,1.0,2.0,12.0,4.0,45.0,49.0,14.0,47.0
475,2.0,7.0,206.0,7.0,2.0,1635.0,16150.0,10566.0,165.0,3216.0,13.0,9.0,227.0,2.0,1.0,1601.0,1225.0,9215.0,6821.0,569.0,1591.0
476,0.0,15.0,17.0,1.0,0.0,525.0,49.0,2195.0,104.0,953.0,3.0,2.0,71.0,1.0,1.0,395.0,54.0,3236.0,3346.0,217.0,2048.0
48,6.0,6.0,4.0,8.0,3.0,26.0,3.0,28.0,13.0,15.0,8.0,2.0,19.0,1.0,1.0,20.0,4.0,23.0,48.0,9.0,26.0
485,75.0,3.0,198.0,20.0,12.0,118.0,5.0,132.0,0.0,60.0,73.0,1.0,169.0,2.0,4.0,101.0,0.0,138.0,92.0,14.0,55.0
486,3.0,4.0,8.0,1.0,2.0,20.0,19.0,40.0,3.0,36.0,9.0,2.0,36.0,5.0,2.0,14.0,6.0,36.0,33.0,6.0,27.0
491,64.0,2.0,498.0,154.0,52.0,82.0,18.0,133.0,8.0,124.0,105.0,0.0,443.0,80.0,25.0,57.0,83.0,120.0,127.0,23.0,101.0
493,13.0,2.0,38.0,2.0,3.0,32.0,8.0,126.0,7.0,40.0,6.0,1.0,44.0,6.0,2.0,37.0,31.0,98.0,58.0,7.0,82.0
495,2.0,0.0,4.0,1.0,0.0,323.0,14.0,264.0,20.0,207.0,7.0,1.0,38.0,1.0,0.0,130.0,7.0,392.0,238.0,42.0,119.0
50,3.0,0.0,43.0,33.0,10.0,14.0,4.0,47.0,2.0,14.0,4.0,2.0,186.0,9.0,3.0,11.0,4.0,27.0,48.0,3.0,41.0
503,0.0,0.0,0.0,1.0,2.0,23.0,5.0,34.0,2.0,26.0,1.0,0.0,4.0,0.0,0.0,14.0,3.0,33.0,161.0,9.0,29.0
507,0.0,0.0,0.0,1.0,0.0,33.0,8.0,24.0,5.0,8.0,0.0,0.0,2.0,0.0,0.0,23.0,3.0,23.0,13.0,4.0,46.0
508,0.0,3.0,5.0,2.0,1.0,841.0,5.0,910.0,7.0,688.0,1.0,1.0,22.0,1.0,0.0,474.0,7.0,968.0,1281.0,73.0,415.0
52,2.0,16.0,5.0,0.0,1.0,10.0,1.0,37.0,0.0,123.0,1.0,0.0,7.0,0.0,1.0,15.0,8.0,62.0,66.0,5.0,16.0
520,1.0,0.0,4.0,1.0,2.0,8.0,1.0,19.0,0.0,3.0,3.0,1.0,6.0,0.0,0.0,4.0,1.0,15.0,21.0,0.0,6.0
521,5.0,11.0,330.0,4.0,4.0,871.0,10.0,2526.0,78.0,2564.0,5.0,0.0,31.0,3.0,2.0,573.0,3.0,3649.0,2145.0,345.0,182.0
522,6.0,5.0,19.0,8.0,4.0,85.0,861.0,401.0,15.0,69.0,18.0,4.0,52.0,2.0,3.0,89.0,19.0,218.0,198.0,41.0,50.0
523,3002.0,7199.0,16120.0,2276.0,3170.0,3907.0,2521.0,12582.0,97.0,5786.0,2551.0,80.0,17678.0,3150.0,2593.0,3509.0,2202.0,9749.0,9409.0,1169.0,986.0
524,116.0,15.0,37.0,13.0,16.0,83.0,855.0,422.0,14.0,169.0,77.0,11.0,272.0,11.0,9.0,58.0,17.0,262.0,272.0,15.0,104.0
525,271.0,4.0,539.0,81.0,45.0,352.0,75.0,629.0,17.0,235.0,285.0,4.0,1385.0,195.0,56.0,219.0,31.0,440.0,420.0,30.0,126.0
531,1.0,1.0,4.0,7.0,4.0,22.0,4.0,19.0,2.0,54.0,6.0,3.0,19.0,2.0,1.0,23.0,3.0,68.0,69.0,6.0,57.0
532,3.0,2.0,5.0,12.0,3.0,3.0,3.0,17.0,2.0,2.0,6.0,3.0,27.0,2.0,1.0,3.0,2.0,10.0,24.0,1.0,2.0
535,2397.0,139.0,1640.0,202.0,463.0,612.0,680.0,1093.0,33.0,437.0,1538.0,39.0,1245.0,491.0,224.0,561.0,20.0,956.0,1952.0,105.0,801.0
538,339.0,9.0,1110.0,755.0,349.0,638.0,788.0,985.0,38.0,698.0,270.0,16.0,1639.0,1067.0,92.0,463.0,65.0,1317.0,1411.0,109.0,215.0
539,488.0,151.0,2900.0,443.0,933.0,435.0,26.0,1263.0,30.0,926.0,638.0,9082.0,4731.0,715.0,151.0,363.0,160.0,1420.0,833.0,154.0,359.0
540,1209.0,45.0,401.0,814.0,335.0,659.0,1701.0,1112.0,32.0,771.0,851.0,573.0,1248.0,1115.0,320.0,368.0,269.0,989.0,1074.0,105.0,380.0
