strain_id,A_MTX_5-FC.DHH1_LSM3,A_MTX_Fluconazole.DHH1_LSM3,A_MTX_Metformin.DHH1_LSM3,A_MTX_Trifluoperazine.DHH1_LSM3,A_MTX_noDrug.DHH1_LSM3,A_noMTX_5-FC.DHH1_LSM3,A_noMTX_Fluconazole.DHH1_LSM3,A_noMTX_Metformin.DHH1_LSM3,A_noMTX_Trifluoperazine.DHH1_LSM3,A_noMTX_noDrug.DHH1_LSM3,B_MTX_5-FC.DHH1_LSM3,B_MTX_Fluconazole.DHH1_LSM3,B_MTX_Metformin.DHH1_LSM3,B_MTX_Trifluoperazine.DHH1_LSM3,B_MTX_noDrug.DHH1_LSM3,B_noMTX_5-FC.DHH1_LSM3,B_noMTX_Fluconazole.DHH1_LSM3,B_noMTX_Metformin.DHH1_LSM3,B_noMTX_Trifluoperazine.DHH1_LSM3,B_noMTX_noDrug.DHH1_LSM3,T0_noMTX_noDrug.DHH1_LSM3
252,8.0,5.0,2.0,3.0,19.0,1.0,0.0,5.0,4.0,5.0,3.0,3.0,32.0,8.0,8.0,6.0,11.0,4.0,5.0,3.0,1.0
253,4.0,10.0,7.0,1.0,7.0,12.0,6.0,10.0,6.0,21.0,14.0,1.0,21.0,5.0,5.0,11.0,12.0,13.0,4.0,41.0,2.0
254,119.0,92.0,327.0,11.0,7.0,284.0,2891.0,1188.0,515.0,859.0,38.0,5.0,1558.0,20.0,11.0,278.0,4700.0,105.0,743.0,633.0,75.0
257,22.0,0.0,5.0,0.0,3.0,38.0,91.0,31.0,66.0,139.0,3.0,4.0,162.0,3.0,9.0,43.0,206.0,26.0,56.0,333.0,56.0
258,1002.0,74.0,103.0,24.0,86.0,90.0,21.0,85.0,34.0,133.0,163.0,2.0,279.0,153.0,372.0,46.0,83.0,14.0,48.0,136.0,14.0
27,17.0,1.0,1.0,1.0,3.0,7.0,0.0,6.0,11.0,15.0,2.0,1.0,40.0,9.0,4.0,5.0,3.0,3.0,10.0,14.0,2.0
270,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,8.0,0.0,0.0,10.0,0.0,1.0,4.0,5.0,2.0,3.0,8.0,0.0
271,48.0,11.0,64.0,5.0,1.0,68.0,22.0,146.0,31.0,183.0,12.0,49.0,680.0,9.0,1.0,68.0,34.0,25.0,46.0,256.0,51.0
272,1.0,0.0,0.0,0.0,3.0,10.0,0.0,4.0,8.0,4.0,0.0,0.0,6.0,1.0,1.0,11.0,5.0,9.0,3.0,7.0,5.0
277,3.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,8.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,0.0
286,235.0,4.0,27.0,24.0,60.0,24.0,15.0,139.0,52.0,122.0,110.0,173.0,502.0,98.0,309.0,9.0,87.0,10.0,30.0,155.0,29.0
289,18.0,13.0,2.0,0.0,2.0,32.0,39.0,12.0,23.0,11.0,1.0,18.0,12.0,3.0,2.0,20.0,55.0,5.0,16.0,21.0,4.0
29,27.0,9.0,2.0,1.0,3.0,16.0,5.0,2.0,12.0,13.0,1.0,5.0,62.0,4.0,2.0,6.0,15.0,4.0,6.0,11.0,1.0
291,4.0,0.0,0.0,0.0,1.0,4.0,2.0,5.0,4.0,8.0,1.0,1.0,10.0,1.0,0.0,3.0,12.0,4.0,5.0,10.0,1.0
294,7.0,0.0,4.0,0.0,5.0,23.0,84.0,11.0,11.0,11.0,1.0,67.0,27.0,3.0,3.0,19.0,47.0,14.0,13.0,19.0,3.0
296,66.0,48.0,35.0,5.0,1.0,136.0,65.0,205.0,157.0,304.0,23.0,33.0,286.0,39.0,21.0,188.0,677.0,87.0,67.0,282.0,23.0
299,4.0,0.0,3.0,0.0,2.0,24.0,16.0,28.0,32.0,29.0,1.0,0.0,24.0,0.0,3.0,34.0,49.0,20.0,44.0,31.0,2.0
307,7.0,23.0,1.0,3.0,1.0,5.0,11.0,9.0,4.0,6.0,1.0,2.0,8.0,3.0,5.0,6.0,8.0,6.0,3.0,9.0,1.0
308,13.0,9.0,0.0,1.0,4.0,4.0,14.0,2.0,2.0,7.0,5.0,1.0,14.0,4.0,1.0,4.0,21.0,3.0,3.0,10.0,0.0
31,10.0,5.0,10.0,2.0,6.0,13.0,2.0,5.0,8.0,2.0,17.0,0.0,10.0,34.0,10.0,7.0,5.0,9.0,2.0,6.0,1.0
311,4.0,0.0,1.0,0.0,1.0,5.0,4.0,11.0,8.0,7.0,1.0,0.0,17.0,1.0,2.0,5.0,18.0,3.0,6.0,7.0,0.0
312,26.0,30.0,12.0,4.0,43.0,13.0,8.0,12.0,1.0,6.0,15.0,19.0,28.0,27.0,17.0,9.0,18.0,3.0,5.0,12.0,2.0
32,0.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0,15.0,0.0,2.0,2.0,1.0
320,130.0,2.0,71.0,11.0,118.0,64.0,22.0,38.0,15.0,12.0,45.0,6.0,205.0,35.0,48.0,36.0,35.0,29.0,105.0,37.0,6.0
323,1.0,10.0,2.0,1.0,1.0,3.0,15.0,0.0,0.0,5.0,0.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0
325,37.0,6.0,14.0,3.0,8.0,135.0,18.0,69.0,43.0,151.0,16.0,12.0,249.0,4.0,9.0,64.0,26.0,48.0,56.0,167.0,16.0
33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0
335,29.0,12.0,15.0,0.0,4.0,22.0,9.0,11.0,10.0,12.0,3.0,0.0,76.0,73.0,5.0,26.0,4.0,6.0,10.0,17.0,3.0
336,20.0,5.0,35.0,3.0,7.0,13.0,4.0,5.0,6.0,29.0,20.0,0.0,20.0,10.0,10.0,11.0,13.0,8.0,11.0,15.0,3.0
337,88.0,73.0,176.0,22.0,19.0,803.0,3631.0,2239.0,590.0,2268.0,24.0,62.0,2040.0,20.0,18.0,522.0,2783.0,202.0,947.0,1760.0,154.0
339,21.0,4.0,15.0,5.0,52.0,12.0,8.0,6.0,5.0,12.0,10.0,0.0,50.0,17.0,15.0,11.0,13.0,6.0,20.0,22.0,0.0
347,23.0,16.0,33.0,0.0,3.0,866.0,165.0,2546.0,400.0,1688.0,2.0,1.0,251.0,3.0,3.0,763.0,1228.0,213.0,522.0,1153.0,121.0
348,118.0,25.0,1.0,16.0,18.0,6.0,5.0,2.0,6.0,13.0,28.0,1.0,72.0,30.0,17.0,6.0,3.0,1.0,3.0,9.0,3.0
350,25.0,5.0,5.0,8.0,26.0,19.0,3.0,0.0,1.0,4.0,12.0,19.0,22.0,36.0,18.0,6.0,3.0,4.0,14.0,16.0,1.0
354,26.0,1.0,1.0,0.0,6.0,7.0,9.0,9.0,6.0,9.0,1.0,0.0,21.0,3.0,5.0,4.0,11.0,5.0,6.0,9.0,4.0
358,48.0,3.0,20.0,3.0,2.0,2.0,5.0,9.0,8.0,8.0,3.0,1.0,42.0,16.0,10.0,9.0,13.0,9.0,2.0,15.0,1.0
359,10.0,5.0,3.0,2.0,10.0,2.0,66.0,4.0,2.0,4.0,3.0,0.0,20.0,12.0,10.0,3.0,3.0,1.0,4.0,2.0,0.0
36,2.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,1.0,0.0,7.0,0.0,0.0,4.0,0.0
364,10.0,19.0,1.0,0.0,4.0,10.0,12.0,5.0,0.0,4.0,2.0,4.0,27.0,2.0,3.0,3.0,12.0,3.0,6.0,6.0,2.0
375,618.0,4.0,73.0,64.0,235.0,85.0,65.0,101.0,73.0,65.0,200.0,11.0,1082.0,320.0,560.0,59.0,137.0,30.0,99.0,85.0,8.0
383,68.0,105.0,361.0,6.0,2.0,358.0,175.0,904.0,429.0,747.0,30.0,2.0,1511.0,38.0,2.0,360.0,1303.0,77.0,495.0,975.0,125.0
385,16.0,291.0,1.0,1.0,9.0,2.0,3.0,3.0,5.0,7.0,2.0,44.0,12.0,7.0,5.0,5.0,21.0,1.0,3.0,2.0,0.0
392,31.0,30.0,10.0,0.0,2.0,352.0,916.0,961.0,652.0,793.0,1.0,36.0,75.0,6.0,6.0,269.0,108.0,115.0,683.0,586.0,52.0
397,13.0,2.0,3.0,2.0,0.0,7.0,5.0,8.0,7.0,8.0,1.0,1.0,27.0,1.0,2.0,3.0,4.0,5.0,13.0,7.0,4.0
399,80.0,622.0,276.0,30.0,28.0,419.0,2563.0,787.0,432.0,517.0,40.0,79.0,4163.0,52.0,3.0,210.0,469.0,40.0,686.0,423.0,32.0
40,10.0,20.0,0.0,10.0,12.0,2.0,1.0,2.0,1.0,4.0,1.0,6.0,6.0,3.0,8.0,5.0,1.0,2.0,1.0,1.0,0.0
400,2069.0,4.0,325.0,442.0,579.0,76.0,3.0,57.0,48.0,148.0,972.0,5.0,1386.0,1395.0,1035.0,52.0,4.0,21.0,99.0,95.0,13.0
406,60.0,126.0,511.0,9.0,5.0,618.0,4578.0,4747.0,1414.0,1873.0,48.0,66.0,3375.0,27.0,0.0,836.0,7809.0,416.0,1590.0,1406.0,153.0
408,15.0,49.0,5.0,0.0,0.0,42.0,514.0,71.0,49.0,123.0,9.0,6.0,119.0,1.0,1.0,37.0,20.0,9.0,52.0,108.0,20.0
409,1020.0,75.0,35.0,252.0,189.0,70.0,37.0,105.0,115.0,133.0,400.0,22.0,464.0,878.0,539.0,84.0,23.0,9.0,143.0,154.0,47.0
40_2,10.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,12.0,1.0,4.0,0.0,6.0,1.0,2.0,2.0,0.0
412,13.0,3.0,0.0,2.0,1.0,4.0,6.0,2.0,5.0,10.0,0.0,0.0,5.0,0.0,4.0,4.0,26.0,0.0,0.0,4.0,0.0
418,17.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,11.0,1.0,5.0,3.0,5.0,0.0,3.0,3.0,0.0
419,113.0,41.0,181.0,7.0,2.0,105.0,197.0,290.0,90.0,252.0,37.0,27.0,1564.0,27.0,5.0,99.0,219.0,25.0,147.0,229.0,16.0
420,3.0,0.0,1.0,0.0,0.0,11.0,12.0,5.0,4.0,12.0,0.0,1.0,13.0,0.0,1.0,15.0,4.0,2.0,4.0,10.0,0.0
421,3198.0,1275.0,133.0,281.0,685.0,236.0,595.0,535.0,202.0,517.0,959.0,181.0,1671.0,1457.0,1765.0,128.0,859.0,38.0,432.0,470.0,39.0
426,86.0,2.0,11.0,9.0,21.0,15.0,23.0,17.0,13.0,21.0,10.0,0.0,156.0,24.0,22.0,6.0,24.0,9.0,13.0,24.0,5.0
43,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
431,47.0,3.0,81.0,5.0,7.0,323.0,166.0,521.0,276.0,1184.0,25.0,5.0,1052.0,9.0,24.0,118.0,36.0,46.0,488.0,1227.0,85.0
433,64.0,1.0,16.0,9.0,10.0,16.0,20.0,20.0,22.0,40.0,11.0,3.0,204.0,15.0,23.0,12.0,60.0,7.0,16.0,31.0,4.0
434,1762.0,377.0,128.0,192.0,469.0,143.0,48.0,138.0,93.0,323.0,859.0,133.0,822.0,185.0,1752.0,53.0,24.0,31.0,119.0,428.0,33.0
437,128.0,44.0,20.0,8.0,22.0,12.0,18.0,14.0,22.0,41.0,19.0,10.0,152.0,36.0,49.0,8.0,33.0,6.0,13.0,46.0,0.0
438,9.0,21.0,7.0,0.0,1.0,43.0,268.0,66.0,45.0,249.0,2.0,6.0,314.0,7.0,1.0,32.0,872.0,5.0,86.0,391.0,194.0
439,24.0,12.0,3.0,0.0,5.0,19.0,129.0,13.0,10.0,15.0,5.0,62.0,36.0,9.0,3.0,14.0,30.0,9.0,38.0,30.0,3.0
43_ref1,12.0,8.0,0.0,1.0,7.0,3.0,495.0,1.0,2.0,5.0,1.0,4.0,12.0,6.0,4.0,1.0,183.0,0.0,54.0,6.0,113.0
43_ref2,28.0,4.0,11.0,2.0,8.0,51.0,40.0,19.0,53.0,40.0,4.0,1.0,55.0,12.0,20.0,13.0,8.0,15.0,261.0,61.0,206.0
442,210.0,3.0,20.0,16.0,20.0,19.0,16.0,12.0,19.0,24.0,16.0,6.0,163.0,35.0,51.0,4.0,46.0,6.0,9.0,19.0,1.0
444,12.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,5.0,5.0,0.0,1.0,12.0,2.0,6.0,4.0,5.0,1.0,2.0,10.0,1.0
446,13.0,3.0,3.0,0.0,3.0,8.0,22.0,8.0,4.0,4.0,0.0,1.0,18.0,0.0,2.0,15.0,10.0,5.0,6.0,3.0,4.0
45,16.0,0.0,2.0,1.0,1.0,9.0,8.0,10.0,12.0,16.0,2.0,1.0,47.0,0.0,6.0,9.0,23.0,7.0,9.0,17.0,1.0
450,67.0,81.0,76.0,3.0,2.0,271.0,85.0,328.0,108.0,456.0,37.0,3.0,1276.0,27.0,6.0,191.0,332.0,64.0,182.0,424.0,48.0
452,40.0,1.0,7.0,2.0,3.0,8.0,9.0,15.0,10.0,23.0,4.0,1.0,61.0,9.0,8.0,10.0,10.0,9.0,7.0,22.0,2.0
458,13.0,35.0,8.0,0.0,4.0,91.0,118.0,197.0,81.0,112.0,2.0,9.0,126.0,2.0,16.0,87.0,408.0,18.0,76.0,122.0,26.0
459,42.0,11.0,44.0,5.0,11.0,82.0,169.0,388.0,219.0,475.0,2.0,20.0,898.0,8.0,17.0,107.0,145.0,41.0,198.0,728.0,217.0
460,3644.0,35679.0,224.0,229.0,707.0,265.0,1213.0,478.0,162.0,516.0,1364.0,12293.0,1953.0,912.0,2008.0,179.0,441.0,47.0,196.0,423.0,44.0
466,111.0,30.0,3.0,10.0,14.0,9.0,3.0,22.0,13.0,21.0,10.0,10.0,66.0,11.0,25.0,12.0,9.0,3.0,9.0,34.0,3.0
468,13794.0,10.0,703.0,1278.0,1631.0,291.0,17.0,825.0,291.0,494.0,4532.0,10.0,4676.0,7259.0,6798.0,375.0,32.0,77.0,484.0,615.0,34.0
470,698.0,261.0,25.0,57.0,107.0,63.0,22.0,56.0,52.0,132.0,180.0,172.0,994.0,150.0,318.0,41.0,133.0,13.0,54.0,205.0,26.0
473,38.0,32.0,25.0,2.0,9.0,93.0,64.0,490.0,107.0,244.0,7.0,10.0,207.0,8.0,9.0,169.0,44.0,52.0,72.0,343.0,40.0
475,251.0,698.0,514.0,16.0,40.0,614.0,5527.0,2126.0,753.0,2019.0,117.0,120.0,6227.0,53.0,27.0,846.0,7799.0,339.0,1016.0,1991.0,280.0
476,53.0,33.0,195.0,1.0,13.0,2730.0,9778.0,9394.0,3887.0,22671.0,17.0,3.0,5690.0,12.0,12.0,2241.0,3992.0,881.0,8059.0,38053.0,5041.0
48,30.0,18.0,3.0,4.0,6.0,4.0,3.0,8.0,4.0,8.0,3.0,4.0,25.0,4.0,4.0,3.0,20.0,1.0,7.0,11.0,2.0
485,14.0,30.0,1.0,2.0,15.0,16.0,11.0,0.0,3.0,5.0,2.0,9.0,14.0,7.0,10.0,5.0,23.0,2.0,5.0,8.0,3.0
486,5026.0,347.0,296.0,658.0,1118.0,230.0,141.0,476.0,321.0,1318.0,2364.0,20.0,4825.0,2134.0,3437.0,102.0,1197.0,30.0,600.0,1820.0,85.0
491,536.0,1.0,88.0,65.0,96.0,43.0,51.0,61.0,44.0,78.0,112.0,1.0,825.0,173.0,273.0,44.0,17.0,24.0,39.0,75.0,13.0
493,225.0,26.0,13.0,24.0,37.0,37.0,145.0,54.0,22.0,135.0,46.0,8.0,203.0,41.0,123.0,28.0,250.0,10.0,43.0,333.0,57.0
495,30.0,9.0,128.0,0.0,8.0,623.0,130.0,2009.0,907.0,1591.0,8.0,3.0,547.0,11.0,12.0,563.0,875.0,202.0,1338.0,1279.0,70.0
50,89.0,5.0,40.0,7.0,9.0,11.0,14.0,16.0,12.0,18.0,35.0,0.0,65.0,9.0,16.0,21.0,38.0,6.0,18.0,16.0,7.0
503,27.0,9.0,4.0,2.0,3.0,19.0,27.0,14.0,6.0,12.0,4.0,3.0,39.0,8.0,3.0,25.0,22.0,6.0,8.0,15.0,1.0
507,22.0,4.0,3.0,3.0,2.0,32.0,131.0,29.0,30.0,48.0,1.0,7.0,104.0,4.0,5.0,20.0,204.0,5.0,51.0,27.0,10.0
508,39.0,55.0,10.0,0.0,35.0,44.0,23.0,8.0,21.0,20.0,1.0,7.0,49.0,7.0,8.0,27.0,49.0,11.0,51.0,25.0,6.0
52,10.0,202.0,65.0,4.0,2.0,81.0,155.0,100.0,56.0,137.0,7.0,5.0,121.0,4.0,2.0,48.0,46.0,28.0,39.0,167.0,13.0
520,84.0,5.0,6.0,5.0,7.0,9.0,3.0,12.0,18.0,14.0,3.0,6.0,112.0,9.0,15.0,6.0,10.0,4.0,10.0,22.0,3.0
521,25.0,7.0,7.0,2.0,7.0,30.0,20.0,88.0,48.0,99.0,2.0,3.0,96.0,9.0,7.0,61.0,73.0,25.0,40.0,95.0,16.0
522,51.0,79.0,43.0,7.0,12.0,291.0,236.0,756.0,124.0,497.0,10.0,25.0,187.0,8.0,17.0,238.0,232.0,106.0,270.0,437.0,56.0
523,7133.0,1515.0,784.0,852.0,2747.0,455.0,1592.0,853.0,214.0,631.0,3636.0,138.0,8997.0,3752.0,4501.0,259.0,2548.0,131.0,605.0,612.0,56.0
524,1251.0,689.0,10.0,33.0,55.0,48.0,10.0,22.0,12.0,56.0,73.0,49.0,207.0,43.0,326.0,24.0,24.0,21.0,24.0,67.0,2.0
525,3244.0,318.0,219.0,504.0,422.0,156.0,78.0,269.0,138.0,145.0,1132.0,46.0,1932.0,1252.0,1205.0,74.0,50.0,23.0,136.0,113.0,19.0
531,56.0,60.0,4.0,1.0,7.0,8.0,4.0,3.0,2.0,17.0,8.0,10.0,14.0,11.0,12.0,11.0,14.0,3.0,6.0,8.0,3.0
532,44.0,18.0,3.0,3.0,6.0,2.0,27.0,5.0,6.0,10.0,2.0,2.0,50.0,7.0,13.0,3.0,85.0,0.0,10.0,20.0,1.0
535,282.0,486.0,43.0,45.0,192.0,119.0,91.0,55.0,14.0,50.0,122.0,188.0,188.0,94.0,197.0,88.0,24.0,23.0,86.0,78.0,13.0
538,64.0,138.0,21.0,11.0,59.0,25.0,26.0,19.0,8.0,28.0,33.0,46.0,93.0,37.0,47.0,25.0,37.0,16.0,42.0,62.0,4.0
539,1938.0,1258.0,351.0,172.0,654.0,307.0,250.0,1196.0,561.0,2126.0,784.0,188.0,2610.0,861.0,2260.0,238.0,307.0,125.0,756.0,3295.0,168.0
540,23143.0,12278.0,843.0,3709.0,2787.0,1131.0,2148.0,1228.0,1118.0,4450.0,6215.0,3201.0,11410.0,6705.0,18180.0,547.0,8797.0,224.0,1606.0,3857.0,294.0
