strain_id,A_MTX_5-FC.HNM1_TPO2,A_MTX_Fluconazole.HNM1_TPO2,A_MTX_Metformin.HNM1_TPO2,A_MTX_Trifluoperazine.HNM1_TPO2,A_MTX_noDrug.HNM1_TPO2,A_noMTX_5-FC.HNM1_TPO2,A_noMTX_Fluconazole.HNM1_TPO2,A_noMTX_Metformin.HNM1_TPO2,A_noMTX_Trifluoperazine.HNM1_TPO2,A_noMTX_noDrug.HNM1_TPO2,B_MTX_5-FC.HNM1_TPO2,B_MTX_Fluconazole.HNM1_TPO2,B_MTX_Metformin.HNM1_TPO2,B_MTX_Trifluoperazine.HNM1_TPO2,B_MTX_noDrug.HNM1_TPO2,B_noMTX_5-FC.HNM1_TPO2,B_noMTX_Fluconazole.HNM1_TPO2,B_noMTX_Metformin.HNM1_TPO2,B_noMTX_Trifluoperazine.HNM1_TPO2,B_noMTX_noDrug.HNM1_TPO2,T0_noMTX_noDrug.HNM1_TPO2
1040,9.0,1.0,632.0,24.0,24.0,516.0,114.0,488.0,463.0,561.0,10.0,9.0,189.0,18.0,16.0,536.0,155.0,583.0,433.0,582.0,148.0
1046,2.0,0.0,88.0,0.0,2.0,85.0,371.0,69.0,53.0,73.0,1.0,0.0,22.0,2.0,0.0,80.0,411.0,136.0,86.0,75.0,110.0
1050,7.0,0.0,28.0,3.0,9.0,12.0,3.0,12.0,5.0,12.0,8.0,0.0,7.0,1.0,3.0,11.0,5.0,3.0,10.0,2.0,2.0
1065,5.0,31.0,95.0,11.0,4.0,1.0,11.0,2.0,5.0,2.0,4.0,24.0,2.0,0.0,6.0,1.0,3.0,0.0,2.0,1.0,1.0
1069,25901.0,50713.0,67956.0,16097.0,31856.0,3197.0,7889.0,5042.0,2316.0,3823.0,16950.0,29720.0,9906.0,26194.0,20995.0,2154.0,5631.0,4423.0,3503.0,5113.0,1961.0
107,2.0,0.0,9.0,0.0,3.0,86.0,974.0,28.0,43.0,5.0,0.0,2.0,4.0,3.0,0.0,71.0,4.0,50.0,29.0,17.0,31.0
113,5.0,5.0,25.0,4.0,3.0,4.0,10.0,3.0,8.0,1.0,16.0,8.0,2.0,2.0,4.0,5.0,20.0,3.0,4.0,5.0,4.0
119,6.0,5.0,47.0,9.0,4.0,2.0,8.0,2.0,2.0,0.0,5.0,6.0,2.0,9.0,1.0,3.0,15.0,1.0,4.0,0.0,1.0
124,510.0,1.0,410.0,85.0,288.0,39.0,92.0,91.0,34.0,54.0,79.0,0.0,56.0,101.0,40.0,56.0,21.0,59.0,61.0,125.0,27.0
128,0.0,1.0,60.0,0.0,1.0,564.0,999.0,729.0,379.0,323.0,0.0,2.0,10.0,0.0,1.0,419.0,710.0,561.0,325.0,451.0,465.0
132,0.0,1.0,736.0,0.0,0.0,337.0,1114.0,710.0,538.0,546.0,1.0,1.0,159.0,3.0,0.0,451.0,387.0,606.0,492.0,713.0,211.0
133,2.0,0.0,5.0,0.0,0.0,3.0,14.0,2.0,7.0,3.0,5.0,1.0,0.0,1.0,0.0,7.0,8.0,1.0,3.0,2.0,1.0
136,0.0,0.0,12.0,0.0,0.0,14.0,10.0,14.0,34.0,36.0,1.0,0.0,1.0,1.0,1.0,29.0,14.0,28.0,19.0,22.0,34.0
14,313.0,11.0,1088.0,526.0,279.0,111.0,17.0,199.0,89.0,88.0,320.0,19.0,134.0,523.0,340.0,67.0,2.0,169.0,175.0,217.0,142.0
146,5289.0,36.0,15058.0,3347.0,2910.0,2884.0,4883.0,3465.0,2256.0,2121.0,3640.0,38.0,2983.0,4347.0,2093.0,2442.0,3159.0,2648.0,2660.0,3697.0,1699.0
15,127.0,3.0,171.0,59.0,21.0,25.0,5.0,21.0,16.0,10.0,31.0,3.0,5.0,45.0,8.0,4.0,4.0,12.0,9.0,28.0,5.0
151,3.0,1.0,32.0,5.0,3.0,3.0,17.0,4.0,3.0,2.0,9.0,1.0,3.0,1.0,1.0,5.0,4.0,3.0,6.0,0.0,7.0
153,0.0,0.0,5.0,0.0,2.0,14.0,15.0,13.0,10.0,73.0,2.0,0.0,1.0,0.0,0.0,18.0,17.0,20.0,10.0,45.0,11.0
17,1.0,5.0,6.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,0.0,1.0,3.0,5.0,1.0,0.0,2.0,0.0,2.0
171,60.0,6.0,91.0,78.0,28.0,12.0,21.0,10.0,7.0,16.0,66.0,0.0,15.0,85.0,108.0,18.0,0.0,14.0,14.0,21.0,44.0
175,0.0,0.0,6.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0
180,0.0,0.0,1.0,0.0,1.0,10.0,15.0,4.0,7.0,13.0,2.0,1.0,0.0,1.0,0.0,27.0,7.0,9.0,6.0,4.0,2.0
180_2,12.0,3.0,85.0,12.0,4.0,113.0,33.0,60.0,78.0,208.0,11.0,11.0,9.0,2.0,3.0,72.0,12.0,48.0,48.0,139.0,63.0
185,16.0,0.0,59.0,10.0,22.0,9.0,11.0,5.0,13.0,11.0,11.0,0.0,5.0,19.0,10.0,5.0,4.0,7.0,5.0,6.0,3.0
187,3.0,1.0,57.0,1.0,2.0,38.0,286.0,49.0,46.0,78.0,2.0,2.0,5.0,1.0,2.0,46.0,26.0,49.0,46.0,47.0,46.0
188,10.0,50.0,76.0,16.0,1.0,8.0,14.0,4.0,9.0,9.0,7.0,35.0,4.0,2.0,3.0,8.0,10.0,7.0,12.0,2.0,3.0
192,19.0,66.0,194.0,35.0,23.0,13.0,235.0,17.0,20.0,16.0,7.0,27.0,10.0,9.0,14.0,17.0,26.0,8.0,23.0,7.0,5.0
20,0.0,1.0,12.0,1.0,2.0,2.0,9.0,1.0,9.0,0.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0
209,2.0,3.0,221.0,3.0,3.0,104.0,474.0,91.0,81.0,86.0,0.0,0.0,48.0,4.0,3.0,62.0,139.0,77.0,78.0,107.0,165.0
210,0.0,1.0,14.0,7.0,1.0,8.0,3.0,6.0,9.0,4.0,2.0,1.0,0.0,0.0,2.0,10.0,4.0,6.0,9.0,3.0,0.0
226,55.0,11.0,329.0,40.0,27.0,68.0,28.0,27.0,94.0,42.0,87.0,8.0,34.0,55.0,9.0,65.0,13.0,36.0,94.0,33.0,300.0
235,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
240,0.0,0.0,4.0,0.0,0.0,4.0,4.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,14.0,2.0,1.0,2.0
248,225.0,0.0,786.0,244.0,282.0,21.0,72.0,32.0,25.0,75.0,92.0,1.0,22.0,370.0,115.0,18.0,61.0,89.0,44.0,57.0,19.0
250,2.0,3.0,4.0,1.0,0.0,8.0,7.0,8.0,11.0,6.0,0.0,2.0,1.0,0.0,0.0,24.0,1.0,23.0,13.0,15.0,17.0
252,1.0,9.0,50.0,4.0,2.0,1.0,1855.0,6.0,9.0,10.0,1.0,26.0,6.0,3.0,4.0,5.0,395.0,10.0,3.0,11.0,10.0
253,4.0,4.0,30.0,3.0,2.0,7.0,18.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,2.0,7.0,12.0,17.0,10.0,6.0,1.0
254,1.0,4.0,97.0,2.0,1.0,90.0,2173.0,235.0,135.0,83.0,0.0,5.0,14.0,0.0,0.0,90.0,1097.0,187.0,235.0,283.0,132.0
257,6.0,0.0,143.0,7.0,4.0,156.0,88.0,58.0,88.0,182.0,3.0,5.0,39.0,2.0,7.0,54.0,350.0,55.0,74.0,193.0,180.0
258,989.0,48.0,2201.0,450.0,399.0,716.0,674.0,853.0,372.0,365.0,611.0,59.0,502.0,610.0,274.0,416.0,271.0,521.0,301.0,547.0,337.0
27,2.0,0.0,29.0,10.0,3.0,6.0,8.0,3.0,7.0,0.0,1.0,0.0,5.0,0.0,0.0,6.0,4.0,4.0,3.0,3.0,1.0
270,0.0,0.0,3.0,0.0,0.0,4.0,67.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,304.0,0.0,0.0,2.0,2.0
271,1.0,2.0,8.0,0.0,1.0,21.0,10.0,43.0,18.0,23.0,0.0,0.0,5.0,0.0,0.0,49.0,10.0,51.0,25.0,15.0,5.0
272,0.0,0.0,11.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,3.0,0.0,0.0
277,0.0,0.0,28.0,7.0,0.0,4.0,15.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0
286,8.0,1.0,32.0,10.0,1.0,2.0,8.0,1.0,4.0,1.0,5.0,0.0,9.0,2.0,0.0,5.0,1.0,6.0,3.0,4.0,0.0
289,2.0,10.0,15.0,2.0,2.0,75.0,336.0,64.0,105.0,29.0,4.0,0.0,2.0,4.0,1.0,48.0,234.0,115.0,140.0,114.0,72.0
29,2.0,19.0,14.0,1.0,4.0,8.0,5.0,7.0,3.0,0.0,5.0,7.0,0.0,0.0,5.0,7.0,3.0,9.0,7.0,4.0,1.0
291,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0
294,2.0,0.0,20.0,2.0,6.0,5.0,11.0,4.0,19.0,4.0,1.0,0.0,2.0,1.0,3.0,10.0,12.0,6.0,7.0,5.0,4.0
296,0.0,1.0,78.0,0.0,0.0,235.0,1091.0,189.0,133.0,62.0,0.0,0.0,48.0,0.0,0.0,120.0,359.0,163.0,144.0,269.0,43.0
299,0.0,0.0,13.0,2.0,0.0,61.0,36.0,59.0,93.0,41.0,1.0,0.0,2.0,3.0,3.0,78.0,2.0,57.0,62.0,21.0,37.0
307,2.0,7.0,36.0,8.0,3.0,4.0,5.0,4.0,6.0,13.0,14.0,12.0,3.0,0.0,1.0,9.0,3.0,10.0,4.0,1.0,2.0
308,1.0,6.0,75.0,8.0,3.0,2.0,36.0,0.0,9.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0
31,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,6.0,3.0,1.0,2.0,5.0
311,9.0,0.0,37.0,5.0,5.0,2.0,6.0,10.0,6.0,6.0,8.0,0.0,2.0,2.0,1.0,4.0,7.0,9.0,2.0,6.0,1.0
312,15.0,12.0,59.0,8.0,23.0,7.0,5.0,3.0,8.0,1.0,23.0,11.0,9.0,15.0,9.0,18.0,2.0,5.0,6.0,5.0,1.0
32,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
320,7328.0,365.0,24039.0,2693.0,5828.0,1266.0,1177.0,1879.0,871.0,1523.0,5212.0,555.0,4163.0,3569.0,4533.0,1037.0,1173.0,1531.0,1030.0,2783.0,204.0
323,1.0,0.0,10.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0
325,4.0,7.0,103.0,0.0,2.0,124.0,55.0,52.0,31.0,63.0,3.0,0.0,34.0,1.0,0.0,63.0,175.0,113.0,132.0,34.0,35.0
33,0.0,0.0,13.0,2.0,0.0,36.0,14.0,19.0,24.0,38.0,0.0,0.0,8.0,2.0,0.0,31.0,0.0,21.0,56.0,18.0,64.0
335,151.0,1.0,750.0,80.0,13.0,90.0,9.0,96.0,13.0,91.0,117.0,0.0,52.0,189.0,11.0,64.0,1.0,31.0,18.0,28.0,15.0
336,3.0,4.0,11.0,5.0,4.0,3.0,6.0,4.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0
337,0.0,0.0,201.0,1.0,0.0,269.0,1637.0,397.0,153.0,174.0,0.0,0.0,67.0,2.0,0.0,200.0,57.0,244.0,143.0,241.0,71.0
339,2.0,0.0,18.0,1.0,5.0,25.0,21.0,13.0,33.0,46.0,8.0,0.0,8.0,1.0,5.0,16.0,3.0,24.0,30.0,52.0,10.0
347,0.0,3.0,39.0,4.0,0.0,181.0,7.0,132.0,110.0,47.0,0.0,0.0,11.0,2.0,2.0,179.0,1.0,187.0,114.0,209.0,146.0
348,1.0,0.0,22.0,2.0,1.0,32.0,26.0,12.0,16.0,63.0,8.0,2.0,21.0,0.0,0.0,15.0,5.0,12.0,16.0,99.0,63.0
350,1242.0,425.0,5439.0,1029.0,2179.0,140.0,1934.0,192.0,71.0,102.0,795.0,131.0,485.0,1939.0,1148.0,135.0,389.0,86.0,77.0,170.0,71.0
354,1.0,2.0,44.0,4.0,1.0,2.0,5.0,3.0,5.0,4.0,2.0,0.0,3.0,2.0,5.0,1.0,2.0,4.0,8.0,2.0,2.0
358,4.0,1.0,20.0,2.0,8.0,3.0,16.0,1.0,5.0,2.0,7.0,0.0,3.0,7.0,0.0,5.0,0.0,3.0,3.0,3.0,2.0
359,3.0,0.0,4.0,1.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0
364,1.0,0.0,8.0,1.0,4.0,198.0,25.0,57.0,146.0,348.0,1.0,0.0,3.0,2.0,1.0,104.0,5.0,60.0,78.0,398.0,49.0
375,143.0,1.0,431.0,17.0,27.0,101.0,22.0,95.0,83.0,29.0,40.0,734.0,98.0,23.0,30.0,61.0,10.0,156.0,59.0,74.0,77.0
383,1.0,1.0,13.0,1.0,1.0,5.0,8.0,3.0,1.0,6.0,6.0,5.0,2.0,4.0,0.0,13.0,2.0,6.0,9.0,2.0,6.0
385,1.0,19.0,18.0,7.0,6.0,3.0,15.0,1.0,5.0,1.0,0.0,14.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0
392,2.0,17.0,46.0,4.0,9.0,205.0,22.0,88.0,127.0,373.0,0.0,4.0,23.0,5.0,5.0,189.0,6.0,70.0,96.0,450.0,66.0
397,1.0,2.0,50.0,3.0,1.0,4.0,3.0,3.0,10.0,6.0,0.0,0.0,1.0,0.0,1.0,9.0,3.0,2.0,7.0,1.0,0.0
399,2.0,6.0,136.0,2.0,2.0,339.0,246.0,251.0,147.0,216.0,6.0,13.0,39.0,8.0,1.0,374.0,167.0,278.0,250.0,355.0,98.0
40,5.0,0.0,4.0,2.0,53.0,0.0,0.0,1.0,1.0,0.0,11.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,1.0,2.0
400,1304.0,0.0,3065.0,1208.0,1723.0,205.0,463.0,92.0,170.0,171.0,998.0,3.0,573.0,2445.0,910.0,92.0,169.0,96.0,148.0,427.0,120.0
406,0.0,19.0,87.0,1.0,0.0,148.0,3315.0,613.0,518.0,611.0,0.0,0.0,53.0,0.0,0.0,206.0,684.0,754.0,319.0,905.0,66.0
408,1.0,2.0,2.0,0.0,0.0,6.0,9.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,8.0,5.0,0.0
409,428.0,3.0,371.0,168.0,148.0,284.0,27.0,62.0,161.0,215.0,485.0,7.0,152.0,283.0,99.0,257.0,17.0,76.0,199.0,326.0,62.0
40_2,1.0,0.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
412,1.0,1.0,4.0,1.0,0.0,2.0,6.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0
418,7.0,1.0,26.0,4.0,2.0,0.0,9.0,1.0,3.0,0.0,9.0,0.0,1.0,1.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0
419,2.0,3.0,43.0,8.0,5.0,6.0,7.0,1.0,4.0,9.0,3.0,1.0,6.0,5.0,3.0,15.0,13.0,4.0,8.0,3.0,5.0
420,1.0,0.0,11.0,0.0,1.0,67.0,3.0,37.0,25.0,187.0,0.0,0.0,1.0,0.0,0.0,60.0,24.0,26.0,22.0,45.0,5.0
421,158.0,1.0,112.0,84.0,93.0,8.0,1.0,3.0,12.0,3.0,230.0,20.0,67.0,116.0,133.0,12.0,8.0,9.0,10.0,0.0,6.0
426,4.0,1.0,46.0,10.0,9.0,7.0,9.0,2.0,5.0,5.0,3.0,0.0,6.0,10.0,12.0,9.0,87.0,6.0,2.0,2.0,4.0
43,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0
431,0.0,0.0,25.0,1.0,1.0,19.0,8.0,35.0,1.0,28.0,1.0,1.0,3.0,0.0,0.0,17.0,32.0,41.0,26.0,5.0,7.0
433,1.0,3.0,112.0,10.0,1.0,46.0,641.0,18.0,35.0,30.0,2.0,0.0,60.0,12.0,7.0,25.0,234.0,27.0,27.0,26.0,73.0
434,24.0,0.0,40.0,11.0,20.0,7.0,28.0,18.0,5.0,9.0,133.0,1.0,23.0,11.0,10.0,13.0,4.0,6.0,10.0,10.0,2.0
437,16.0,4.0,206.0,50.0,24.0,4.0,29.0,10.0,27.0,11.0,16.0,4.0,12.0,8.0,18.0,12.0,7.0,6.0,2.0,6.0,3.0
438,0.0,4.0,80.0,3.0,3.0,172.0,269.0,35.0,53.0,103.0,4.0,5.0,25.0,2.0,0.0,75.0,122.0,34.0,51.0,90.0,169.0
439,3.0,7.0,23.0,3.0,6.0,4.0,152.0,12.0,18.0,2.0,3.0,9.0,3.0,2.0,1.0,19.0,18.0,16.0,24.0,13.0,4.0
43_ref1,1.0,2.0,8.0,2.0,3.0,21.0,2106.0,2.0,20.0,6.0,1.0,0.0,1.0,1.0,0.0,2.0,978.0,3.0,7.0,0.0,1198.0
43_ref2,2.0,1.0,5.0,3.0,0.0,150.0,276.0,55.0,187.0,25.0,8.0,1.0,3.0,3.0,4.0,82.0,61.0,126.0,133.0,48.0,1416.0
442,15.0,2.0,281.0,43.0,26.0,8.0,15.0,12.0,14.0,2.0,13.0,0.0,15.0,17.0,20.0,10.0,0.0,5.0,9.0,2.0,3.0
444,0.0,2.0,24.0,2.0,2.0,0.0,18.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0
446,1.0,0.0,24.0,1.0,3.0,64.0,546.0,34.0,28.0,56.0,19.0,0.0,72.0,3.0,0.0,21.0,7.0,25.0,56.0,79.0,46.0
45,0.0,1.0,5.0,1.0,0.0,9.0,14.0,10.0,11.0,6.0,0.0,0.0,2.0,1.0,0.0,7.0,10.0,15.0,9.0,4.0,2.0
450,3.0,1.0,25.0,8.0,4.0,5.0,36.0,7.0,6.0,4.0,1.0,2.0,1.0,2.0,1.0,8.0,52.0,24.0,7.0,3.0,5.0
452,1.0,0.0,6.0,5.0,1.0,4.0,3.0,1.0,7.0,5.0,0.0,0.0,2.0,2.0,1.0,6.0,9.0,6.0,2.0,0.0,2.0
458,2.0,7.0,17.0,2.0,4.0,58.0,80.0,23.0,32.0,33.0,2.0,1.0,4.0,7.0,2.0,26.0,9.0,23.0,36.0,29.0,21.0
459,125.0,14.0,513.0,132.0,44.0,164.0,7.0,139.0,196.0,489.0,141.0,9.0,309.0,149.0,81.0,96.0,1.0,136.0,231.0,359.0,131.0
460,6395.0,18408.0,19310.0,2656.0,5006.0,2621.0,8724.0,2587.0,1353.0,2064.0,3750.0,30637.0,2786.0,4309.0,3156.0,1816.0,4462.0,3119.0,1479.0,3591.0,795.0
466,4.0,2.0,48.0,9.0,6.0,8.0,10.0,7.0,11.0,4.0,4.0,0.0,1.0,3.0,1.0,10.0,10.0,5.0,4.0,1.0,2.0
468,1530.0,8.0,1691.0,1053.0,368.0,339.0,560.0,244.0,162.0,176.0,1157.0,3.0,386.0,947.0,310.0,332.0,250.0,211.0,196.0,378.0,151.0
470,66.0,173.0,134.0,23.0,164.0,40.0,24.0,28.0,30.0,22.0,172.0,9.0,32.0,25.0,42.0,60.0,36.0,15.0,24.0,14.0,8.0
473,1.0,0.0,59.0,2.0,2.0,243.0,35.0,104.0,115.0,114.0,8.0,0.0,12.0,2.0,2.0,125.0,58.0,65.0,108.0,374.0,75.0
475,15.0,118.0,26053.0,22.0,28.0,6167.0,23016.0,16144.0,6084.0,10805.0,13.0,677.0,5178.0,40.0,9.0,4434.0,15382.0,16109.0,6524.0,17851.0,3118.0
476,1.0,4.0,64.0,9.0,2.0,612.0,197.0,558.0,266.0,414.0,4.0,1.0,9.0,5.0,1.0,419.0,302.0,460.0,392.0,519.0,431.0
48,8.0,17.0,270.0,10.0,6.0,96.0,285.0,114.0,70.0,76.0,28.0,50.0,50.0,4.0,2.0,32.0,49.0,110.0,111.0,112.0,113.0
485,14.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,0.0,24.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0
486,1.0,12.0,62.0,16.0,20.0,8.0,39.0,14.0,20.0,10.0,8.0,72.0,26.0,3.0,10.0,3.0,10.0,17.0,22.0,12.0,5.0
491,52.0,3.0,221.0,41.0,11.0,42.0,43.0,45.0,45.0,24.0,17.0,39.0,67.0,37.0,12.0,24.0,29.0,29.0,30.0,101.0,54.0
493,20.0,0.0,50.0,6.0,7.0,24.0,11.0,18.0,14.0,33.0,4.0,0.0,8.0,7.0,0.0,7.0,5.0,24.0,12.0,7.0,15.0
495,2.0,0.0,609.0,10.0,2.0,510.0,36.0,399.0,351.0,210.0,4.0,4.0,242.0,3.0,0.0,299.0,28.0,398.0,462.0,484.0,115.0
50,27.0,14.0,208.0,24.0,20.0,12.0,35.0,14.0,25.0,4.0,31.0,11.0,21.0,12.0,9.0,31.0,5.0,4.0,8.0,7.0,2.0
503,1.0,1.0,27.0,2.0,2.0,66.0,310.0,94.0,128.0,55.0,1.0,2.0,5.0,1.0,1.0,56.0,68.0,67.0,62.0,61.0,71.0
507,2.0,1.0,96.0,9.0,2.0,576.0,1192.0,255.0,285.0,275.0,0.0,2.0,22.0,2.0,1.0,334.0,525.0,369.0,397.0,322.0,640.0
508,1.0,17.0,13.0,2.0,8.0,6.0,10.0,8.0,7.0,8.0,1.0,4.0,3.0,1.0,2.0,18.0,11.0,10.0,16.0,1.0,2.0
52,2.0,2.0,7.0,5.0,0.0,2.0,4.0,1.0,5.0,4.0,1.0,7.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
520,3.0,2.0,14.0,1.0,3.0,5.0,6.0,8.0,6.0,4.0,9.0,1.0,2.0,0.0,5.0,7.0,0.0,5.0,8.0,4.0,4.0
521,2.0,8.0,40.0,6.0,3.0,24.0,39.0,49.0,28.0,25.0,2.0,0.0,4.0,5.0,3.0,27.0,12.0,42.0,32.0,20.0,16.0
522,12.0,5.0,152.0,5.0,7.0,109.0,26.0,194.0,144.0,411.0,30.0,19.0,29.0,6.0,13.0,51.0,213.0,176.0,136.0,287.0,79.0
523,3590.0,7119.0,22011.0,1976.0,1625.0,743.0,4286.0,926.0,591.0,1073.0,2435.0,401.0,2631.0,2824.0,2311.0,577.0,2012.0,813.0,745.0,1222.0,221.0
524,1309.0,480.0,1515.0,952.0,1848.0,243.0,1129.0,124.0,282.0,303.0,1816.0,423.0,163.0,805.0,1126.0,214.0,476.0,192.0,147.0,191.0,119.0
525,2642.0,29.0,8090.0,2453.0,3785.0,1093.0,859.0,733.0,382.0,869.0,2594.0,4.0,1571.0,3040.0,2293.0,698.0,341.0,919.0,441.0,1097.0,286.0
531,4.0,19.0,26.0,2.0,12.0,0.0,10.0,1.0,3.0,6.0,21.0,52.0,4.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,0.0
532,3.0,12.0,51.0,9.0,19.0,1.0,27.0,6.0,7.0,1.0,6.0,9.0,1.0,5.0,4.0,8.0,10.0,2.0,5.0,6.0,5.0
535,1151.0,270.0,995.0,1089.0,1775.0,619.0,53.0,135.0,220.0,464.0,1584.0,105.0,445.0,1047.0,1012.0,171.0,100.0,209.0,156.0,484.0,231.0
538,3075.0,35.0,7953.0,1719.0,2012.0,924.0,307.0,1231.0,999.0,801.0,2181.0,177.0,1655.0,2493.0,1381.0,997.0,81.0,1230.0,1031.0,879.0,280.0
539,1267.0,218.0,5539.0,578.0,1721.0,339.0,48.0,304.0,305.0,878.0,961.0,65.0,660.0,1276.0,1042.0,225.0,40.0,506.0,286.0,931.0,104.0
540,1376.0,596.0,5086.0,428.0,540.0,1133.0,7553.0,1140.0,777.0,968.0,1012.0,409.0,591.0,865.0,346.0,1043.0,2843.0,1278.0,1053.0,1489.0,1347.0
