strain_id,B_noMTX_Trifluoperazine.PMC1_CTR2,B_noMTX_Trifluoperazine.MID2_PIN2,B_noMTX_Trifluoperazine.HUG1_PGM2,B_noMTX_Trifluoperazine.SSH1_PIS1,B_noMTX_Trifluoperazine.DHH1_LSM3,B_noMTX_Trifluoperazine.SNA4_VAC8,B_noMTX_Trifluoperazine.MID2_MAM33,B_noMTX_Trifluoperazine.ALO1_ADE17,B_noMTX_Trifluoperazine.HNM1_TPO1,B_noMTX_Trifluoperazine.SSH1_ERV25,B_noMTX_Trifluoperazine.HNM1_TPO4,B_noMTX_Trifluoperazine.ALO1_UIP4,B_noMTX_Trifluoperazine.GTR1_SLM4,B_noMTX_Trifluoperazine.HNM1_MID2,B_noMTX_Trifluoperazine.RET2_EMP47,B_noMTX_Trifluoperazine.FMP45_MID2,B_noMTX_Trifluoperazine.RET2_SNA3,B_noMTX_Trifluoperazine.ERV25_ERG5,B_noMTX_Trifluoperazine.PMC1_GTR2,B_noMTX_Trifluoperazine.HNM1_TPO2,B_noMTX_Trifluoperazine.ERG11_MID2,B_noMTX_Trifluoperazine.ERV25_RBD2,B_noMTX_Trifluoperazine.SSH1_ERG11,B_noMTX_Trifluoperazine.SRO9_DHH1,B_noMTX_Trifluoperazine.ADE17_HYR1,B_noMTX_Trifluoperazine.noPPI_reference,B_noMTX_Trifluoperazine.HNM1_MAM33,B_noMTX_Trifluoperazine.MID2_WSC2,B_noMTX_Trifluoperazine.HUG1_ADE17,B_noMTX_Trifluoperazine.ADE17_GIS2,B_noMTX_Trifluoperazine.TPO1_MID2,B_noMTX_Trifluoperazine.ERG11_ERG5,B_noMTX_Trifluoperazine.ERG11_ACF2,B_noMTX_Trifluoperazine.ADE17_PGM2,B_noMTX_Trifluoperazine.ERV25_UIP4,B_noMTX_Trifluoperazine.ERG11_ERV25,B_noMTX_Trifluoperazine.FMP45_HNM1,B_noMTX_Trifluoperazine.HUG1_ALO1,B_noMTX_Trifluoperazine.TPO1_TCB2,B_noMTX_Trifluoperazine.ERV25_ORM2,B_noMTX_Trifluoperazine.ERG11_PIS1,B_noMTX_Trifluoperazine.FMP45_MEP1,B_noMTX_Trifluoperazine.HNM1_ERG11,B_noMTX_Trifluoperazine.ERG27_ACF2,B_noMTX_Trifluoperazine.MID2_RSN1,B_noMTX_Trifluoperazine.ERV25_EMP47,B_noMTX_Trifluoperazine.ERG11_TPO4,B_noMTX_Trifluoperazine.PLM2_SNA3,B_noMTX_Trifluoperazine.MID2_TPO2,B_noMTX_Trifluoperazine.ALO1_HYR1,B_noMTX_Trifluoperazine.SNA4_GTR2,B_noMTX_Trifluoperazine.MID2_TPO4,B_noMTX_Trifluoperazine.SSH1_ORM2,B_noMTX_Trifluoperazine.RET2_EMP70,B_noMTX_Trifluoperazine.HNM1_RBD2,B_noMTX_Trifluoperazine.SRO9_SGN1,B_noMTX_Trifluoperazine.ERV25_PIS1,B_noMTX_Trifluoperazine.ERG11_ORM2,B_noMTX_Trifluoperazine.ERG11_HYR1,B_noMTX_Trifluoperazine.PLM2_HNM1,B_noMTX_Trifluoperazine.SRO9_GIS2,B_noMTX_Trifluoperazine.TPO1_TPO2
1040,118.0,657,211.0,1627.0,964.0,2286.0,462.0,438.0,101.0,1152.0,193.0,329.0,67.0,467.0,18.0,800,38.0,543.0,315.0,433.0,412.0,462.0,439.0,518.0,22.0,256.0,208.0,57.0,204.0,73.0,76.0,286.0,553.0,283.0,1040,357,496.0,347.0,167.0,1310.0,921.0,70.0,1252.0,372.0,532.0,128.0,206.0,96.0,158.0,827,285.0,245.0,1298.0,31.0,3603.0,783.0,436.0,146.0,506.0,92.0,276.0,195.0
1046,42.0,281,66.0,11.0,271.0,5.0,195.0,214.0,37.0,85.0,87.0,53.0,9.0,91.0,3.0,218,7.0,446.0,70.0,86.0,196.0,8.0,19.0,306.0,52.0,640.0,88.0,218.0,52.0,38.0,9.0,92.0,202.0,427.0,298,1857,35.0,145.0,56.0,262.0,406.0,123.0,334.0,174.0,295.0,25.0,112.0,7.0,45.0,22,61.0,80.0,72.0,17.0,11.0,122.0,27.0,55.0,242.0,26.0,19.0,39.0
1050,11.0,74,155.0,25.0,14.0,10.0,71.0,8.0,12.0,9.0,36.0,14.0,17.0,21.0,6.0,446,5.0,46.0,11.0,10.0,142.0,20.0,68.0,141.0,13.0,1539.0,23.0,23.0,26.0,21.0,7.0,56.0,47.0,31.0,54,151,26.0,169.0,13.0,29.0,456.0,24.0,30.0,79.0,156.0,10.0,34.0,7.0,21.0,51,22.0,19.0,41.0,8.0,20.0,197.0,14.0,52.0,68.0,25.0,190.0,7.0
1065,13.0,79,3.0,7.0,17.0,5.0,47.0,9.0,1.0,0.0,1.0,12.0,2.0,5.0,1.0,63,0.0,3.0,16.0,2.0,3.0,2.0,31.0,160.0,4.0,47.0,3.0,2.0,6.0,2.0,7.0,39.0,39.0,1.0,61,7,4.0,16.0,21.0,2.0,245.0,13.0,31.0,8.0,99.0,8.0,85.0,26.0,3.0,6,31.0,11.0,4.0,2.0,2.0,158.0,0.0,42.0,1.0,1.0,23.0,18.0
1069,156.0,2148,520.0,2653.0,2360.0,3033.0,1242.0,207.0,1939.0,802.0,2979.0,95.0,42.0,155.0,55.0,237,38.0,1150.0,243.0,3503.0,1075.0,143.0,1135.0,408.0,308.0,540.0,2554.0,1934.0,786.0,149.0,226.0,262.0,782.0,2811.0,1459,1223,134.0,744.0,155.0,129.0,595.0,283.0,478.0,6465.0,2095.0,131.0,157.0,29.0,300.0,1243,2161.0,702.0,623.0,234.0,475.0,503.0,55.0,358.0,553.0,69.0,60.0,265.0
107,22.0,40,417.0,207.0,66.0,476.0,4.0,0.0,9.0,3.0,0.0,4.0,2.0,8.0,2.0,18,2.0,16.0,29.0,29.0,158.0,5.0,18.0,110.0,10.0,194.0,31.0,1.0,167.0,243.0,4.0,16.0,102.0,190.0,19,1758,20.0,291.0,3.0,9.0,413.0,84.0,10.0,52.0,37.0,1.0,91.0,2.0,4.0,13,56.0,15.0,14.0,9.0,2.0,83.0,7.0,37.0,58.0,7.0,10.0,7.0
113,1.0,88,1.0,19.0,16.0,6.0,13.0,1.0,9.0,24.0,4.0,55.0,3.0,4.0,5.0,107,10.0,27.0,4.0,4.0,216.0,2.0,86.0,8.0,10.0,1004.0,293.0,2.0,4.0,5.0,6.0,12.0,643.0,2.0,19,29,5.0,1.0,3.0,53.0,212.0,4.0,8.0,151.0,30.0,3.0,9.0,12.0,15.0,29,8.0,6.0,68.0,37.0,10.0,36.0,6.0,5.0,127.0,5.0,44.0,19.0
119,1.0,14,1.0,2.0,1.0,5.0,0.0,1.0,5.0,8.0,0.0,2.0,9.0,1.0,1.0,8,5.0,6.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,0.0,3.0,2.0,10.0,0.0,12,18,1.0,0.0,2.0,10.0,7.0,3.0,2.0,4.0,11.0,3.0,1.0,0.0,4.0,20,2.0,1.0,3.0,13.0,4.0,44.0,2.0,2.0,9.0,1.0,0.0,3.0
124,19.0,117,31.0,5.0,6.0,6.0,52.0,54.0,26.0,48.0,123.0,24.0,4.0,13.0,4.0,30,2.0,41.0,15.0,61.0,114.0,3.0,57.0,120.0,6.0,80.0,31.0,1.0,39.0,5.0,13.0,20.0,33.0,5.0,46,54,27.0,11.0,47.0,85.0,106.0,66.0,139.0,3.0,84.0,4.0,61.0,5.0,5.0,9,14.0,12.0,87.0,0.0,3.0,26.0,2.0,9.0,68.0,9.0,28.0,33.0
128,108.0,539,356.0,76.0,56.0,19.0,296.0,109.0,144.0,153.0,188.0,98.0,10.0,218.0,9.0,128,16.0,511.0,434.0,325.0,158.0,348.0,100.0,149.0,92.0,888.0,291.0,485.0,574.0,15.0,133.0,80.0,129.0,242.0,1072,20,33.0,1300.0,141.0,143.0,531.0,117.0,665.0,1079.0,322.0,103.0,20.0,95.0,79.0,1313,72.0,168.0,290.0,27.0,169.0,505.0,28.0,125.0,127.0,19.0,61.0,245.0
132,216.0,338,757.0,226.0,935.0,1374.0,233.0,189.0,455.0,205.0,728.0,450.0,26.0,251.0,13.0,72,42.0,1263.0,583.0,492.0,215.0,56.0,368.0,1024.0,119.0,750.0,489.0,189.0,1476.0,141.0,284.0,552.0,1574.0,1477.0,1648,431,219.0,589.0,254.0,1312.0,2123.0,278.0,666.0,689.0,378.0,128.0,482.0,18.0,119.0,2028,1252.0,137.0,600.0,54.0,238.0,451.0,155.0,194.0,684.0,23.0,112.0,241.0
133,33.0,496,15.0,1065.0,211.0,11.0,204.0,20.0,3.0,44.0,37.0,46.0,6.0,25.0,12.0,8,1.0,448.0,53.0,3.0,195.0,7.0,268.0,71.0,24.0,295.0,82.0,6.0,6.0,1449.0,20.0,44.0,60.0,12.0,245,27,78.0,3.0,53.0,686.0,150.0,95.0,14.0,2.0,164.0,9.0,58.0,2.0,25.0,9,122.0,15.0,470.0,5.0,5.0,25.0,15.0,81.0,19.0,1.0,15.0,118.0
136,43.0,59,92.0,377.0,10.0,3.0,13.0,403.0,3.0,40.0,2.0,66.0,2479.0,28.0,3.0,636,6.0,42.0,109.0,19.0,155.0,7.0,111.0,57.0,9.0,638.0,35.0,6.0,31.0,3.0,11.0,51.0,109.0,6.0,375,22,57.0,65.0,28.0,85.0,350.0,81.0,30.0,217.0,117.0,53.0,42.0,10.0,51.0,8,188.0,15.0,22.0,4.0,5.0,1059.0,4.0,47.0,37.0,32.0,90.0,25.0
14,30.0,324,148.0,564.0,389.0,597.0,145.0,46.0,214.0,357.0,260.0,170.0,34.0,130.0,23.0,497,52.0,717.0,145.0,175.0,668.0,20.0,642.0,736.0,44.0,1018.0,661.0,20.0,680.0,47.0,18.0,497.0,4860.0,369.0,114,5862,224.0,303.0,11.0,1750.0,3441.0,177.0,221.0,358.0,253.0,131.0,1824.0,199.0,264.0,334,168.0,549.0,642.0,74.0,174.0,916.0,314.0,1804.0,2522.0,120.0,556.0,15.0
146,447.0,3944,666.0,7182.0,5891.0,2413.0,2139.0,1236.0,4063.0,1348.0,3622.0,1211.0,275.0,972.0,99.0,2214,106.0,5894.0,1123.0,2660.0,1632.0,201.0,1888.0,2295.0,466.0,916.0,3506.0,3370.0,567.0,257.0,870.0,1017.0,3568.0,1456.0,4689,3270,743.0,430.0,624.0,1305.0,4869.0,1166.0,2498.0,2500.0,3940.0,905.0,1219.0,2372.0,728.0,9830,2277.0,1518.0,1784.0,134.0,2025.0,8209.0,533.0,903.0,2878.0,302.0,949.0,693.0
15,50.0,66,99.0,140.0,8.0,12.0,45.0,43.0,17.0,21.0,45.0,63.0,11.0,27.0,2.0,34,1.0,258.0,7.0,9.0,45.0,7.0,84.0,89.0,17.0,101.0,23.0,3.0,83.0,48.0,21.0,9.0,51.0,6.0,227,2631,26.0,149.0,40.0,717.0,86.0,60.0,64.0,201.0,78.0,10.0,7.0,3.0,12.0,161,57.0,37.0,409.0,24.0,1.0,81.0,38.0,58.0,52.0,8.0,28.0,60.0
151,9.0,48,3.0,12.0,47.0,6.0,21.0,5.0,30.0,43.0,8.0,4.0,339.0,12.0,1.0,36,2.0,14.0,15.0,6.0,79.0,4.0,25.0,163.0,8.0,108.0,14.0,4.0,8.0,7.0,18.0,25.0,66.0,34.0,45,270,29.0,14.0,52.0,38.0,219.0,25.0,29.0,47.0,53.0,18.0,56.0,2.0,3.0,45,36.0,10.0,18.0,6.0,18.0,376.0,4.0,21.0,44.0,5.0,36.0,15.0
153,31.0,109,49.0,116.0,19.0,4.0,22.0,60.0,70.0,146.0,2.0,28.0,11.0,41.0,4.0,112,5.0,93.0,77.0,10.0,185.0,60.0,51.0,232.0,26.0,96.0,35.0,5.0,21.0,3.0,0.0,92.0,77.0,2.0,138,534,89.0,21.0,3.0,723.0,258.0,78.0,79.0,59.0,135.0,14.0,27.0,2.0,12.0,161,13.0,26.0,808.0,6.0,4.0,375.0,50.0,221.0,202.0,13.0,60.0,2.0
171,3.0,107,20.0,17.0,11.0,11.0,68.0,18.0,8.0,4.0,26.0,7.0,179.0,32.0,137.0,53,10.0,49.0,10.0,14.0,50.0,292.0,9.0,18.0,8.0,11.0,8.0,30.0,20.0,4.0,4.0,11.0,113.0,2.0,85,97,31.0,27.0,2.0,43.0,38.0,29.0,99.0,22.0,52.0,6.0,7.0,2.0,17.0,24,14.0,17.0,182.0,14.0,30.0,26.0,6.0,18.0,10.0,12.0,4.0,1.0
175,38.0,153,52.0,86.0,4.0,3.0,23.0,0.0,283.0,4.0,0.0,72.0,20.0,6.0,2.0,40,2.0,44.0,30.0,0.0,42.0,3.0,3.0,121.0,3.0,204.0,6.0,1.0,30.0,0.0,5.0,8.0,7.0,1.0,49,28,3.0,99.0,4.0,14.0,52.0,40.0,21.0,13.0,90.0,6.0,20.0,2.0,15.0,197,65.0,43.0,30.0,2.0,2.0,58.0,3.0,31.0,4.0,5.0,29.0,20.0
17_2,1.0,11,2.0,0.0,13.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,4.0,1.0,1.0,1,0.0,6.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7,9,1.0,1.0,5.0,1.0,5.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,8,1.0,0.0,34.0,3.0,1.0,5.0,0.0,0.0,110.0,0.0,0.0,1.0
180,19.0,138,18.0,216.0,15.0,1.0,134.0,59.0,110.0,65.0,1.0,6.0,8.0,35.0,5.0,319,2.0,30.0,13.0,6.0,96.0,304.0,31.0,171.0,7.0,97.0,5.0,266.0,5.0,32.0,3.0,84.0,161.0,7.0,44,353,94.0,16.0,0.0,1016.0,211.0,32.0,122.0,4.0,210.0,6.0,62.0,147.0,15.0,8,34.0,21.0,162.0,5.0,12.0,189.0,74.0,84.0,132.0,7.0,78.0,1.0
180_2,28.0,435,27.0,506.0,30.0,10.0,173.0,200.0,174.0,388.0,18.0,32.0,46.0,58.0,9.0,2622,9.0,177.0,31.0,48.0,171.0,888.0,219.0,781.0,8.0,267.0,85.0,4.0,20.0,52.0,19.0,78.0,333.0,7.0,77,4116,706.0,40.0,13.0,1521.0,225.0,102.0,145.0,18.0,106.0,32.0,77.0,18.0,12.0,242,40.0,40.0,1155.0,48.0,16.0,2178.0,194.0,322.0,1158.0,32.0,140.0,18.0
185,4.0,27,8.0,7.0,14.0,4.0,3.0,2.0,2.0,4.0,3.0,11.0,17.0,9.0,0.0,31,1.0,27.0,5.0,5.0,7.0,7.0,4.0,17.0,3.0,3.0,12.0,1.0,3.0,3.0,2.0,5.0,22.0,2.0,28,93,18.0,12.0,1.0,26.0,44.0,8.0,28.0,7.0,14.0,2.0,9.0,2.0,0.0,45,6.0,5.0,5.0,3.0,4.0,21.0,5.0,8.0,1.0,2.0,2.0,1.0
187,51.0,200,243.0,45.0,38.0,10.0,48.0,581.0,14.0,42.0,11.0,39.0,3.0,25.0,3.0,132,8.0,394.0,116.0,46.0,65.0,8.0,21.0,92.0,21.0,205.0,22.0,12.0,101.0,17.0,4.0,45.0,38.0,317.0,1600,28,9.0,176.0,1.0,40.0,241.0,60.0,142.0,49.0,99.0,81.0,105.0,6.0,5.0,1094,140.0,32.0,41.0,9.0,5.0,110.0,11.0,70.0,9.0,5.0,4.0,2.0
188,106.0,239,443.0,16.0,116.0,2179.0,208.0,49.0,60.0,41.0,3.0,49.0,7.0,35.0,5.0,285,12.0,85.0,115.0,12.0,128.0,11.0,76.0,158.0,29.0,834.0,12.0,14.0,233.0,11.0,108.0,121.0,279.0,23.0,146,66,131.0,203.0,328.0,33.0,511.0,109.0,109.0,30.0,581.0,4.0,121.0,5.0,86.0,32,149.0,164.0,18.0,21.0,1591.0,450.0,60.0,24.0,9.0,35.0,77.0,369.0
192,5.0,61,6.0,235.0,21.0,6.0,12.0,4.0,23.0,23.0,8.0,7.0,4.0,13.0,74.0,22,11.0,60.0,2.0,23.0,105.0,28.0,44.0,32.0,10.0,159.0,16.0,125.0,4.0,33.0,9.0,6.0,38.0,3.0,135,1165,10.0,5.0,10.0,396.0,37.0,12.0,79.0,35.0,127.0,13.0,4.0,2.0,20.0,120,13.0,42.0,58.0,143.0,9.0,101.0,99.0,23.0,28.0,6.0,5.0,14.0
20,1.0,52,2.0,10.0,2.0,5.0,38.0,2.0,7.0,41.0,1.0,17.0,8.0,5.0,0.0,50,0.0,203.0,1.0,1.0,96.0,1.0,0.0,210.0,3.0,505.0,8.0,3.0,3.0,3.0,1.0,51.0,9.0,9.0,15,140,14.0,0.0,1.0,39.0,206.0,46.0,26.0,3.0,72.0,4.0,91.0,3.0,2.0,21,43.0,4.0,10.0,1.0,1.0,71.0,3.0,21.0,4.0,3.0,13.0,2.0
209,7.0,59,89.0,20.0,19.0,11.0,32.0,44.0,140.0,28.0,47.0,50.0,667.0,27.0,4.0,64,6.0,126.0,8.0,78.0,130.0,700.0,112.0,119.0,92.0,383.0,123.0,222.0,266.0,19.0,3.0,27.0,207.0,75.0,116,43,34.0,43.0,4.0,43.0,84.0,57.0,59.0,95.0,108.0,19.0,16.0,9.0,55.0,29,75.0,42.0,82.0,10.0,6.0,353.0,3.0,80.0,216.0,32.0,25.0,15.0
210,2.0,29,4.0,22.0,9.0,10.0,11.0,5.0,4.0,62.0,4.0,8.0,4.0,21.0,0.0,27,2.0,21.0,2.0,9.0,39.0,1.0,12.0,20.0,1.0,131.0,10.0,352.0,4.0,1.0,2.0,32.0,34.0,9.0,11,55,11.0,0.0,4.0,24.0,46.0,10.0,4.0,4.0,14.0,6.0,10.0,5.0,7.0,8,16.0,29.0,165.0,3.0,5.0,75.0,4.0,8.0,18.0,4.0,3.0,3.0
217,1.0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,6,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0
22,1.0,18,2.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1,0.0,1.0,0.0,2.0,22.0,1.0,0.0,2.0,3.0,24.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,6,33,1.0,2.0,0.0,6.0,2.0,7.0,4.0,1.0,9.0,3.0,1.0,2.0,0.0,6,11.0,1.0,4.0,1.0,2.0,5.0,0.0,1.0,0.0,2.0,1.0,0.0
226,122.0,240,149.0,6.0,81.0,10.0,195.0,56.0,16.0,21.0,51.0,35.0,509.0,129.0,1.0,163,5.0,384.0,143.0,94.0,98.0,13.0,36.0,48.0,4.0,294.0,16.0,88.0,121.0,7.0,13.0,53.0,163.0,6.0,124,82,59.0,243.0,27.0,131.0,305.0,56.0,426.0,3.0,77.0,38.0,93.0,15.0,17.0,16,122.0,68.0,32.0,3.0,7.0,174.0,12.0,51.0,87.0,14.0,13.0,8.0
235,14.0,4,6.0,17.0,4.0,4.0,65.0,2.0,2.0,10.0,3.0,28.0,2.0,5.0,4.0,357,0.0,63.0,40.0,1.0,40.0,4.0,44.0,3.0,0.0,105.0,5.0,0.0,56.0,0.0,5.0,3.0,19.0,2.0,46,5,4.0,11.0,0.0,18.0,7.0,2.0,5.0,23.0,28.0,9.0,67.0,4.0,8.0,5,32.0,2.0,112.0,0.0,3.0,84.0,2.0,6.0,12.0,2.0,13.0,0.0
