strain_id,B_MTX_Trifluoperazine.ERV25_RBD2,B_MTX_Trifluoperazine.TPO1_TPO2,B_MTX_Trifluoperazine.HUG1_ADE17,B_MTX_Trifluoperazine.HUG1_ALO1,B_MTX_Trifluoperazine.MID2_WSC2,B_MTX_Trifluoperazine.MID2_TPO4,B_MTX_Trifluoperazine.MID2_MAM33,B_MTX_Trifluoperazine.SNA4_VAC8,B_MTX_Trifluoperazine.ERG11_HYR1,B_MTX_Trifluoperazine.PMC1_GTR2,B_MTX_Trifluoperazine.ERG11_ORM2,B_MTX_Trifluoperazine.ERV25_EMP47,B_MTX_Trifluoperazine.ERG11_ERV25,B_MTX_Trifluoperazine.ERV25_ERG5,B_MTX_Trifluoperazine.HNM1_TPO4,B_MTX_Trifluoperazine.ERG11_MID2,B_MTX_Trifluoperazine.FMP45_MEP1,B_MTX_Trifluoperazine.SRO9_SGN1,B_MTX_Trifluoperazine.ALO1_HYR1,B_MTX_Trifluoperazine.SRO9_GIS2,B_MTX_Trifluoperazine.FMP45_MID2,B_MTX_Trifluoperazine.ALO1_UIP4,B_MTX_Trifluoperazine.ERG11_TPO4,B_MTX_Trifluoperazine.ERV25_UIP4,B_MTX_Trifluoperazine.ERV25_ORM2,B_MTX_Trifluoperazine.SSH1_ORM2,B_MTX_Trifluoperazine.ERG27_ACF2,B_MTX_Trifluoperazine.TPO1_TCB2,B_MTX_Trifluoperazine.RET2_EMP47,B_MTX_Trifluoperazine.ADE17_GIS2,B_MTX_Trifluoperazine.TPO1_MID2,B_MTX_Trifluoperazine.PLM2_SNA3,B_MTX_Trifluoperazine.HNM1_MAM33,B_MTX_Trifluoperazine.HNM1_ERG11,B_MTX_Trifluoperazine.HNM1_RBD2,B_MTX_Trifluoperazine.RET2_SNA3,B_MTX_Trifluoperazine.ERG11_PIS1,B_MTX_Trifluoperazine.HNM1_TPO2,B_MTX_Trifluoperazine.ADE17_PGM2,B_MTX_Trifluoperazine.MID2_TPO2,B_MTX_Trifluoperazine.MID2_RSN1,B_MTX_Trifluoperazine.SSH1_ERG11,B_MTX_Trifluoperazine.ADE17_HYR1,B_MTX_Trifluoperazine.SSH1_PIS1,B_MTX_Trifluoperazine.ERV25_PIS1,B_MTX_Trifluoperazine.PMC1_CTR2,B_MTX_Trifluoperazine.ERG11_ACF2,B_MTX_Trifluoperazine.SRO9_DHH1,B_MTX_Trifluoperazine.SSH1_ERV25,B_MTX_Trifluoperazine.noPPI_reference,B_MTX_Trifluoperazine.SNA4_GTR2,B_MTX_Trifluoperazine.ALO1_ADE17,B_MTX_Trifluoperazine.RET2_EMP70,B_MTX_Trifluoperazine.MID2_PIN2,B_MTX_Trifluoperazine.PLM2_HNM1,B_MTX_Trifluoperazine.FMP45_HNM1,B_MTX_Trifluoperazine.GTR1_SLM4,B_MTX_Trifluoperazine.HNM1_TPO1,B_MTX_Trifluoperazine.ERG11_ERG5,B_MTX_Trifluoperazine.DHH1_LSM3,B_MTX_Trifluoperazine.HUG1_PGM2,B_MTX_Trifluoperazine.HNM1_MID2
1046,1.0,0.0,7.0,4.0,1.0,3.0,0.0,3.0,42.0,0.0,3.0,2.0,481.0,6.0,2.0,2.0,3.0,4.0,2.0,4.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,6.0,5.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,4.0,14.0,5.0,3.0,2.0
1050,19.0,1.0,39.0,51.0,8.0,11.0,9.0,16.0,17.0,8.0,22.0,30.0,19.0,170.0,12.0,10.0,7.0,13.0,9.0,760.0,16.0,9.0,25.0,11.0,5.0,7.0,47.0,2.0,4.0,5.0,2.0,6.0,4.0,48.0,5.0,6.0,94.0,1.0,2.0,87.0,49.0,199.0,4.0,8.0,8.0,12.0,32.0,20.0,12.0,198.0,6.0,2.0,2.0,57.0,12.0,8.0,12.0,113.0,28.0,26.0,41.0,32.0
1065,10.0,22.0,7.0,8.0,2.0,7.0,33.0,5.0,2.0,8.0,3.0,106.0,3.0,28.0,0.0,1.0,20.0,36.0,3.0,94.0,0.0,28.0,25.0,6.0,3.0,2.0,41.0,0.0,0.0,0.0,22.0,0.0,1.0,15.0,2.0,1.0,22.0,0.0,0.0,26.0,2.0,24.0,8.0,2.0,0.0,18.0,17.0,25.0,0.0,146.0,10.0,2.0,0.0,8.0,2.0,2.0,0.0,0.0,16.0,61.0,4.0,2.0
1069,370.0,3184.0,16965.0,1822.0,4619.0,6852.0,4878.0,7853.0,239.0,1540.0,246.0,1943.0,547.0,2969.0,9926.0,1601.0,2606.0,472.0,1749.0,146.0,1735.0,326.0,301.0,1122.0,186.0,421.0,13547.0,121.0,207.0,120.0,1464.0,325.0,12548.0,2394.0,1674.0,135.0,299.0,26194.0,528.0,9412.0,1052.0,6381.0,568.0,13809.0,293.0,465.0,265.0,656.0,1494.0,1343.0,7038.0,266.0,276.0,804.0,1309.0,796.0,1424.0,14708.0,318.0,4915.0,4238.0,639.0
107,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,9.0,2.0,6.0,5.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,7.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,10.0,5.0,0.0,3.0
113,22.0,30.0,6.0,1.0,2.0,7.0,81.0,37.0,5.0,10.0,1.0,11.0,13.0,42.0,17.0,122.0,5.0,17.0,10.0,5.0,4.0,232.0,21.0,1.0,107.0,833.0,218.0,3.0,2.0,4.0,2.0,9.0,2.0,32.0,4.0,1.0,8.0,2.0,1.0,62.0,13.0,31.0,18.0,26.0,4.0,2.0,84.0,9.0,1.0,3547.0,20.0,3.0,2.0,285.0,12.0,6.0,7.0,6.0,24.0,11.0,7.0,4.0
119,3.0,1.0,2.0,3.0,1.0,2.0,1.0,7.0,6.0,2.0,2.0,10.0,5.0,3.0,5.0,1.0,4.0,13.0,5.0,3.0,2.0,1.0,2.0,1.0,6.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,5.0,1.0,0.0,2.0,9.0,3.0,4.0,3.0,2.0,7.0,3.0,2.0,0.0,1.0,6.0,3.0,2.0,18.0,2.0,0.0,8.0,2.0,0.0,71.0,3.0,6.0,10.0,1.0,2.0
124,39.0,340.0,3416.0,230.0,1.0,117.0,188.0,24.0,35.0,361.0,21.0,17.0,216.0,56.0,102.0,117.0,101.0,16.0,11.0,8.0,5.0,511.0,55.0,79.0,79.0,10.0,2.0,1.0,12.0,0.0,193.0,1.0,229.0,77.0,4.0,3.0,88.0,101.0,14.0,79.0,12.0,173.0,36.0,1.0,5.0,219.0,241.0,43.0,34.0,248.0,9.0,5.0,13.0,7.0,13.0,16.0,7.0,167.0,41.0,140.0,182.0,22.0
128,1.0,1.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,20.0,3.0,2.0,0.0,1.0,5.0,2.0,4.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,24.0,2.0,1.0,6.0,1.0,0.0
132,1.0,0.0,40.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,38.0,0.0,547.0,2.0,0.0,14.0,3.0,17.0,1.0,65.0,3.0,2.0,0.0,3.0,48.0,17.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,2.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,182.0,15.0,3.0,2.0
133,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,1.0
136,1.0,0.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,14.0,2.0,11.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,4.0,0.0,1.0,4.0,2.0,2.0,6.0,0.0,1.0
14,94.0,28.0,1237.0,321.0,41.0,2948.0,865.0,123.0,938.0,566.0,1292.0,3586.0,12459.0,879.0,308.0,1003.0,981.0,1549.0,113.0,660.0,176.0,179.0,3011.0,138.0,723.0,554.0,690.0,12.0,27.0,52.0,32.0,1899.0,935.0,2068.0,861.0,48.0,1873.0,523.0,41.0,3270.0,471.0,2170.0,101.0,93.0,2293.0,83.0,5797.0,403.0,709.0,678.0,381.0,61.0,55.0,442.0,669.0,309.0,296.0,706.0,517.0,1580.0,355.0,469.0
146,190.0,3240.0,461.0,122.0,155.0,3300.0,153.0,666.0,443.0,642.0,666.0,1166.0,6537.0,5096.0,2267.0,1256.0,295.0,2931.0,691.0,1645.0,143.0,248.0,855.0,282.0,885.0,351.0,116.0,27.0,81.0,121.0,744.0,234.0,465.0,2082.0,166.0,50.0,957.0,4347.0,96.0,3651.0,376.0,3333.0,306.0,414.0,222.0,130.0,137.0,818.0,1332.0,93.0,839.0,259.0,114.0,710.0,198.0,195.0,608.0,1808.0,1001.0,8854.0,153.0,1304.0
15,42.0,213.0,6977.0,162.0,6.0,25.0,58.0,58.0,26.0,99.0,228.0,44.0,311.0,28.0,30.0,32.0,16.0,50.0,92.0,78.0,11.0,49.0,8.0,73.0,138.0,197.0,111.0,3.0,15.0,0.0,100.0,2.0,31.0,26.0,3.0,3.0,10.0,45.0,6.0,111.0,4.0,249.0,19.0,20.0,4.0,68.0,8.0,78.0,81.0,30.0,47.0,143.0,10.0,46.0,22.0,5.0,4.0,7.0,22.0,118.0,232.0,17.0
151,1.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,66.0,6.0,4.0,2.0,2.0,5.0,3.0,18.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,1.0,5.0,7.0,11.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,3.0,5.0,2.0,7.0,18.0,1.0,9.0,4.0,1.0,2.0
171,16.0,4.0,59.0,16.0,3.0,17.0,8.0,83.0,5.0,5.0,11.0,29.0,106.0,24.0,13.0,22.0,17.0,40.0,27.0,7.0,13.0,20.0,13.0,79.0,59.0,17.0,2.0,1.0,3.0,7.0,5.0,10.0,33.0,120.0,74.0,2.0,12.0,85.0,3.0,25.0,17.0,8.0,11.0,9.0,44.0,10.0,28.0,14.0,13.0,16.0,24.0,12.0,3.0,16.0,20.0,18.0,1403.0,27.0,12.0,79.0,31.0,35.0
180_2,1.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,81.0,2.0,47.0,9.0,602.0,3.0,2.0,10.0,3.0,169.0,3.0,26.0,0.0,4.0,3.0,1.0,44.0,3.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,11.0,1.0,0.0,14.0,2.0,4.0,1.0,3.0,5.0,4.0,1.0,5.0,0.0,0.0,9.0,13.0,2.0,14.0,3.0,2.0,6.0,12.0,2.0,21.0,4.0,13.0,5.0,3.0,0.0
185,6.0,8.0,14.0,7.0,4.0,13.0,5.0,8.0,3.0,23.0,9.0,37.0,140.0,44.0,20.0,12.0,57.0,23.0,41.0,4.0,9.0,32.0,15.0,21.0,11.0,8.0,9.0,1.0,3.0,4.0,10.0,13.0,17.0,44.0,8.0,1.0,15.0,19.0,1.0,32.0,21.0,14.0,3.0,12.0,50.0,6.0,27.0,4.0,19.0,18.0,8.0,24.0,5.0,7.0,19.0,15.0,47.0,12.0,8.0,34.0,11.0,27.0
188,2.0,0.0,4.0,2.0,6.0,3.0,1.0,4.0,0.0,0.0,2.0,5.0,1780.0,5.0,2.0,50.0,11.0,23.0,15.0,98.0,4.0,4.0,12.0,12.0,6.0,5.0,2.0,1.0,0.0,3.0,1.0,2.0,14.0,1.0,3.0,0.0,6.0,2.0,2.0,6.0,6.0,4.0,2.0,5.0,8.0,0.0,1.0,6.0,2.0,1.0,4.0,0.0,8.0,3.0,3.0,5.0,8.0,16.0,52.0,3.0,4.0,4.0
192,7.0,3.0,8.0,4.0,4.0,8.0,2.0,16.0,3.0,1.0,5.0,24.0,16.0,17.0,9.0,5.0,17.0,9.0,8.0,5.0,4.0,4.0,6.0,4.0,21.0,5.0,7.0,2.0,1.0,10.0,4.0,11.0,12.0,11.0,4.0,3.0,8.0,9.0,11.0,6.0,4.0,9.0,10.0,8.0,5.0,4.0,7.0,8.0,12.0,8.0,20.0,8.0,4.0,10.0,12.0,6.0,56.0,12.0,9.0,16.0,4.0,5.0
20,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,83.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,1.0,2.0
209,5.0,2.0,11.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,8.0,6.0,10.0,0.0,1.0,2.0,19.0,6.0,11.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,4.0,3.0,1.0,0.0,3.0,0.0,3.0,7.0,8.0,0.0,1.0,3.0,1.0
210,8.0,1.0,11.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,7.0,24.0,3.0,4.0,3.0,2.0,8.0,5.0,1.0,1.0,2.0,2.0,12.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,14.0,0.0,3.0,5.0,2.0,3.0,6.0,4.0,0.0,1.0,1.0,0.0,7.0,1.0,1.0,1.0,3.0,1.0,14.0,1.0,5.0
22,13.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,23.0,1.0,1.0,87.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,20.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,13.0,2.0,2.0,15.0,8.0,0.0,0.0,11.0,0.0,0.0,1754.0,21.0,1.0,0.0,0.0,4.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0
226,6.0,52.0,332.0,220.0,0.0,283.0,63.0,11.0,37.0,278.0,26.0,715.0,306.0,242.0,96.0,82.0,141.0,83.0,7.0,29.0,47.0,66.0,29.0,128.0,31.0,87.0,2.0,0.0,13.0,5.0,31.0,11.0,35.0,289.0,0.0,6.0,84.0,55.0,15.0,42.0,23.0,37.0,10.0,14.0,8.0,227.0,19.0,21.0,12.0,268.0,130.0,10.0,13.0,39.0,21.0,35.0,533.0,5.0,65.0,228.0,215.0,182.0
235,2.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0,4.0,1.0,1.0,2.0,6.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0
240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
248,1.0,0.0,3.0,58.0,4.0,0.0,1.0,4.0,0.0,0.0,47.0,7.0,5.0,120.0,2.0,73.0,1.0,4.0,3.0,0.0,3.0,0.0,0.0,190.0,20.0,5.0,0.0,3.0,0.0,2.0,0.0,2.0,22.0,1.0,1.0,0.0,35.0,370.0,214.0,13.0,7.0,53.0,5.0,0.0,1.0,0.0,1.0,0.0,9.0,76.0,84.0,7.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,46.0,4.0
252,67.0,11.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,144.0,2.0,137.0,27.0,0.0,1.0,3.0,2.0,1.0,3.0,15.0,3.0,1.0,128.0,59.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,3.0,3.0,53.0,1.0,2.0,78.0,31.0,0.0,2.0,40.0,1.0,1.0,12123.0,6.0,0.0,0.0,1.0,37.0,0.0,1.0,23.0,0.0,8.0,1.0,0.0
253,5.0,3.0,4.0,0.0,2.0,2.0,11.0,134.0,3.0,15.0,1.0,179.0,6.0,60.0,4.0,9.0,7.0,331.0,129.0,15.0,5.0,42.0,0.0,4.0,47.0,37.0,1.0,0.0,0.0,5.0,9.0,20.0,4.0,7.0,414.0,0.0,5.0,4.0,4.0,11.0,5.0,5.0,678.0,1.0,2.0,10.0,9.0,23.0,0.0,67.0,18.0,0.0,1.0,27.0,15.0,0.0,1.0,7.0,7.0,5.0,0.0,1.0
254,1.0,2.0,142.0,1.0,0.0,2.0,3.0,1.0,16.0,1.0,1.0,2.0,5.0,0.0,2.0,11.0,2.0,38.0,2.0,6.0,0.0,2.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,6.0,17.0,3.0,7.0,20.0,0.0,3.0
257,3.0,1.0,1.0,0.0,6.0,0.0,3.0,7.0,1.0,0.0,2.0,3.0,3.0,1.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,8.0,2.0,3.0,2.0,4.0,1.0,4.0,4.0,2.0,27.0,8.0,0.0,3.0,22.0,0.0
