strain_id,B_MTX_Metformin.ADE17_HYR1,B_MTX_Metformin.ERG27_ACF2,B_MTX_Metformin.ERG11_ERG5,B_MTX_Metformin.RET2_EMP70,B_MTX_Metformin.ERV25_EMP47,B_MTX_Metformin.DHH1_LSM3,B_MTX_Metformin.ERG11_MID2,B_MTX_Metformin.SSH1_ORM2,B_MTX_Metformin.SNA4_VAC8,B_MTX_Metformin.PLM2_HNM1,B_MTX_Metformin.ERG11_TPO4,B_MTX_Metformin.HNM1_RBD2,B_MTX_Metformin.SSH1_ERV25,B_MTX_Metformin.SNA4_GTR2,B_MTX_Metformin.RET2_SNA3,B_MTX_Metformin.HUG1_PGM2,B_MTX_Metformin.HNM1_ERG11,B_MTX_Metformin.MID2_TPO2,B_MTX_Metformin.SRO9_GIS2,B_MTX_Metformin.ERG11_ORM2,B_MTX_Metformin.RET2_EMP47,B_MTX_Metformin.TPO1_MID2,B_MTX_Metformin.HUG1_ALO1,B_MTX_Metformin.PMC1_GTR2,B_MTX_Metformin.HNM1_TPO1,B_MTX_Metformin.SSH1_PIS1,B_MTX_Metformin.SSH1_ERG11,B_MTX_Metformin.ERG11_ACF2,B_MTX_Metformin.GTR1_SLM4,B_MTX_Metformin.SRO9_SGN1,B_MTX_Metformin.HNM1_MID2,B_MTX_Metformin.ERV25_RBD2,B_MTX_Metformin.ALO1_HYR1,B_MTX_Metformin.ERV25_ORM2,B_MTX_Metformin.ERG11_HYR1,B_MTX_Metformin.HNM1_TPO4,B_MTX_Metformin.SRO9_DHH1,B_MTX_Metformin.FMP45_MID2,B_MTX_Metformin.PLM2_SNA3,B_MTX_Metformin.MID2_RSN1,B_MTX_Metformin.FMP45_MEP1,B_MTX_Metformin.HUG1_ADE17,B_MTX_Metformin.ERG11_PIS1,B_MTX_Metformin.PMC1_CTR2,B_MTX_Metformin.TPO1_TPO2,B_MTX_Metformin.ADE17_GIS2,B_MTX_Metformin.ERV25_PIS1,B_MTX_Metformin.HNM1_TPO2,B_MTX_Metformin.MID2_MAM33,B_MTX_Metformin.ALO1_UIP4,B_MTX_Metformin.FMP45_HNM1,B_MTX_Metformin.ALO1_ADE17,B_MTX_Metformin.noPPI_reference,B_MTX_Metformin.TPO1_TCB2,B_MTX_Metformin.HNM1_MAM33,B_MTX_Metformin.MID2_TPO4,B_MTX_Metformin.ADE17_PGM2,B_MTX_Metformin.MID2_WSC2,B_MTX_Metformin.ERG11_ERV25,B_MTX_Metformin.ERV25_ERG5,B_MTX_Metformin.ERV25_UIP4,B_MTX_Metformin.MID2_PIN2
1050,12.0,78.0,49.0,11.0,29.0,129.0,25.0,27.0,4.0,126.0,6.0,14.0,23.0,125,24.0,684.0,14.0,103.0,339.0,239.0,16.0,15.0,2372.0,37.0,26.0,50.0,199.0,369.0,21.0,306,65.0,37.0,12.0,71.0,449,121.0,84.0,88.0,10.0,202.0,32.0,60.0,63.0,33.0,13.0,8.0,11.0,7.0,82.0,280.0,107.0,12.0,1754.0,5.0,10.0,25.0,1.0,6.0,23.0,103.0,33.0,27.0
1052,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,16,1.0,0.0,1.0,4.0,1,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0
1065,9.0,43.0,6.0,7.0,401.0,177.0,1.0,3.0,6.0,6.0,74.0,5.0,3.0,320,4.0,75.0,16.0,62.0,119.0,31.0,1.0,145.0,533.0,41.0,11.0,13.0,20.0,336.0,5.0,1291,2.0,13.0,7.0,24.0,10,5.0,66.0,16.0,0.0,99.0,36.0,9.0,96.0,16.0,63.0,4.0,7.0,2.0,22.0,30.0,0.0,3.0,509.0,55.0,9.0,11.0,1.0,2.0,9.0,62.0,72.0,27.0
1069,374.0,14679.0,377.0,176.0,1672.0,14353.0,2614.0,516.0,2434.0,1362.0,352.0,1650.0,1631.0,22188,152.0,1648.0,767.0,11301.0,111.0,624.0,79.0,2675.0,6125.0,370.0,4783.0,16426.0,6529.0,1946.0,127.0,1229,1713.0,261.0,1668.0,568.0,2370,12628.0,679.0,552.0,38.0,5161.0,689.0,5956.0,397.0,263.0,673.0,234.0,107.0,9906.0,1613.0,205.0,139.0,400.0,1975.0,401.0,3894.0,5794.0,1941.0,2506.0,159.0,4397.0,1169.0,1096.0
107,2.0,2.0,34.0,0.0,8.0,15.0,36.0,10.0,103.0,1.0,120.0,1.0,2.0,10,2.0,20.0,3.0,1.0,61.0,8.0,5.0,34.0,6.0,0.0,0.0,3.0,12.0,1.0,6.0,562,43.0,1.0,4.0,14.0,345,1.0,10.0,1.0,0.0,3.0,4.0,16.0,91.0,1.0,3.0,59.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,141.0,54.0,4.0,3.0
113,12.0,84.0,10.0,2.0,4.0,125.0,124.0,471.0,0.0,6.0,38.0,5.0,8.0,13,5.0,5.0,0.0,37.0,3.0,1.0,1.0,2.0,5.0,2.0,10.0,68.0,2.0,879.0,2.0,50,7.0,15.0,2.0,437.0,14,8.0,4.0,29.0,3.0,27.0,5.0,4.0,258.0,5.0,8.0,12.0,7.0,2.0,35.0,109.0,2.0,0.0,1807.0,1.0,5.0,2.0,1.0,1.0,4.0,25.0,9.0,35.0
119,3.0,4.0,0.0,2.0,4.0,52.0,0.0,14.0,2.0,1.0,2.0,0.0,1.0,21,2.0,0.0,2.0,2.0,2.0,3.0,1.0,5.0,9.0,2.0,3.0,14.0,1.0,5.0,3.0,89,1.0,2.0,3.0,20.0,13,5.0,5.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,12.0,1.0,5.0,4.0,2.0,1.0,5.0,6.0,5.0,7.0
124,18.0,18.0,15.0,27.0,9.0,126.0,49.0,143.0,2.0,161.0,216.0,15.0,119.0,95,18.0,721.0,91.0,859.0,29.0,7.0,6.0,1070.0,1148.0,126.0,112.0,17.0,90.0,177.0,7.0,151,184.0,22.0,4.0,515.0,376,142.0,59.0,1.0,3.0,533.0,51.0,107.0,141.0,155.0,673.0,5.0,7.0,56.0,201.0,126.0,94.0,107.0,940.0,406.0,344.0,283.0,3.0,11.0,61.0,18.0,149.0,50.0
132,5.0,10.0,658.0,19.0,24.0,4955.0,212.0,110.0,43.0,4.0,345.0,10.0,58.0,109,32.0,30.0,75.0,134.0,253.0,985.0,19.0,525.0,31.0,33.0,140.0,30.0,213.0,27.0,26.0,797,376.0,35.0,4.0,3833.0,3575,269.0,49.0,4.0,1.0,2.0,4.0,32.0,464.0,36.0,25.0,65.0,6.0,159.0,15.0,6.0,10.0,19.0,22.0,11.0,8.0,90.0,4.0,2.0,123.0,668.0,11.0,24.0
133,1.0,1.0,15.0,1.0,8.0,190.0,36.0,80.0,0.0,5.0,20.0,1.0,19.0,1,0.0,4.0,2.0,1.0,0.0,186.0,0.0,3.0,0.0,1.0,1.0,27.0,19.0,1.0,1.0,32,2.0,0.0,0.0,46.0,8,26.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,7.0,2.0
14,41.0,512.0,726.0,37.0,1538.0,2152.0,999.0,215.0,103.0,490.0,1642.0,305.0,200.0,807,65.0,697.0,559.0,963.0,256.0,1108.0,51.0,36.0,1101.0,149.0,281.0,515.0,1089.0,6074.0,75.0,579,479.0,48.0,77.0,1991.0,8412,156.0,232.0,282.0,763.0,143.0,96.0,4025.0,1321.0,63.0,56.0,36.0,696.0,134.0,168.0,62.0,495.0,31.0,1922.0,20.0,188.0,2243.0,176.0,28.0,454.0,1622.0,51.0,503.0
146,194.0,2335.0,1252.0,172.0,7511.0,24232.0,1821.0,2284.0,752.0,1841.0,1405.0,2112.0,1287.0,9190,165.0,1297.0,1911.0,7081.0,1803.0,952.0,148.0,4291.0,2179.0,1117.0,2490.0,27175.0,6396.0,3595.0,310.0,15893,2673.0,1055.0,10070.0,2468.0,3107,4808.0,1233.0,1057.0,1306.0,3843.0,1245.0,1637.0,1391.0,720.0,672.0,206.0,633.0,2983.0,1558.0,1546.0,1062.0,1528.0,1208.0,538.0,2544.0,5899.0,183.0,1708.0,963.0,5794.0,1624.0,2915.0
15,5.0,409.0,56.0,18.0,12.0,61.0,36.0,88.0,3.0,125.0,11.0,5.0,74.0,344,15.0,723.0,7.0,60.0,81.0,77.0,8.0,205.0,1021.0,8.0,5.0,310.0,110.0,29.0,7.0,121,52.0,28.0,256.0,795.0,1816,44.0,39.0,50.0,1.0,125.0,14.0,390.0,39.0,53.0,57.0,3.0,7.0,5.0,29.0,162.0,40.0,45.0,248.0,95.0,13.0,16.0,2.0,3.0,21.0,208.0,241.0,283.0
151,8.0,3.0,30.0,2.0,11.0,70.0,9.0,5.0,0.0,0.0,21.0,3.0,6.0,19,3.0,1.0,2.0,4.0,40.0,27.0,0.0,13.0,16.0,2.0,12.0,28.0,18.0,15.0,13.0,438,2.0,0.0,8.0,25.0,225,5.0,6.0,1.0,1.0,6.0,1.0,8.0,18.0,5.0,4.0,4.0,4.0,3.0,0.0,3.0,3.0,1.0,21.0,3.0,6.0,4.0,1.0,1.0,6.0,23.0,14.0,8.0
17,2.0,4.0,0.0,1.0,5.0,18.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,4,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,1.0,6.0,9.0,4.0,12.0,4.0,35,1.0,3.0,2.0,10.0,12,0.0,3.0,1.0,0.0,4.0,5.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,5.0,0.0,1.0,4.0,4.0,6.0,2.0
171,8.0,24.0,15.0,12.0,23.0,156.0,11.0,19.0,12.0,5.0,8.0,31.0,10.0,44,17.0,56.0,18.0,20.0,2.0,11.0,15.0,9.0,104.0,16.0,5.0,33.0,8.0,151.0,74.0,89,15.0,10.0,12.0,171.0,101,4.0,19.0,6.0,3.0,16.0,5.0,190.0,37.0,11.0,14.0,8.0,12.0,15.0,9.0,17.0,6.0,2.0,37.0,7.0,6.0,15.0,7.0,5.0,8.0,32.0,40.0,16.0
17_2,3.0,1.0,0.0,2.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,3,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,2,0.0,2.0,0.0,2.0,238,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0
180,2.0,3.0,100.0,1.0,11.0,14.0,50.0,36.0,0.0,1.0,6.0,1.0,2.0,8,1.0,1.0,6.0,2.0,74.0,268.0,0.0,4.0,21.0,3.0,3.0,10.0,14.0,18.0,5.0,54,5.0,0.0,3.0,2142.0,182,0.0,4.0,5.0,5.0,4.0,2.0,1.0,90.0,0.0,0.0,1.0,14.0,0.0,1.0,1.0,3.0,6.0,10.0,1.0,1.0,2.0,0.0,0.0,23.0,6.0,8.0,9.0
180_2,1.0,10.0,96.0,5.0,15.0,44.0,44.0,716.0,0.0,3.0,11.0,1.0,44.0,44,4.0,22.0,22.0,3.0,58.0,329.0,13.0,2.0,23.0,5.0,59.0,57.0,68.0,11.0,13.0,1221,17.0,28.0,18.0,1485.0,1081,47.0,42.0,17.0,0.0,15.0,3.0,2.0,222.0,5.0,8.0,1.0,11.0,9.0,1.0,7.0,6.0,9.0,28.0,6.0,7.0,16.0,3.0,1.0,395.0,35.0,13.0,22.0
185,6.0,45.0,7.0,9.0,42.0,54.0,9.0,25.0,5.0,23.0,6.0,9.0,20.0,29,6.0,21.0,12.0,24.0,5.0,14.0,2.0,9.0,77.0,13.0,7.0,37.0,21.0,52.0,22.0,160,18.0,4.0,33.0,127.0,35,17.0,8.0,16.0,5.0,31.0,17.0,15.0,13.0,6.0,11.0,2.0,32.0,5.0,3.0,12.0,16.0,14.0,28.0,3.0,11.0,15.0,1.0,4.0,11.0,84.0,20.0,25.0
187,4.0,9.0,42.0,1.0,19.0,152.0,28.0,13.0,7.0,0.0,52.0,1.0,3.0,19,2.0,26.0,12.0,23.0,69.0,26.0,1.0,1.0,18.0,1.0,7.0,5.0,2.0,11.0,2.0,1193,98.0,1.0,7.0,379.0,607,1.0,39.0,12.0,1.0,3.0,4.0,12.0,51.0,1.0,2.0,6.0,3.0,5.0,1.0,1.0,4.0,0.0,6.0,4.0,1.0,9.0,0.0,2.0,52.0,1008.0,39.0,5.0
188,3.0,4.0,84.0,4.0,13.0,672.0,285.0,7.0,7.0,7.0,34.0,32.0,46.0,79,2.0,21.0,23.0,26.0,162.0,165.0,6.0,361.0,62.0,4.0,69.0,39.0,1.0,9.0,18.0,1246,85.0,5.0,9.0,72.0,9,3.0,49.0,5.0,1.0,18.0,4.0,7.0,71.0,11.0,11.0,9.0,9.0,4.0,4.0,4.0,3.0,1.0,31.0,3.0,8.0,251.0,4.0,1.0,229.0,36.0,15.0,22.0
192,6.0,17.0,0.0,3.0,17.0,140.0,4.0,17.0,10.0,3.0,4.0,5.0,8.0,61,4.0,3.0,5.0,12.0,3.0,11.0,2.0,5.0,14.0,7.0,11.0,82.0,15.0,33.0,7.0,177,6.0,8.0,14.0,226.0,27,13.0,10.0,3.0,0.0,15.0,5.0,7.0,10.0,6.0,6.0,4.0,7.0,10.0,2.0,5.0,0.0,1.0,48.0,5.0,3.0,11.0,1.0,5.0,48.0,27.0,9.0,15.0
20,1.0,2.0,41.0,2.0,3.0,10.0,31.0,6.0,1.0,4.0,62.0,0.0,7.0,15,5.0,0.0,0.0,1.0,124.0,5.0,1.0,3.0,6.0,2.0,5.0,6.0,2.0,4.0,5.0,618,47.0,0.0,3.0,246.0,237,0.0,33.0,1.0,1.0,0.0,2.0,2.0,21.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,2.0,6.0,1.0,1.0,5.0,228.0,5.0,3.0
210,1.0,6.0,6.0,2.0,8.0,32.0,1.0,3.0,0.0,2.0,5.0,3.0,3.0,33,8.0,6.0,2.0,12.0,1.0,1.0,2.0,1.0,10.0,8.0,7.0,11.0,3.0,22.0,5.0,48,3.0,5.0,6.0,20.0,51,3.0,5.0,3.0,2.0,5.0,0.0,19.0,7.0,3.0,1.0,1.0,4.0,0.0,3.0,6.0,3.0,1.0,16.0,1.0,3.0,6.0,2.0,0.0,4.0,10.0,5.0,5.0
22,1.0,2.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,5.0,141,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,7,0.0,4.0,2.0,14.0,6,3.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
226,7.0,6.0,54.0,7.0,559.0,118.0,69.0,151.0,10.0,73.0,37.0,9.0,26.0,473,9.0,395.0,111.0,94.0,20.0,34.0,1.0,47.0,829.0,91.0,9.0,13.0,16.0,174.0,47.0,576,186.0,13.0,10.0,175.0,114,88.0,20.0,93.0,2.0,194.0,61.0,1698.0,53.0,193.0,26.0,8.0,5.0,34.0,73.0,68.0,179.0,10.0,656.0,45.0,9.0,62.0,7.0,1.0,42.0,112.0,161.0,89.0
235,4.0,0.0,1.0,0.0,0.0,7.0,17.0,10.0,2.0,2.0,10.0,1.0,1.0,6,2.0,7.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,1.0,126,0.0,5.0,3.0,4.0,8,1.0,2.0,0.0,0.0,0.0,1.0,74.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,0.0,2.0,1.0,1.0,0.0,0.0,13.0,8.0,0.0
240,2.0,37.0,1.0,2.0,2.0,11.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,6,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,11,0.0,2.0,1.0,58.0,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,5.0,0.0
248,6.0,1.0,3.0,1.0,2.0,16.0,15.0,3.0,10.0,3.0,0.0,1.0,30.0,680,1.0,128.0,17.0,79.0,0.0,52.0,0.0,0.0,248.0,2.0,5.0,6.0,106.0,29.0,0.0,176,11.0,4.0,4.0,24.0,14,2.0,3.0,10.0,1.0,9.0,4.0,8.0,20.0,0.0,1.0,1.0,2.0,22.0,5.0,1.0,0.0,1.0,524.0,4.0,31.0,9.0,89.0,2.0,1.0,732.0,65.0,3.0
250,2.0,2.0,3.0,1.0,1.0,575.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,4,0.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,2.0,6.0,2.0,30.0,1.0,1.0,10,1.0,8.0,0.0,41.0,5,2.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
252,16.0,1.0,5.0,11.0,2.0,32.0,0.0,16.0,7.0,6.0,0.0,3.0,1.0,45,2.0,4.0,2.0,3.0,1.0,2.0,0.0,6.0,7.0,5.0,14.0,14.0,1.0,12.0,2.0,24,2.0,12.0,2.0,31.0,7,4.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,6.0,0.0,24.0,1.0,1.0,1560.0,4.0,3.0,1.0,5.0,1.0,0.0,9.0,0.0,2.0
253,2274.0,5.0,15.0,2.0,81.0,21.0,4.0,53.0,766.0,6.0,28.0,3.0,2.0,51,1.0,1.0,20.0,10.0,17.0,1.0,0.0,22.0,2.0,90.0,22.0,10.0,70.0,126.0,8.0,2069,72.0,16.0,1120.0,533.0,15,7.0,82.0,1.0,0.0,10.0,90.0,10.0,22.0,42.0,2.0,185.0,13.0,5.0,0.0,168.0,38.0,4.0,361.0,4.0,7.0,35.0,9.0,2.0,14.0,145.0,17.0,95.0
254,4.0,9.0,29.0,7.0,12.0,1558.0,68.0,5.0,18.0,5.0,265.0,68.0,31.0,37,2.0,62.0,26.0,31.0,37.0,8.0,3.0,606.0,17.0,7.0,16.0,4.0,10.0,13.0,12.0,542,216.0,10.0,3.0,95.0,133,23.0,11.0,5.0,3.0,1.0,3.0,20.0,59.0,4.0,12.0,1.0,6.0,14.0,0.0,1.0,12.0,4.0,6.0,0.0,3.0,62.0,0.0,0.0,17.0,479.0,10.0,10.0
257,10.0,2.0,33.0,3.0,8.0,162.0,7.0,10.0,9.0,1.0,2.0,0.0,1.0,107,0.0,18.0,2.0,4.0,1.0,2.0,1.0,6.0,19.0,7.0,2.0,3.0,4.0,3.0,43.0,78,6.0,18.0,7.0,94.0,27,2.0,3.0,1.0,9.0,3.0,4.0,5.0,2.0,5.0,3.0,58.0,1.0,39.0,2.0,1.0,4.0,3.0,16.0,6.0,7.0,6.0,12.0,7.0,6.0,24.0,4.0,6.0
