strain_id,A_MTX_Trifluoperazine.SRO9_SGN1,A_MTX_Trifluoperazine.SRO9_DHH1,A_MTX_Trifluoperazine.ERG27_ACF2,A_MTX_Trifluoperazine.MID2_MAM33,A_MTX_Trifluoperazine.TPO1_MID2,A_MTX_Trifluoperazine.ERG11_ACF2,A_MTX_Trifluoperazine.PMC1_GTR2,A_MTX_Trifluoperazine.SSH1_ERG11,A_MTX_Trifluoperazine.HNM1_ERG11,A_MTX_Trifluoperazine.MID2_WSC2,A_MTX_Trifluoperazine.MID2_TPO2,A_MTX_Trifluoperazine.HUG1_PGM2,A_MTX_Trifluoperazine.SSH1_PIS1,A_MTX_Trifluoperazine.ERV25_PIS1,A_MTX_Trifluoperazine.MID2_PIN2,A_MTX_Trifluoperazine.ERG11_ERG5,A_MTX_Trifluoperazine.ERV25_EMP47,A_MTX_Trifluoperazine.ERV25_ORM2,A_MTX_Trifluoperazine.PLM2_HNM1,A_MTX_Trifluoperazine.ERG11_PIS1,A_MTX_Trifluoperazine.HNM1_TPO4,A_MTX_Trifluoperazine.RET2_SNA3,A_MTX_Trifluoperazine.ALO1_HYR1,A_MTX_Trifluoperazine.noPPI_reference,A_MTX_Trifluoperazine.SSH1_ORM2,A_MTX_Trifluoperazine.FMP45_HNM1,A_MTX_Trifluoperazine.TPO1_TPO2,A_MTX_Trifluoperazine.ADE17_GIS2,A_MTX_Trifluoperazine.SNA4_VAC8,A_MTX_Trifluoperazine.ADE17_HYR1,A_MTX_Trifluoperazine.HUG1_ALO1,A_MTX_Trifluoperazine.TPO1_TCB2,A_MTX_Trifluoperazine.ERV25_ERG5,A_MTX_Trifluoperazine.RET2_EMP70,A_MTX_Trifluoperazine.HUG1_ADE17,A_MTX_Trifluoperazine.HNM1_TPO2,A_MTX_Trifluoperazine.ERG11_MID2,A_MTX_Trifluoperazine.ERG11_ORM2,A_MTX_Trifluoperazine.GTR1_SLM4,A_MTX_Trifluoperazine.SRO9_GIS2,A_MTX_Trifluoperazine.ERG11_TPO4,A_MTX_Trifluoperazine.HNM1_MAM33,A_MTX_Trifluoperazine.ERG11_ERV25,A_MTX_Trifluoperazine.PMC1_CTR2,A_MTX_Trifluoperazine.ALO1_ADE17,A_MTX_Trifluoperazine.ADE17_PGM2,A_MTX_Trifluoperazine.MID2_RSN1,A_MTX_Trifluoperazine.HNM1_MID2,A_MTX_Trifluoperazine.ALO1_UIP4,A_MTX_Trifluoperazine.FMP45_MEP1,A_MTX_Trifluoperazine.FMP45_MID2,A_MTX_Trifluoperazine.MID2_TPO4,A_MTX_Trifluoperazine.HNM1_RBD2,A_MTX_Trifluoperazine.ERG11_HYR1,A_MTX_Trifluoperazine.SNA4_GTR2,A_MTX_Trifluoperazine.RET2_EMP47,A_MTX_Trifluoperazine.SSH1_ERV25,A_MTX_Trifluoperazine.DHH1_LSM3,A_MTX_Trifluoperazine.HNM1_TPO1,A_MTX_Trifluoperazine.ERV25_UIP4,A_MTX_Trifluoperazine.PLM2_SNA3,A_MTX_Trifluoperazine.ERV25_RBD2
1040,34.0,16.0,42.0,10.0,15.0,31.0,21.0,44.0,11.0,8.0,11.0,5.0,47.0,56.0,20.0,158.0,153.0,195.0,10.0,30.0,38.0,3.0,437.0,22.0,50.0,13.0,29.0,54.0,31.0,29.0,10.0,7.0,98.0,13.0,4.0,24.0,22.0,69.0,5.0,103.0,72.0,75.0,28.0,15.0,19.0,37.0,17.0,10.0,193.0,43.0,13.0,8.0,16.0,52.0,34.0,6.0,35.0,23.0,25.0,151.0,3.0,7.0
1046,4.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,5.0,7.0,1.0,1.0,2.0,3.0,65.0,56.0,39.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,4.0,6.0,2.0,23.0,6.0,6.0,13.0,0.0,2.0,0.0,2.0,0.0,7.0,2.0,0.0,4.0,4.0,50.0,0.0,1.0,3.0,2.0,1.0,13.0,1.0,0.0
1050,36.0,36.0,57.0,33.0,15.0,40.0,16.0,335.0,26.0,22.0,20.0,19.0,12.0,13.0,35.0,164.0,81.0,17.0,2.0,76.0,6.0,7.0,17.0,147.0,8.0,30.0,17.0,16.0,24.0,5.0,4.0,2.0,58.0,8.0,6.0,3.0,44.0,112.0,12.0,969.0,191.0,12.0,8.0,25.0,8.0,2.0,59.0,12.0,47.0,14.0,24.0,26.0,15.0,498.0,13.0,11.0,31.0,20.0,176.0,57.0,3.0,7.0
1052,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1065,25.0,66.0,20.0,5.0,59.0,8.0,22.0,33.0,2.0,2.0,17.0,1.0,6.0,3.0,8.0,51.0,149.0,4.0,0.0,8.0,6.0,1.0,3.0,17.0,1.0,0.0,33.0,2.0,7.0,5.0,1.0,3.0,6.0,3.0,8.0,11.0,0.0,11.0,1.0,239.0,60.0,13.0,3.0,27.0,2.0,2.0,4.0,0.0,70.0,4.0,1.0,4.0,9.0,25.0,15.0,3.0,5.0,51.0,5.0,7.0,0.0,7.0
1069,346.0,902.0,24878.0,4365.0,1409.0,279.0,1288.0,6276.0,660.0,4571.0,4215.0,2191.0,12026.0,395.0,1857.0,598.0,3090.0,143.0,704.0,205.0,9081.0,61.0,891.0,1119.0,456.0,328.0,3042.0,239.0,4141.0,257.0,103.0,158.0,2136.0,340.0,3419.0,16097.0,1766.0,503.0,46.0,194.0,580.0,19621.0,243.0,957.0,156.0,209.0,1285.0,410.0,667.0,1727.0,2633.0,2151.0,1536.0,830.0,9419.0,145.0,1212.0,1116.0,9544.0,1855.0,54.0,198.0
107,2.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,19.0,24.0,2.0,2.0,2.0,8.0,0.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,3.0,4.0,0.0,15.0,7.0,2.0,6.0,2.0,1.0,0.0,1.0,2.0,6.0,3.0,1.0,0.0,0.0,16.0,1.0,0.0,2.0,6.0,1.0,14.0,0.0,1.0
113,10.0,2.0,453.0,43.0,4.0,53.0,3.0,33.0,2.0,14.0,34.0,3.0,24.0,9.0,62.0,35.0,14.0,212.0,7.0,5.0,8.0,0.0,0.0,2118.0,11.0,5.0,84.0,14.0,5.0,11.0,5.0,5.0,7.0,9.0,0.0,4.0,202.0,7.0,3.0,15.0,81.0,7.0,1.0,5.0,5.0,4.0,95.0,2.0,996.0,3.0,10.0,2.0,8.0,24.0,11.0,7.0,3.0,73.0,13.0,4.0,2.0,12.0
119,4.0,6.0,3.0,2.0,13.0,2.0,1.0,11.0,7.0,11.0,5.0,2.0,4.0,3.0,14.0,10.0,16.0,11.0,1.0,9.0,4.0,1.0,3.0,6.0,45.0,3.0,9.0,9.0,6.0,17.0,0.0,0.0,11.0,3.0,0.0,9.0,5.0,11.0,2.0,21.0,28.0,7.0,4.0,0.0,3.0,4.0,6.0,2.0,10.0,17.0,3.0,5.0,5.0,5.0,20.0,0.0,10.0,4.0,5.0,7.0,2.0,1.0
124,16.0,44.0,3.0,357.0,159.0,133.0,109.0,204.0,15.0,4.0,63.0,331.0,4.0,2.0,13.0,57.0,15.0,153.0,4.0,83.0,126.0,2.0,1.0,521.0,24.0,14.0,602.0,11.0,1.0,9.0,4.0,3.0,40.0,9.0,125.0,85.0,108.0,152.0,0.0,28.0,158.0,17.0,7.0,468.0,49.0,4.0,27.0,18.0,1065.0,29.0,1.0,14.0,2.0,245.0,13.0,6.0,95.0,22.0,179.0,142.0,2.0,16.0
132,14.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,453.0,1.0,185.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,0.0,68.0,0.0,31.0,96.0,1.0,45.0,14.0,2.0,25.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,358.0,4.0,4.0,3.0,15.0,0.0,0.0,1.0,1.0
133,11.0,12.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,16.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
136,6.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,11.0,10.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,6.0,0.0,16.0,11.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0
14,1126.0,1168.0,971.0,970.0,56.0,6040.0,609.0,2894.0,891.0,52.0,1320.0,528.0,149.0,2294.0,950.0,1026.0,6760.0,1175.0,949.0,2518.0,355.0,40.0,58.0,422.0,610.0,232.0,36.0,111.0,50.0,35.0,66.0,23.0,715.0,44.0,2160.0,526.0,1599.0,3119.0,61.0,1008.0,6762.0,1768.0,401.0,78.0,118.0,25.0,460.0,255.0,274.0,486.0,366.0,1176.0,687.0,2799.0,362.0,52.0,1017.0,523.0,516.0,74.0,2794.0,54.0
146,2275.0,1455.0,792.0,194.0,884.0,336.0,496.0,5106.0,780.0,384.0,1668.0,78.0,725.0,204.0,1165.0,1957.0,1456.0,1500.0,178.0,769.0,2963.0,60.0,762.0,126.0,671.0,139.0,2153.0,252.0,486.0,185.0,62.0,61.0,4038.0,147.0,111.0,3347.0,1729.0,1596.0,69.0,2250.0,2362.0,537.0,565.0,229.0,286.0,133.0,472.0,1233.0,726.0,770.0,233.0,1179.0,246.0,1879.0,1066.0,103.0,1807.0,2164.0,2095.0,335.0,593.0,1119.0
15,23.0,114.0,500.0,37.0,112.0,2.0,25.0,59.0,18.0,4.0,41.0,186.0,31.0,4.0,69.0,46.0,24.0,160.0,21.0,12.0,14.0,1.0,76.0,31.0,218.0,25.0,349.0,2.0,10.0,6.0,16.0,2.0,12.0,11.0,413.0,59.0,15.0,1137.0,1.0,62.0,30.0,21.0,26.0,100.0,134.0,12.0,4.0,3.0,258.0,11.0,1.0,3.0,7.0,18.0,45.0,5.0,48.0,4.0,3.0,76.0,3.0,3.0
151,3.0,2.0,6.0,2.0,3.0,3.0,1.0,10.0,4.0,14.0,5.0,0.0,6.0,4.0,11.0,34.0,65.0,2.0,2.0,5.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,8.0,1.0,10.0,2.0,0.0,6.0,1.0,3.0,5.0,4.0,6.0,5.0,51.0,24.0,3.0,6.0,3.0,2.0,4.0,6.0,2.0,4.0,4.0,2.0,7.0,3.0,14.0,4.0,1.0,1.0,3.0,0.0,9.0,0.0,1.0
153,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,125.0,46.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,0.0,99.0,2.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,28.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
17,1.0,3.0,29.0,0.0,1.0,12.0,3.0,21.0,4.0,2.0,7.0,0.0,5.0,3.0,4.0,2.0,34.0,4.0,0.0,10.0,6.0,1.0,2.0,9.0,9.0,1.0,2.0,10.0,5.0,6.0,1.0,2.0,4.0,0.0,0.0,1.0,4.0,10.0,1.0,15.0,18.0,13.0,2.0,1.0,0.0,2.0,4.0,0.0,5.0,23.0,1.0,7.0,8.0,11.0,6.0,3.0,3.0,3.0,1.0,4.0,2.0,0.0
171,23.0,14.0,53.0,9.0,9.0,195.0,12.0,45.0,37.0,16.0,27.0,19.0,24.0,236.0,43.0,38.0,167.0,121.0,7.0,18.0,23.0,10.0,53.0,26.0,31.0,15.0,34.0,13.0,38.0,4.0,10.0,2.0,58.0,16.0,7.0,78.0,39.0,126.0,62.0,46.0,142.0,50.0,12.0,13.0,30.0,5.0,35.0,9.0,99.0,30.0,15.0,15.0,119.0,48.0,15.0,12.0,21.0,28.0,9.0,73.0,7.0,6.0
175,8.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,3.0,2.0,17.0,18.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
180,2.0,8.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,80.0,3.0,91.0,0.0,5.0,2.0,0.0,1.0,11.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,121.0,0.0,50.0,6.0,2.0,3.0,14.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,46.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
180_2,96.0,12.0,5.0,1.0,2.0,0.0,0.0,19.0,2.0,4.0,2.0,0.0,7.0,11.0,5.0,67.0,10.0,77.0,0.0,13.0,4.0,1.0,7.0,1.0,5.0,2.0,1.0,7.0,3.0,16.0,0.0,2.0,4.0,1.0,0.0,12.0,8.0,87.0,1.0,35.0,10.0,3.0,45.0,10.0,8.0,5.0,1.0,0.0,2.0,4.0,3.0,2.0,25.0,256.0,9.0,3.0,18.0,5.0,2.0,3.0,5.0,2.0
185,9.0,10.0,52.0,18.0,14.0,29.0,30.0,14.0,23.0,22.0,8.0,5.0,23.0,63.0,22.0,49.0,97.0,26.0,19.0,9.0,85.0,2.0,33.0,17.0,16.0,12.0,11.0,5.0,2.0,3.0,1.0,2.0,78.0,5.0,2.0,10.0,48.0,22.0,5.0,52.0,106.0,27.0,9.0,27.0,37.0,3.0,17.0,18.0,163.0,33.0,13.0,18.0,11.0,29.0,6.0,6.0,24.0,9.0,10.0,57.0,28.0,3.0
187,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,3.0,37.0,15.0,50.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,8.0,5.0,1.0,21.0,7.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
188,7.0,2.0,5.0,1.0,2.0,2.0,5.0,15.0,3.0,9.0,9.0,0.0,6.0,5.0,9.0,149.0,19.0,25.0,3.0,6.0,7.0,0.0,3.0,2.0,3.0,2.0,3.0,6.0,6.0,5.0,1.0,1.0,17.0,4.0,1.0,16.0,99.0,10.0,0.0,129.0,28.0,6.0,61.0,4.0,1.0,4.0,7.0,1.0,2.0,12.0,1.0,3.0,27.0,7.0,10.0,4.0,2.0,2.0,0.0,13.0,0.0,1.0
192,7.0,9.0,120.0,7.0,6.0,14.0,10.0,47.0,8.0,39.0,16.0,2.0,110.0,3.0,30.0,26.0,45.0,34.0,2.0,8.0,45.0,3.0,7.0,12.0,17.0,3.0,14.0,17.0,18.0,31.0,2.0,2.0,17.0,7.0,3.0,35.0,9.0,19.0,4.0,31.0,18.0,107.0,6.0,3.0,20.0,16.0,11.0,1.0,10.0,66.0,3.0,11.0,9.0,12.0,46.0,3.0,8.0,3.0,17.0,9.0,5.0,3.0
20,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,0.0,14.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
209,17.0,2.0,13.0,1.0,1.0,8.0,2.0,16.0,3.0,0.0,5.0,1.0,5.0,2.0,5.0,14.0,20.0,9.0,0.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,8.0,24.0,1.0,5.0,18.0,18.0,1.0,1.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,2.0,43.0,7.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
210,8.0,8.0,6.0,0.0,5.0,6.0,5.0,49.0,5.0,1.0,8.0,1.0,5.0,10.0,17.0,12.0,14.0,10.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0,4.0,4.0,3.0,2.0,3.0,0.0,8.0,0.0,4.0,7.0,8.0,24.0,3.0,44.0,71.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,6.0,2.0,2.0,8.0,6.0,27.0,4.0,2.0,16.0,3.0,2.0,2.0,1.0,3.0
226,84.0,54.0,9.0,109.0,49.0,27.0,227.0,55.0,129.0,1.0,43.0,135.0,11.0,8.0,46.0,129.0,1050.0,50.0,3.0,35.0,155.0,8.0,6.0,196.0,23.0,76.0,44.0,8.0,5.0,9.0,24.0,2.0,156.0,5.0,105.0,40.0,160.0,59.0,96.0,98.0,125.0,51.0,5.0,570.0,5.0,4.0,22.0,191.0,255.0,165.0,93.0,56.0,4.0,339.0,133.0,3.0,31.0,46.0,6.0,265.0,4.0,7.0
240,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,7.0,1.0,0.0,0.0,0.0,16.0,2.0,118.0,12.0,3.0,0.0,167.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,9.0,26.0,0.0,0.0,42.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,57.0,0.0,3.0,244.0,137.0,154.0,0.0,1.0,1.0,45.0,21.0,4.0,0.0,16.0,9.0,21.0,6.0,4.0,2.0,0.0,1.0,4.0,294.0,0.0,17.0,2.0,0.0,57.0,1.0,0.0
