strain_id,A_noMTX_Fluconazole.SNA4_VAC8,A_noMTX_Fluconazole.HNM1_ERG11,A_noMTX_Fluconazole.HUG1_ADE17,A_noMTX_Fluconazole.HUG1_ALO1,A_noMTX_Fluconazole.TPO1_TPO2,A_noMTX_Fluconazole.HNM1_MAM33,A_noMTX_Fluconazole.SRO9_GIS2,A_noMTX_Fluconazole.MID2_RSN1,A_noMTX_Fluconazole.ERG27_ACF2,A_noMTX_Fluconazole.HNM1_RBD2,A_noMTX_Fluconazole.SSH1_ERV25,A_noMTX_Fluconazole.MID2_WSC2,A_noMTX_Fluconazole.PMC1_CTR2,A_noMTX_Fluconazole.PLM2_SNA3,A_noMTX_Fluconazole.MID2_PIN2,A_noMTX_Fluconazole.ERG11_TPO4,A_noMTX_Fluconazole.ERV25_UIP4,A_noMTX_Fluconazole.ALO1_UIP4,A_noMTX_Fluconazole.ERG11_ERV25,A_noMTX_Fluconazole.MID2_TPO2,A_noMTX_Fluconazole.SSH1_ORM2,A_noMTX_Fluconazole.RET2_EMP70,A_noMTX_Fluconazole.RET2_EMP47,A_noMTX_Fluconazole.ERG11_PIS1,A_noMTX_Fluconazole.noPPI_reference,A_noMTX_Fluconazole.FMP45_MEP1,A_noMTX_Fluconazole.ALO1_HYR1,A_noMTX_Fluconazole.ERV25_EMP47,A_noMTX_Fluconazole.MID2_MAM33,A_noMTX_Fluconazole.PLM2_HNM1,A_noMTX_Fluconazole.HUG1_PGM2,A_noMTX_Fluconazole.ERG11_ACF2,A_noMTX_Fluconazole.ALO1_ADE17,A_noMTX_Fluconazole.ERV25_ERG5,A_noMTX_Fluconazole.ADE17_GIS2,A_noMTX_Fluconazole.SNA4_GTR2,A_noMTX_Fluconazole.ERV25_ORM2,A_noMTX_Fluconazole.SRO9_SGN1,A_noMTX_Fluconazole.HNM1_TPO4,A_noMTX_Fluconazole.HNM1_MID2,A_noMTX_Fluconazole.DHH1_LSM3,A_noMTX_Fluconazole.MID2_TPO4,A_noMTX_Fluconazole.SRO9_DHH1,A_noMTX_Fluconazole.ADE17_PGM2,A_noMTX_Fluconazole.ADE17_HYR1,A_noMTX_Fluconazole.RET2_SNA3,A_noMTX_Fluconazole.ERG11_ORM2,A_noMTX_Fluconazole.ERG11_HYR1,A_noMTX_Fluconazole.SSH1_ERG11,A_noMTX_Fluconazole.TPO1_MID2,A_noMTX_Fluconazole.ERG11_MID2,A_noMTX_Fluconazole.SSH1_PIS1,A_noMTX_Fluconazole.TPO1_TCB2,A_noMTX_Fluconazole.ERV25_PIS1,A_noMTX_Fluconazole.ERG11_ERG5,A_noMTX_Fluconazole.GTR1_SLM4,A_noMTX_Fluconazole.PMC1_GTR2,A_noMTX_Fluconazole.FMP45_MID2,A_noMTX_Fluconazole.FMP45_HNM1,A_noMTX_Fluconazole.HNM1_TPO1,A_noMTX_Fluconazole.HNM1_TPO2,A_noMTX_Fluconazole.ERV25_RBD2
1040,440.0,2036.0,168.0,118.0,159.0,26.0,35.0,39.0,320.0,233.0,147.0,10.0,135.0,25.0,93.0,98.0,114.0,296.0,37.0,36.0,1900.0,30.0,5.0,14.0,34.0,219.0,122.0,39.0,641.0,78.0,84.0,163.0,1017.0,348.0,6.0,80.0,196.0,127.0,264.0,110.0,273.0,80.0,57.0,9.0,7.0,8.0,37.0,1354.0,336.0,68.0,23.0,45.0,126.0,95.0,9.0,44.0,160.0,79.0,614.0,20.0,114.0,38.0
1046,1.0,85.0,5.0,216.0,6.0,194.0,14.0,6.0,83.0,3.0,61.0,136.0,9.0,11.0,59.0,465.0,147.0,10.0,5.0,34.0,653.0,8.0,2.0,5.0,43.0,159.0,6.0,13.0,36.0,9.0,15.0,863.0,142.0,323.0,137.0,15.0,555.0,186.0,20.0,186.0,155.0,21.0,35.0,15.0,529.0,4.0,20.0,7.0,3.0,15.0,228.0,11.0,6.0,31.0,63.0,8.0,80.0,50.0,290.0,19.0,371.0,5.0
1052,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,12.0,1.0
1065,2.0,2.0,17.0,84.0,33.0,1.0,59.0,34.0,3.0,1.0,4.0,2.0,7.0,0.0,3.0,189.0,1.0,48.0,0.0,1.0,2.0,1.0,1.0,0.0,16.0,2.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,42.0,2.0,0.0,13.0,2.0,68.0,0.0,1.0,1.0,3.0,1.0,2.0,28.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,11.0,0.0
1069,11124.0,3701.0,2198.0,2094.0,714.0,3859.0,669.0,68.0,3140.0,376.0,2306.0,2550.0,102.0,84.0,1183.0,760.0,109.0,102.0,489.0,614.0,4011.0,49.0,52.0,483.0,151.0,639.0,474.0,172.0,4706.0,1065.0,333.0,63.0,96.0,851.0,139.0,809.0,225.0,163.0,7186.0,549.0,23601.0,2197.0,504.0,221.0,1246.0,37.0,1759.0,197.0,642.0,2318.0,764.0,4983.0,122.0,87.0,404.0,142.0,339.0,207.0,388.0,6445.0,7889.0,1278.0
107,324.0,5.0,172.0,363.0,1.0,28.0,100.0,0.0,57.0,3.0,5.0,4.0,8.0,2.0,6.0,4.0,6.0,4.0,4.0,8.0,4.0,3.0,6.0,21.0,10.0,150.0,9.0,3.0,7.0,11.0,29.0,3.0,4.0,5.0,1836.0,100.0,1.0,7.0,132.0,8.0,3.0,37.0,154.0,22.0,36.0,1.0,174.0,0.0,9.0,1.0,1.0,13.0,2.0,11.0,29.0,2.0,4.0,3.0,4.0,6.0,974.0,2.0
113,15.0,8.0,10.0,3.0,4.0,10.0,8.0,1.0,38.0,15.0,2.0,1.0,2.0,1.0,9.0,10.0,7.0,8.0,5.0,4.0,4.0,0.0,3.0,1.0,12.0,4.0,8.0,4.0,3.0,3.0,3.0,13.0,4.0,13.0,12.0,7.0,5.0,4.0,9.0,7.0,5.0,9.0,4.0,6.0,7.0,1.0,11.0,1.0,8.0,4.0,2.0,8.0,2.0,7.0,7.0,2.0,42.0,11.0,4.0,7.0,10.0,4.0
119,5.0,5.0,2.0,1.0,6.0,3.0,3.0,1.0,3.0,1.0,6.0,8.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,6.0,4.0,1.0,1.0,3.0,19.0,2.0,4.0,0.0,2.0,3.0,5.0,5.0,1.0,15.0,2.0,2.0,2.0,2.0,5.0,3.0,5.0,4.0,5.0,3.0,9.0,0.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,5.0,11.0,8.0,6.0
124,9.0,2484.0,65.0,12.0,389.0,45.0,2.0,1.0,13.0,1.0,2.0,3.0,0.0,6.0,36.0,5.0,26.0,30.0,0.0,2.0,15.0,4.0,6.0,0.0,0.0,7.0,3.0,5.0,25.0,19.0,75.0,2.0,56.0,27.0,3.0,33.0,7.0,0.0,5.0,18.0,2.0,1.0,71.0,6.0,6.0,2.0,5.0,5.0,26.0,71.0,2.0,0.0,53.0,2.0,6.0,23.0,54.0,14.0,36.0,32.0,92.0,4.0
128,13.0,876.0,2072.0,279.0,215.0,503.0,53.0,14.0,146.0,145.0,42.0,122.0,111.0,91.0,712.0,47.0,44.0,42.0,7.0,364.0,17.0,3.0,4.0,11.0,10.0,231.0,126.0,7.0,131.0,123.0,450.0,5.0,203.0,195.0,8.0,12.0,24.0,10.0,34.0,113.0,34.0,29.0,42.0,12.0,108.0,1.0,13.0,9.0,48.0,17.0,6.0,61.0,71.0,14.0,6.0,13.0,263.0,8.0,12.0,32.0,999.0,505.0
132,43.0,51.0,86.0,939.0,16.0,71.0,94.0,9.0,24.0,1282.0,527.0,109.0,206.0,7.0,57.0,373.0,31.0,80.0,18.0,10.0,92.0,6.0,6.0,35.0,20.0,17.0,14.0,422.0,568.0,42.0,71.0,1990.0,81.0,344.0,16.0,87.0,1372.0,209.0,461.0,60.0,3967.0,18.0,211.0,16.0,14.0,20.0,2185.0,33.0,44.0,409.0,11.0,110.0,406.0,99.0,697.0,17.0,117.0,10.0,17.0,87.0,1114.0,29.0
133,6.0,1678.0,29.0,5.0,7.0,1333.0,0.0,1.0,10.0,3.0,89.0,1.0,13.0,6.0,4.0,246.0,6.0,207.0,12.0,0.0,2.0,1.0,0.0,2.0,7.0,279.0,12.0,96.0,261.0,6.0,10.0,3.0,133.0,24.0,80.0,4.0,11.0,3.0,4.0,9.0,139.0,3.0,17.0,8.0,18.0,0.0,8.0,5.0,12.0,7.0,0.0,5.0,1.0,6.0,16.0,18.0,13.0,10.0,13.0,7.0,14.0,5.0
136,9.0,23.0,1698.0,5.0,51.0,6.0,0.0,4.0,68.0,0.0,2.0,11.0,1.0,9.0,34.0,1.0,6.0,2.0,4.0,2.0,8.0,1.0,0.0,3.0,23.0,26.0,1816.0,12.0,37.0,118.0,53.0,3.0,392.0,15.0,0.0,42.0,136.0,35.0,23.0,137.0,23.0,0.0,21.0,1.0,13.0,3.0,10.0,4.0,12.0,2.0,0.0,82.0,1.0,4.0,0.0,27.0,28.0,17.0,13.0,3.0,10.0,9.0
14,3.0,19.0,14.0,18.0,3.0,19.0,97.0,3.0,140.0,5.0,63.0,13.0,2.0,114.0,52.0,569.0,5.0,10.0,2.0,68.0,39.0,3.0,1.0,78.0,40.0,174.0,95.0,273.0,20.0,180.0,9.0,907.0,318.0,292.0,155.0,6.0,321.0,3.0,103.0,38.0,206.0,152.0,38.0,863.0,20.0,6.0,421.0,32.0,13.0,3.0,33.0,7.0,20.0,14.0,30.0,6.0,8.0,7.0,31.0,25.0,17.0,7.0
146,13897.0,4504.0,1008.0,365.0,281.0,2858.0,923.0,107.0,567.0,595.0,1693.0,856.0,540.0,7250.0,876.0,2099.0,961.0,461.0,167.0,625.0,6512.0,52.0,41.0,886.0,148.0,1111.0,8742.0,94.0,607.0,493.0,390.0,124.0,284.0,1000.0,94.0,610.0,291.0,308.0,3544.0,2165.0,4542.0,853.0,362.0,179.0,226.0,15.0,66.0,59.0,653.0,165.0,83.0,7081.0,249.0,743.0,1633.0,126.0,629.0,288.0,362.0,3752.0,4883.0,600.0
15,49.0,93.0,12485.0,287.0,19.0,0.0,1.0,5.0,88.0,6.0,26.0,0.0,33.0,1.0,2.0,4.0,10.0,86.0,58.0,33.0,145.0,0.0,1.0,180.0,16.0,3.0,16.0,2.0,77.0,139.0,144.0,14.0,124.0,102.0,9.0,4.0,340.0,2.0,10.0,12.0,132.0,13.0,64.0,16.0,192.0,4.0,4.0,3.0,52.0,2.0,5.0,453.0,155.0,3.0,3.0,2.0,74.0,3.0,5.0,4.0,5.0,62.0
151,6.0,8.0,5.0,3.0,1.0,5.0,99.0,2.0,29.0,7.0,32.0,3.0,8.0,6.0,68.0,1.0,8.0,1.0,10.0,4.0,1.0,0.0,2.0,23.0,32.0,42.0,3.0,9.0,1.0,1.0,3.0,7.0,10.0,6.0,3.0,4.0,11.0,151.0,11.0,6.0,18.0,6.0,96.0,5.0,2.0,0.0,262.0,4.0,20.0,46.0,0.0,4.0,13.0,5.0,25.0,6.0,13.0,2.0,6.0,0.0,17.0,0.0
153,20.0,48.0,158.0,550.0,5.0,39.0,179.0,6.0,289.0,16.0,118.0,8.0,205.0,6.0,19.0,1347.0,167.0,297.0,10.0,277.0,11.0,8.0,4.0,23.0,213.0,364.0,1324.0,786.0,22.0,37.0,650.0,8.0,717.0,301.0,20.0,171.0,396.0,266.0,23.0,21.0,29.0,110.0,462.0,26.0,341.0,9.0,21.0,7.0,1499.0,12.0,6.0,320.0,12.0,5.0,2037.0,6.0,1442.0,58.0,258.0,17.0,15.0,56.0
17,5.0,6.0,4.0,2.0,2.0,6.0,2.0,0.0,4.0,5.0,3.0,2.0,0.0,1.0,12.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,11.0,2.0,0.0,2.0,1.0,2.0,18.0,2.0,17.0,39.0,7.0,1.0,3.0,11.0,4.0,8.0,0.0,1.0,1.0,7.0,37.0,7.0,1.0,2.0,4.0,2.0,1.0,9.0,8.0,7.0,5.0,0.0,2.0,5.0,2.0
171,28.0,40.0,13.0,155.0,6.0,0.0,3.0,21.0,6.0,6.0,13.0,3.0,3.0,8.0,463.0,4.0,54.0,4.0,10.0,7.0,42.0,2.0,1.0,2811.0,16.0,72.0,4.0,12.0,4.0,178.0,270.0,139.0,11.0,19.0,12.0,39.0,70.0,4.0,5.0,145.0,29.0,17.0,6.0,16.0,22.0,4.0,4.0,11.0,5.0,122.0,10.0,1.0,1.0,0.0,14.0,550.0,13.0,12.0,159.0,2.0,21.0,462.0
175,2.0,3.0,13.0,16.0,2.0,5.0,18.0,2.0,40.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,2.0,42.0,1.0,3.0,8.0,1.0,1.0,3.0,28.0,0.0,23.0,0.0,36.0,63.0,35.0,2.0,0.0,7.0,0.0,11.0,3.0,4.0,0.0,140.0,2.0,9.0,49.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,10.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,109.0,2.0,2.0
180,3.0,38.0,6.0,0.0,2.0,12.0,173.0,26.0,1.0,6.0,8.0,51.0,42.0,139.0,403.0,267.0,11.0,54.0,1922.0,234.0,1846.0,19.0,2.0,2.0,14.0,78.0,11.0,18.0,171.0,9.0,105.0,7.0,211.0,27.0,164.0,25.0,204.0,239.0,7.0,49.0,11.0,8.0,72.0,8.0,7.0,0.0,742.0,183.0,93.0,5.0,7.0,52.0,6.0,78.0,10.0,5.0,6.0,776.0,534.0,5.0,15.0,22.0
180_2,12.0,42.0,5.0,115.0,5.0,42.0,9.0,2.0,2.0,5.0,770.0,14.0,4.0,58.0,168.0,33.0,21.0,39.0,7.0,24.0,86.0,5.0,2.0,226.0,22.0,28.0,51.0,22.0,462.0,1039.0,56.0,12.0,841.0,15.0,71.0,13.0,211.0,282.0,12.0,49.0,9.0,13.0,169.0,21.0,36.0,5.0,86.0,6.0,26.0,5.0,85.0,16.0,13.0,63.0,373.0,15.0,69.0,328.0,1384.0,42.0,33.0,288.0
185,2.0,5.0,1.0,2.0,0.0,2.0,1.0,20.0,2.0,2.0,4.0,0.0,7.0,1.0,6.0,8.0,4.0,6.0,3.0,2.0,6.0,0.0,1.0,2.0,3.0,5.0,7.0,6.0,0.0,1.0,2.0,1.0,0.0,5.0,2.0,0.0,8.0,2.0,3.0,2.0,11.0,6.0,4.0,3.0,0.0,0.0,9.0,0.0,6.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,11.0,1.0
187,13.0,16.0,35.0,295.0,1.0,10.0,0.0,3.0,364.0,1.0,13.0,20.0,4.0,3.0,9.0,96.0,687.0,30.0,10.0,5.0,24.0,1.0,0.0,6.0,1.0,588.0,722.0,640.0,9.0,0.0,427.0,4.0,22.0,160.0,152.0,5.0,158.0,32.0,51.0,7.0,73.0,3.0,8.0,8.0,17.0,6.0,8.0,2.0,1471.0,5.0,0.0,2.0,3.0,6.0,2.0,4.0,169.0,28.0,4.0,5.0,286.0,1.0
188,169.0,9.0,1998.0,75.0,27.0,8.0,9.0,6.0,13.0,9.0,4.0,3.0,9.0,4.0,18.0,56.0,51.0,3.0,2.0,4.0,5.0,2.0,2.0,28.0,25.0,13.0,11.0,3.0,17.0,30.0,33.0,2.0,18.0,19.0,2.0,31.0,8.0,5.0,0.0,1.0,236.0,223.0,20.0,1.0,5.0,0.0,1.0,2.0,8.0,41.0,1.0,4.0,89.0,30.0,4.0,2.0,16.0,30.0,7.0,6.0,14.0,6.0
192,22.0,47.0,9.0,8.0,49.0,14.0,14.0,12.0,26.0,9.0,24.0,128.0,4.0,16.0,97.0,10.0,798.0,3.0,11.0,502.0,117.0,6.0,7.0,10.0,16950.0,87.0,145.0,16.0,44.0,37.0,3.0,72.0,13.0,423.0,27.0,9.0,185.0,13.0,71.0,10.0,16.0,12.0,16.0,13.0,62.0,6.0,8.0,12.0,8.0,6.0,4.0,250.0,10.0,12.0,10.0,9.0,7.0,28.0,6.0,82.0,235.0,74.0
20,3.0,8.0,2.0,118.0,2.0,5.0,13.0,0.0,193.0,1.0,11.0,0.0,1.0,0.0,13.0,242.0,38.0,12.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,18.0,3.0,4.0,1.0,7.0,1.0,1.0,4.0,16.0,1.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0,32.0,1.0,11.0,9.0,0.0
209,36.0,51.0,8532.0,219.0,13.0,3.0,0.0,5.0,85.0,3.0,187.0,283.0,25.0,5.0,119.0,10.0,63.0,67.0,3.0,17.0,23.0,1.0,1.0,39.0,32.0,61.0,13.0,28.0,117.0,27.0,135.0,8.0,1206.0,199.0,6.0,24.0,38.0,21.0,145.0,3.0,108.0,2.0,117.0,28.0,385.0,0.0,432.0,5.0,158.0,7.0,14.0,6.0,19.0,4.0,43.0,288.0,64.0,2.0,23.0,39.0,474.0,1758.0
210,6.0,4.0,12.0,7.0,4.0,1.0,39.0,2.0,1.0,2.0,3.0,12.0,3.0,2.0,6.0,5.0,1.0,2.0,1.0,17.0,10.0,1.0,1.0,402.0,23.0,6.0,0.0,2.0,76.0,5.0,5.0,9.0,8.0,12.0,3.0,2.0,19.0,11.0,6.0,1.0,18.0,6.0,7.0,6.0,2.0,1.0,3.0,5.0,5.0,1.0,3.0,6.0,0.0,1.0,3.0,2.0,8.0,0.0,2.0,2.0,3.0,16.0
226,1.0,70.0,3.0,179.0,25.0,13.0,107.0,4.0,3.0,0.0,5.0,6.0,7.0,3.0,33.0,12.0,114.0,2.0,24.0,192.0,2.0,2.0,2.0,4.0,5.0,36.0,104.0,22.0,5.0,26.0,11.0,4.0,6.0,5.0,4.0,31.0,463.0,3813.0,19.0,154.0,24.0,108.0,15.0,4.0,6.0,0.0,3.0,15.0,1.0,0.0,64.0,6.0,6.0,54.0,0.0,300.0,30.0,7.0,15.0,36.0,28.0,2.0
240,1.0,10.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,19.0,2.0,0.0,0.0,3.0,6.0,5.0,0.0,2.0,0.0,16.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,5.0,0.0,4.0,162.0,5.0,1.0,0.0,11.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,6.0,1.0,18.0,1.0,5.0,0.0,0.0,0.0,1.0,4.0,2.0
248,1.0,2.0,1.0,1.0,8.0,0.0,1.0,1.0,3.0,1.0,15.0,2.0,5.0,2.0,11.0,4.0,7.0,0.0,2.0,6.0,2.0,3.0,1.0,2.0,8.0,2.0,0.0,5.0,33.0,7.0,35.0,0.0,2.0,0.0,5.0,7.0,1.0,3.0,1.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,7.0,10.0,1.0,7.0,3.0,2.0,2.0,2.0,18.0,2.0,1.0,72.0,2.0
