strain_id,B_noMTX_Metformin.HNM1_TPO2,B_noMTX_Metformin.FMP45_MID2,B_noMTX_Metformin.MID2_TPO4,B_noMTX_Metformin.noPPI_reference,B_noMTX_Metformin.ERG27_ACF2,B_noMTX_Metformin.ERG11_PIS1,B_noMTX_Metformin.ERV25_PIS1,B_noMTX_Metformin.SNA4_VAC8,B_noMTX_Metformin.FMP45_MEP1,B_noMTX_Metformin.ERG11_ERG5,B_noMTX_Metformin.RET2_SNA3,B_noMTX_Metformin.ADE17_GIS2,B_noMTX_Metformin.PMC1_CTR2,B_noMTX_Metformin.ERV25_EMP47,B_noMTX_Metformin.PLM2_SNA3,B_noMTX_Metformin.HNM1_MAM33,B_noMTX_Metformin.SRO9_DHH1,B_noMTX_Metformin.PMC1_GTR2,B_noMTX_Metformin.RET2_EMP47,B_noMTX_Metformin.HNM1_TPO4,B_noMTX_Metformin.SNA4_GTR2,B_noMTX_Metformin.ERG11_ACF2,B_noMTX_Metformin.SSH1_ERV25,B_noMTX_Metformin.TPO1_TPO2,B_noMTX_Metformin.HNM1_TPO1,B_noMTX_Metformin.HNM1_RBD2,B_noMTX_Metformin.ERG11_HYR1,B_noMTX_Metformin.HUG1_ALO1,B_noMTX_Metformin.MID2_TPO2,B_noMTX_Metformin.MID2_RSN1,B_noMTX_Metformin.ERV25_UIP4,B_noMTX_Metformin.ERG11_MID2,B_noMTX_Metformin.HUG1_ADE17,B_noMTX_Metformin.SRO9_SGN1,B_noMTX_Metformin.ERV25_ORM2,B_noMTX_Metformin.ERG11_TPO4,B_noMTX_Metformin.HNM1_MID2,B_noMTX_Metformin.ALO1_UIP4,B_noMTX_Metformin.ERV25_ERG5,B_noMTX_Metformin.ADE17_PGM2,B_noMTX_Metformin.GTR1_SLM4,B_noMTX_Metformin.FMP45_HNM1,B_noMTX_Metformin.PLM2_HNM1,B_noMTX_Metformin.ALO1_ADE17,B_noMTX_Metformin.ERV25_RBD2,B_noMTX_Metformin.DHH1_LSM3,B_noMTX_Metformin.SSH1_ORM2,B_noMTX_Metformin.MID2_PIN2,B_noMTX_Metformin.TPO1_TCB2,B_noMTX_Metformin.TPO1_MID2,B_noMTX_Metformin.ALO1_HYR1,B_noMTX_Metformin.SSH1_PIS1,B_noMTX_Metformin.ERG11_ERV25,B_noMTX_Metformin.ADE17_HYR1,B_noMTX_Metformin.ERG11_ORM2,B_noMTX_Metformin.SSH1_ERG11,B_noMTX_Metformin.SRO9_GIS2,B_noMTX_Metformin.MID2_MAM33,B_noMTX_Metformin.HUG1_PGM2,B_noMTX_Metformin.RET2_EMP70,B_noMTX_Metformin.MID2_WSC2,B_noMTX_Metformin.HNM1_ERG11
1040,583.0,672.0,760.0,86.0,68.0,432.0,2255.0,3135.0,172.0,563.0,33.0,159.0,114.0,188.0,97.0,174.0,741.0,194.0,44.0,269.0,139.0,838.0,1173.0,206.0,82.0,9443.0,537.0,354.0,1059.0,1033,301.0,849.0,676.0,177.0,437.0,185.0,1086.0,449.0,173.0,169.0,28.0,855.0,354.0,373.0,63.0,118.0,1563.0,532.0,300.0,106.0,787.0,1577.0,84.0,25.0,125.0,394.0,1581,502.0,140.0,32.0,81.0,335.0
1046,136.0,207.0,156.0,43.0,20.0,223.0,94.0,4.0,110.0,34.0,11.0,145.0,19.0,49.0,5.0,43.0,199.0,13.0,5.0,82.0,20.0,239.0,23.0,26.0,36.0,7.0,353.0,82.0,156.0,217,39.0,243.0,23.0,21.0,246.0,24.0,244.0,19.0,61.0,290.0,4.0,118.0,75.0,105.0,3.0,34.0,187.0,373.0,52.0,22.0,15.0,8.0,671.0,314.0,16.0,22.0,84,144.0,12.0,12.0,279.0,91.0
1050,3.0,47.0,64.0,221.0,30.0,26.0,17.0,8.0,35.0,28.0,7.0,27.0,12.0,7.0,8.0,2.0,211.0,6.0,22.0,45.0,6.0,141.0,9.0,8.0,28.0,17.0,108.0,278.0,32.0,281,7.0,168.0,79.0,18.0,23.0,15.0,19.0,93.0,41.0,85.0,4.0,151.0,30.0,4.0,7.0,10.0,20.0,157.0,15.0,10.0,9.0,21.0,48.0,6.0,8.0,24.0,703,306.0,121.0,14.0,54.0,31.0
1052,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,7,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,4,0.0,1.0,2.0,5.0,2.0
1069,4423.0,233.0,3226.0,100.0,677.0,195.0,58.0,4270.0,375.0,379.0,36.0,323.0,154.0,150.0,51.0,1998.0,585.0,180.0,34.0,3479.0,1489.0,448.0,1066.0,237.0,2146.0,4371.0,879.0,779.0,1645.0,3038,279.0,1777.0,3748.0,121.0,168.0,132.0,638.0,72.0,360.0,5121.0,29.0,309.0,561.0,128.0,97.0,233.0,1269.0,2574.0,151.0,311.0,851.0,3440.0,161.0,789.0,176.0,1025.0,293,1600.0,283.0,46.0,2753.0,257.0
107,50.0,37.0,29.0,14.0,11.0,207.0,30.0,696.0,97.0,50.0,2.0,5656.0,54.0,7.0,5.0,23.0,78.0,21.0,20.0,47.0,93.0,147.0,1.0,9.0,2.0,5.0,102.0,206.0,74.0,18,2.0,218.0,1013.0,20.0,6.0,68.0,31.0,3.0,9.0,379.0,4.0,37.0,36.0,1.0,5.0,8.0,2.0,14.0,14.0,2.0,8.0,29.0,69.0,60.0,8.0,14.0,87,13.0,110.0,4.0,8.0,10.0
113,3.0,123.0,13.0,554.0,126.0,15.0,7.0,8.0,5.0,6.0,4.0,29.0,8.0,3.0,2.0,133.0,9.0,2.0,5.0,5.0,0.0,468.0,21.0,7.0,6.0,22.0,37.0,6.0,35.0,35,5.0,158.0,3.0,0.0,15.0,2.0,5.0,64.0,7.0,4.0,5.0,23.0,3.0,2.0,4.0,8.0,925.0,156.0,1.0,2.0,1.0,30.0,5.0,10.0,2.0,39.0,676,3.0,2.0,15.0,7.0,11.0
119,1.0,3.0,7.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,4.0,8.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,4.0,1.0,11.0,7.0,1.0,7.0,12,1.0,1.0,4.0,2.0,9.0,0.0,4.0,0.0,5.0,6.0,3.0,1.0,3.0,2.0,1.0,2.0,5.0,16.0,2.0,1.0,1.0,11.0,4.0,4.0,0.0,1.0,17,1.0,2.0,10.0,5.0,3.0
124,59.0,6.0,62.0,19.0,6.0,79.0,6.0,2.0,25.0,47.0,6.0,10.0,39.0,1.0,1.0,27.0,79.0,18.0,9.0,135.0,8.0,31.0,31.0,82.0,62.0,17.0,209.0,58.0,64.0,183,23.0,57.0,168.0,15.0,191.0,122.0,65.0,42.0,3.0,3.0,2.0,68.0,27.0,106.0,1.0,6.0,77.0,91.0,145.0,79.0,4.0,2.0,20.0,7.0,8.0,18.0,158,81.0,26.0,4.0,6.0,14.0
128,561.0,193.0,467.0,95.0,87.0,64.0,87.0,11.0,91.0,64.0,14.0,29.0,138.0,128.0,49.0,387.0,175.0,269.0,11.0,176.0,29.0,241.0,82.0,145.0,195.0,1156.0,91.0,585.0,385.0,247,171.0,124.0,2223.0,60.0,195.0,29.0,577.0,230.0,150.0,224.0,6.0,48.0,63.0,210.0,277.0,38.0,341.0,327.0,154.0,101.0,807.0,86.0,19.0,162.0,11.0,143.0,548,390.0,229.0,11.0,507.0,266.0
132,606.0,226.0,903.0,75.0,63.0,326.0,1152.0,1723.0,329.0,453.0,36.0,350.0,232.0,251.0,17.0,476.0,1177.0,224.0,38.0,555.0,508.0,1318.0,421.0,430.0,480.0,2170.0,1029.0,279.0,751.0,513,483.0,845.0,6246.0,154.0,1153.0,268.0,466.0,642.0,195.0,1726.0,13.0,350.0,84.0,170.0,39.0,72.0,694.0,566.0,430.0,437.0,950.0,140.0,74.0,211.0,59.0,343.0,630,270.0,336.0,38.0,461.0,175.0
133,1.0,10.0,8.0,145.0,0.0,98.0,41.0,20.0,126.0,38.0,1.0,4012.0,95.0,4.0,6.0,26.0,80.0,30.0,21.0,10.0,50.0,74.0,52.0,97.0,1.0,9.0,8.0,5.0,13.0,105,103.0,133.0,10.0,3.0,363.0,25.0,30.0,69.0,49.0,27.0,2.0,25.0,16.0,14.0,4.0,45.0,318.0,137.0,1.0,8.0,1.0,561.0,6.0,41.0,65.0,98.0,30,140.0,5.0,8.0,2.0,8.0
136,28.0,234.0,121.0,87.0,47.0,21.0,6.0,2.0,71.0,25.0,1.0,7.0,78.0,16.0,4.0,8.0,95.0,48.0,5.0,28.0,86.0,97.0,39.0,10.0,2.0,10.0,17.0,30.0,38.0,48,63.0,100.0,74.0,106.0,34.0,44.0,15.0,25.0,8.0,4.0,1241.0,91.0,36.0,190.0,3.0,8.0,12.0,224.0,43.0,12.0,4.0,200.0,11.0,5.0,106.0,25.0,93,61.0,47.0,4.0,7.0,13.0
14,169.0,238.0,1525.0,279.0,166.0,686.0,941.0,521.0,101.0,690.0,38.0,124.0,117.0,146.0,103.0,149.0,517.0,124.0,55.0,220.0,113.0,4917.0,221.0,20.0,174.0,997.0,4474.0,241.0,586.0,128,35.0,985.0,3372.0,265.0,1590.0,1411.0,243.0,74.0,304.0,2885.0,20.0,625.0,294.0,104.0,26.0,106.0,379.0,656.0,32.0,34.0,261.0,605.0,813.0,31.0,772.0,218.0,3257,310.0,163.0,35.0,53.0,148.0
146,2648.0,1324.0,4070.0,158.0,294.0,864.0,2965.0,4408.0,994.0,981.0,68.0,448.0,809.0,1448.0,1568.0,2142.0,2504.0,615.0,98.0,2997.0,1146.0,2839.0,1052.0,447.0,2935.0,7811.0,3886.0,390.0,2918.0,3573,1391.0,1684.0,2207.0,2465.0,704.0,751.0,2117.0,1151.0,1039.0,2121.0,116.0,1902.0,1100.0,1064.0,88.0,651.0,1537.0,5091.0,814.0,1325.0,7477.0,5296.0,729.0,398.0,318.0,1031.0,6508,2412.0,325.0,92.0,2733.0,722.0
15,12.0,29.0,92.0,33.0,40.0,73.0,180.0,19.0,26.0,16.0,5.0,109.0,18.0,3.0,6.0,17.0,82.0,29.0,7.0,66.0,32.0,20.0,27.0,30.0,33.0,12.0,293.0,188.0,27.0,86,88.0,132.0,391.0,22.0,921.0,18.0,89.0,55.0,41.0,42.0,6.0,81.0,26.0,24.0,5.0,12.0,251.0,93.0,123.0,59.0,77.0,146.0,160.0,74.0,18.0,78.0,77,62.0,89.0,5.0,11.0,20.0
151,3.0,40.0,48.0,16.0,0.0,43.0,7.0,4.0,24.0,157.0,1.0,8.0,12.0,16.0,4.0,7.0,97.0,10.0,4.0,13.0,5.0,122.0,85.0,8.0,29.0,34.0,52.0,18.0,36.0,53,11.0,29.0,12.0,121.0,14.0,32.0,12.0,15.0,9.0,10.0,341.0,100.0,12.0,7.0,2.0,5.0,6.0,86.0,25.0,11.0,5.0,21.0,44.0,6.0,10.0,26.0,384,0.0,2.0,7.0,10.0,4.0
153,20.0,69.0,170.0,87.0,15.0,107.0,363.0,10.0,167.0,940.0,3.0,26.0,94.0,40.0,11.0,24.0,411.0,65.0,7.0,7.0,141.0,93.0,250.0,5.0,37.0,16.0,449.0,97.0,30.0,112,54.0,261.0,250.0,128.0,574.0,27.0,163.0,210.0,33.0,11.0,9.0,310.0,177.0,267.0,52.0,12.0,629.0,191.0,3.0,5.0,198.0,233.0,70.0,283.0,24.0,80.0,677,44.0,42.0,8.0,8.0,37.0
171,14.0,16.0,26.0,4.0,6.0,36.0,5.0,17.0,32.0,18.0,143.0,16.0,6.0,8.0,1.0,8.0,15.0,7.0,187.0,39.0,8.0,404.0,3.0,5.0,4.0,76.0,43.0,43.0,34.0,70,35.0,24.0,87.0,3.0,22.0,7.0,42.0,5.0,6.0,17.0,250.0,36.0,25.0,9.0,177.0,9.0,24.0,65.0,1.0,7.0,3.0,19.0,1.0,8.0,4.0,10.0,42,7.0,7.0,9.0,29.0,7.0
175,4.0,63.0,46.0,42.0,5.0,26.0,5.0,5.0,42.0,3.0,1.0,11.0,42.0,2.0,1.0,2.0,221.0,8.0,3.0,3.0,37.0,8.0,1.0,13.0,72.0,5.0,6.0,129.0,158.0,124,1.0,104.0,203.0,68.0,14.0,18.0,11.0,143.0,8.0,3.0,13.0,3.0,6.0,3.0,2.0,9.0,4.0,139.0,33.0,22.0,76.0,101.0,25.0,7.0,16.0,3.0,448,7.0,42.0,6.0,6.0,8.0
180,9.0,323.0,86.0,19.0,5.0,279.0,1426.0,5.0,41.0,121.0,7.0,305.0,30.0,9.0,164.0,11.0,238.0,12.0,14.0,4.0,25.0,263.0,73.0,4.0,41.0,14.0,574.0,30.0,102.0,306,12.0,345.0,30.0,55.0,1599.0,97.0,48.0,43.0,11.0,8.0,4.0,172.0,44.0,49.0,161.0,11.0,920.0,272.0,13.0,4.0,16.0,244.0,50.0,3.0,78.0,109.0,1161,85.0,4.0,6.0,598.0,14.0
180_2,48.0,523.0,109.0,100.0,8.0,501.0,1344.0,12.0,106.0,130.0,7.0,182.0,73.0,23.0,16.0,30.0,797.0,38.0,12.0,52.0,20.0,368.0,716.0,11.0,53.0,18.0,1159.0,86.0,119.0,191,36.0,408.0,201.0,295.0,1903.0,82.0,42.0,35.0,52.0,12.0,11.0,820.0,161.0,157.0,1760.0,20.0,1767.0,420.0,6.0,4.0,218.0,968.0,411.0,10.0,173.0,206.0,282,313.0,53.0,25.0,10.0,25.0
185,7.0,19.0,15.0,2.0,1.0,11.0,26.0,8.0,5.0,12.0,1.0,8.0,4.0,4.0,1.0,5.0,18.0,7.0,2.0,2.0,4.0,21.0,5.0,4.0,8.0,8.0,12.0,6.0,21.0,23,2.0,16.0,2.0,2.0,13.0,8.0,19.0,10.0,7.0,11.0,13.0,27.0,7.0,3.0,10.0,1.0,8.0,24.0,0.0,2.0,15.0,9.0,3.0,1.0,8.0,2.0,42,4.0,3.0,2.0,14.0,10.0
187,49.0,210.0,255.0,7.0,6.0,180.0,8.0,5.0,292.0,51.0,3.0,106.0,33.0,603.0,1.0,22.0,288.0,54.0,4.0,117.0,90.0,64.0,33.0,0.0,14.0,6.0,94.0,178.0,61.0,140,107.0,91.0,379.0,120.0,58.0,39.0,61.0,274.0,77.0,551.0,5.0,115.0,3.0,516.0,5.0,9.0,41.0,184.0,16.0,6.0,274.0,4.0,1.0,183.0,14.0,18.0,172,17.0,141.0,6.0,111.0,12.0
188,7.0,429.0,777.0,152.0,19.0,104.0,346.0,2322.0,120.0,101.0,12.0,42.0,152.0,3.0,19.0,26.0,266.0,100.0,10.0,8.0,84.0,202.0,170.0,312.0,74.0,5449.0,8.0,169.0,463.0,623,90.0,276.0,1389.0,114.0,8.0,97.0,103.0,53.0,25.0,21.0,4.0,579.0,158.0,62.0,10.0,17.0,15.0,622.0,411.0,254.0,23.0,12.0,58.0,15.0,56.0,14.0,301,351.0,259.0,13.0,29.0,62.0
192,8.0,11.0,56.0,2530.0,13.0,23.0,400.0,15.0,8.0,7.0,10.0,39.0,12.0,5.0,6.0,11.0,33.0,3.0,487.0,11.0,5.0,35.0,9.0,14.0,29.0,26.0,31.0,6.0,113.0,104,19.0,73.0,15.0,11.0,228.0,2.0,23.0,5.0,21.0,6.0,3.0,13.0,23.0,5.0,20.0,11.0,71.0,91.0,8.0,12.0,22.0,495.0,92.0,24.0,6.0,58.0,62,41.0,5.0,1057.0,50.0,12.0
20,2.0,23.0,51.0,14.0,4.0,34.0,8.0,2.0,115.0,63.0,2.0,9.0,5.0,29.0,4.0,5.0,195.0,2.0,3.0,1.0,7.0,81.0,316.0,2.0,9.0,4.0,16.0,28.0,29.0,178,4.0,135.0,2.0,66.0,5.0,63.0,30.0,61.0,48.0,15.0,3.0,113.0,52.0,2.0,1.0,3.0,26.0,146.0,2.0,0.0,4.0,12.0,11.0,5.0,7.0,11.0,650,5.0,1.0,4.0,8.0,3.0
209,77.0,19.0,103.0,59.0,19.0,58.0,7.0,10.0,79.0,26.0,5.0,17.0,16.0,6.0,4.0,55.0,159.0,11.0,4.0,69.0,44.0,190.0,78.0,7.0,91.0,7.0,221.0,78.0,140.0,96,56.0,127.0,825.0,51.0,30.0,10.0,33.0,44.0,43.0,46.0,616.0,103.0,19.0,143.0,1357.0,24.0,35.0,96.0,6.0,5.0,4.0,19.0,4.0,316.0,58.0,59.0,34,132.0,54.0,7.0,272.0,13.0
210,6.0,9.0,50.0,43.0,3.0,38.0,9.0,7.0,10.0,5.0,2.0,23.0,10.0,4.0,5.0,4.0,14.0,1.0,3.0,1.0,11.0,26.0,62.0,1.0,6.0,12.0,36.0,6.0,41.0,26,6.0,54.0,9.0,10.0,16.0,45.0,5.0,3.0,10.0,17.0,2.0,12.0,1.0,4.0,5.0,5.0,14.0,31.0,5.0,3.0,3.0,13.0,5.0,5.0,4.0,2.0,35,11.0,9.0,4.0,823.0,10.0
217,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5,0.0,1.0,0.0,0.0,1.0
22,1.0,2.0,6.0,6.0,0.0,1.0,1.0,5.0,2.0,2.0,0.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,0.0,27.0,3.0,2.0,0.0,0.0,1.0,11.0,0.0,12.0,16,1.0,3.0,6.0,2.0,3.0,0.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0,1.0,0.0,1.0,2.0,11.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,26,1.0,1.0,0.0,17.0,3.0
226,36.0,83.0,158.0,16.0,2.0,72.0,87.0,9.0,42.0,39.0,4.0,8.0,88.0,45.0,7.0,10.0,49.0,55.0,1.0,109.0,43.0,60.0,17.0,1.0,11.0,5.0,139.0,116.0,56.0,75,35.0,199.0,238.0,20.0,333.0,107.0,189.0,27.0,21.0,7.0,361.0,235.0,14.0,24.0,8.0,12.0,16.0,221.0,18.0,4.0,10.0,5.0,4.0,2.0,6.0,21.0,78,59.0,75.0,3.0,42.0,24.0
235,2.0,52.0,7.0,26.0,2.0,3.0,6.0,2.0,68.0,3.0,2.0,3.0,39.0,31.0,0.0,1.0,3.0,15.0,1.0,0.0,17.0,6.0,20.0,0.0,0.0,14.0,10.0,18.0,23.0,19,12.0,140.0,337.0,12.0,9.0,44.0,2.0,23.0,9.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,479.0,33.0,1.0,3.0,0.0,17.0,0.0,0.0,1.0,43.0,63,195.0,5.0,2.0,2.0,1.0
240,14.0,0.0,9.0,21.0,0.0,1.0,1487.0,5.0,3.0,3.0,1.0,10.0,2.0,6.0,4.0,10.0,6.0,1.0,9.0,0.0,3.0,4.0,0.0,2.0,9.0,7.0,12.0,16.0,17.0,29,21.0,18.0,19.0,6.0,933.0,0.0,1.0,0.0,14.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,13.0,39.0,2.0,2.0,6.0,10.0,3.0,1.0,0.0,1.0,14,4.0,8.0,5.0,29.0,2.0
248,89.0,21.0,29.0,63.0,4.0,22.0,2.0,4.0,5.0,5.0,2.0,6.0,4.0,2.0,6.0,68.0,11.0,4.0,6.0,4.0,132.0,62.0,54.0,3.0,5.0,25.0,47.0,39.0,34.0,155,9.0,95.0,20.0,4.0,13.0,2.0,22.0,11.0,33.0,524.0,10.0,11.0,5.0,5.0,3.0,3.0,2.0,60.0,6.0,2.0,6.0,7.0,8.0,3.0,4.0,22.0,12,18.0,11.0,3.0,30.0,9.0
