strain_id,A_MTX_Fluconazole.PMC1_CTR2,A_MTX_Fluconazole.PLM2_SNA3,A_MTX_Fluconazole.ERV25_ERG5,A_MTX_Fluconazole.ERV25_UIP4,A_MTX_Fluconazole.HNM1_TPO4,A_MTX_Fluconazole.PLM2_HNM1,A_MTX_Fluconazole.RET2_SNA3,A_MTX_Fluconazole.ERG11_ERV25,A_MTX_Fluconazole.ALO1_UIP4,A_MTX_Fluconazole.SRO9_GIS2,A_MTX_Fluconazole.ADE17_HYR1,A_MTX_Fluconazole.ERV25_RBD2,A_MTX_Fluconazole.SSH1_ERV25,A_MTX_Fluconazole.MID2_TPO2,A_MTX_Fluconazole.TPO1_TPO2,A_MTX_Fluconazole.HNM1_RBD2,A_MTX_Fluconazole.SNA4_GTR2,A_MTX_Fluconazole.ERG11_PIS1,A_MTX_Fluconazole.FMP45_MEP1,A_MTX_Fluconazole.TPO1_MID2,A_MTX_Fluconazole.SRO9_SGN1,A_MTX_Fluconazole.SSH1_ERG11,A_MTX_Fluconazole.RET2_EMP70,A_MTX_Fluconazole.FMP45_MID2,A_MTX_Fluconazole.GTR1_SLM4,A_MTX_Fluconazole.ADE17_GIS2,A_MTX_Fluconazole.MID2_WSC2,A_MTX_Fluconazole.MID2_TPO4,A_MTX_Fluconazole.ALO1_ADE17,A_MTX_Fluconazole.ERG11_ORM2,A_MTX_Fluconazole.noPPI_reference,A_MTX_Fluconazole.RET2_EMP47,A_MTX_Fluconazole.ERV25_ORM2,A_MTX_Fluconazole.HNM1_MAM33,A_MTX_Fluconazole.HUG1_ALO1,A_MTX_Fluconazole.DHH1_LSM3,A_MTX_Fluconazole.HNM1_TPO2,A_MTX_Fluconazole.ERG11_TPO4,A_MTX_Fluconazole.ERV25_PIS1,A_MTX_Fluconazole.MID2_RSN1,A_MTX_Fluconazole.HNM1_ERG11,A_MTX_Fluconazole.MID2_PIN2,A_MTX_Fluconazole.HUG1_PGM2,A_MTX_Fluconazole.FMP45_HNM1,A_MTX_Fluconazole.TPO1_TCB2,A_MTX_Fluconazole.ERV25_EMP47,A_MTX_Fluconazole.ALO1_HYR1,A_MTX_Fluconazole.SRO9_DHH1,A_MTX_Fluconazole.HUG1_ADE17,A_MTX_Fluconazole.ERG11_HYR1,A_MTX_Fluconazole.SSH1_ORM2,A_MTX_Fluconazole.PMC1_GTR2,A_MTX_Fluconazole.HNM1_TPO1,A_MTX_Fluconazole.ERG11_ERG5,A_MTX_Fluconazole.ERG11_ACF2,A_MTX_Fluconazole.SNA4_VAC8,A_MTX_Fluconazole.HNM1_MID2,A_MTX_Fluconazole.MID2_MAM33,A_MTX_Fluconazole.SSH1_PIS1,A_MTX_Fluconazole.ADE17_PGM2,A_MTX_Fluconazole.ERG27_ACF2,A_MTX_Fluconazole.ERG11_MID2
1046,3.0,0.0,20.0,1.0,6.0,2.0,2.0,6.0,3.0,0.0,3.0,1.0,6.0,1.0,3.0,0.0,3.0,33.0,2.0,0.0,6.0,7.0,1.0,3.0,11.0,0.0,1.0,4.0,8.0,11.0,0.0,2.0,106.0,0.0,2.0,23.0,0.0,4.0,0.0,0.0,5.0,8.0,2.0,3.0,3.0,33.0,2.0,2.0,0.0,195.0,1.0,1.0,2.0,118.0,3.0,1.0,3.0,2.0,0.0,1.0,7.0,22.0
1050,3.0,0.0,1.0,0.0,1.0,0.0,1.0,15.0,2.0,142.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,4.0,1.0,11.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,9.0,1.0,7.0,1.0,1.0,4.0,0.0,0.0,14.0,1.0,3.0,0.0,4.0,0.0,4.0,1.0,6.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,5.0
1052,3.0,13.0,3.0,74.0,14.0,14.0,3.0,32.0,13.0,7.0,7.0,13.0,24.0,9.0,3.0,7.0,10.0,14.0,4.0,6.0,66.0,6.0,2.0,37.0,22.0,2.0,14.0,9.0,18.0,8.0,6.0,1.0,38.0,48.0,10.0,43.0,22.0,3.0,18.0,11.0,7.0,101.0,5.0,16.0,2.0,55.0,26.0,6.0,2.0,7.0,5.0,9.0,50.0,6.0,3.0,1.0,22.0,10.0,0.0,5.0,5.0,7.0
1065,10.0,16.0,6.0,49.0,19.0,18.0,6.0,24.0,22.0,72.0,16.0,14.0,16.0,16.0,29.0,12.0,63.0,15.0,13.0,10.0,66.0,13.0,5.0,24.0,30.0,161.0,13.0,24.0,14.0,16.0,12.0,2.0,38.0,21.0,12.0,858.0,31.0,1001.0,14.0,18.0,11.0,41.0,6.0,10.0,3.0,38.0,16.0,178.0,8.0,9.0,11.0,9.0,37.0,17.0,12.0,26.0,19.0,45.0,4.0,18.0,5.0,5.0
1069,1299.0,402.0,786.0,1197.0,23140.0,8971.0,174.0,1575.0,531.0,423.0,1061.0,690.0,7886.0,7311.0,7046.0,2648.0,22843.0,1052.0,4431.0,1129.0,951.0,14511.0,176.0,2623.0,447.0,719.0,12047.0,9680.0,557.0,402.0,3413.0,196.0,755.0,26597.0,4673.0,22432.0,50713.0,474.0,1049.0,3899.0,1238.0,12406.0,6438.0,610.0,994.0,1737.0,9748.0,2860.0,1548.0,536.0,16374.0,2286.0,50295.0,626.0,9974.0,24078.0,2902.0,18853.0,20716.0,32128.0,6493.0,6624.0
107,3.0,1.0,2.0,2.0,3.0,6.0,0.0,178.0,1.0,91.0,0.0,6.0,1.0,4.0,0.0,1.0,4.0,88.0,3.0,1.0,4.0,0.0,0.0,6.0,6.0,3.0,2.0,2.0,4.0,1.0,8.0,0.0,26.0,4.0,0.0,51.0,0.0,19.0,0.0,2.0,7.0,33.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,193.0,2.0,7.0,23.0,6.0,0.0,4.0,1.0,6.0
113,9.0,1.0,11.0,18.0,2.0,4.0,3.0,8.0,1.0,51.0,5.0,3.0,8.0,10.0,3.0,8.0,12.0,39.0,15.0,9.0,47.0,5.0,1.0,8.0,15.0,59.0,4.0,14.0,4.0,8.0,2.0,11.0,3.0,10.0,3.0,18.0,5.0,57.0,37.0,3.0,14.0,39.0,3.0,5.0,3.0,12.0,17.0,17.0,4.0,4.0,0.0,2.0,6.0,29.0,4.0,23.0,5.0,2.0,7.0,5.0,38.0,31.0
119,1.0,6.0,1.0,13.0,3.0,7.0,0.0,16.0,2.0,4.0,8.0,1.0,2.0,7.0,1.0,3.0,17.0,12.0,16.0,0.0,54.0,1.0,2.0,7.0,8.0,11.0,6.0,10.0,0.0,0.0,2.0,0.0,5.0,2.0,3.0,13.0,5.0,9.0,6.0,4.0,1.0,45.0,3.0,8.0,0.0,8.0,6.0,5.0,3.0,3.0,1.0,1.0,3.0,5.0,0.0,10.0,6.0,3.0,1.0,7.0,0.0,6.0
124,3.0,0.0,1.0,48.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,23.0,0.0,1.0,18.0,0.0,0.0,2.0,120.0,0.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,20.0,9.0,1.0,4.0,8.0,1.0,2.0,0.0,21.0,9.0,21.0,2.0,3.0,14.0,5.0,0.0,0.0,1.0,34.0,5.0,0.0,2.0,8.0,1.0,0.0,2.0,1.0,41.0
128,1.0,3.0,457.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,1.0,0.0,14.0,2.0,2.0,17.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,22.0,11.0,4.0,0.0,0.0,20.0
132,1.0,3.0,339.0,3.0,0.0,2.0,1.0,154.0,1.0,92.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,171.0,3.0,19.0,99.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,209.0,3.0,0.0,82.0,1.0,2.0,97.0,1.0,39.0,2.0,2.0,4.0,1.0,2.0,6.0,0.0,2.0,3.0,5.0,1.0,9.0,7.0,0.0,5.0,9.0,3.0,5.0,255.0,1.0,4.0,0.0,0.0,77.0
14,23.0,367.0,339.0,13.0,20.0,656.0,10.0,7.0,18.0,5475.0,23.0,34.0,67.0,39.0,8.0,35.0,66.0,224.0,39.0,4.0,10.0,9.0,3.0,39.0,17.0,55.0,40.0,166.0,7.0,45.0,7.0,31.0,23.0,15.0,18.0,493.0,11.0,2405.0,154.0,26.0,22.0,40.0,11.0,42.0,4.0,13.0,9.0,130.0,421.0,14.0,6.0,12.0,32.0,2057.0,3.0,23.0,641.0,26.0,36.0,684.0,7.0,186.0
146,760.0,230.0,248.0,54.0,449.0,692.0,9.0,1076.0,85.0,493.0,125.0,44.0,161.0,87.0,28.0,39.0,97.0,101.0,188.0,13.0,89.0,31.0,26.0,62.0,51.0,201.0,30.0,699.0,29.0,40.0,18.0,28.0,10.0,49.0,34.0,562.0,36.0,2360.0,147.0,86.0,65.0,166.0,33.0,80.0,3.0,52.0,95.0,221.0,39.0,434.0,64.0,243.0,110.0,2777.0,14.0,126.0,76.0,459.0,76.0,31.0,21.0,115.0
15,4.0,9.0,0.0,5.0,4.0,2.0,3.0,2.0,22.0,6.0,0.0,4.0,53.0,1.0,9.0,4.0,8.0,5.0,0.0,6.0,1.0,0.0,0.0,1162.0,5.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,2.0,10.0,586.0,8.0,3.0,1.0,3.0,2.0,9.0,11.0,15.0,13.0,97.0,15.0,239.0,5.0,5.0,0.0,1.0,5.0,4.0,8.0,2.0,1.0,10.0,2.0,3.0,2.0,1.0,22.0
151,1.0,0.0,0.0,4.0,1.0,2.0,0.0,37.0,1.0,8.0,14.0,0.0,1.0,29.0,1.0,4.0,9.0,9.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,9.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,10.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,499.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,19.0
17,1.0,1.0,1.0,10.0,8.0,11.0,0.0,10.0,6.0,13.0,18.0,6.0,6.0,29.0,5.0,6.0,15.0,7.0,14.0,0.0,12.0,12.0,3.0,2.0,36.0,8.0,4.0,6.0,2.0,1.0,5.0,1.0,4.0,2.0,2.0,6.0,5.0,1.0,10.0,6.0,3.0,21.0,5.0,2.0,1.0,9.0,6.0,7.0,2.0,0.0,5.0,2.0,20.0,8.0,1.0,13.0,11.0,4.0,6.0,2.0,1.0,9.0
171,4.0,4.0,2.0,7.0,4.0,5.0,7.0,62.0,2.0,6.0,1.0,3.0,1.0,4.0,11.0,2.0,9.0,4.0,4.0,5.0,1.0,3.0,29.0,2.0,260.0,3.0,0.0,3.0,0.0,0.0,2.0,23.0,9.0,1.0,1.0,3.0,6.0,9.0,5.0,6.0,13.0,0.0,4.0,6.0,5.0,1.0,2.0,8.0,0.0,8.0,0.0,1.0,7.0,7.0,138.0,33.0,3.0,2.0,4.0,1.0,15.0,50.0
17_2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
185,6.0,0.0,4.0,0.0,16.0,12.0,0.0,37.0,6.0,7.0,1.0,6.0,4.0,3.0,0.0,1.0,0.0,9.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0,2.0,3.0,16.0,0.0,20.0,15.0,22.0,17.0,9.0,3.0,7.0,0.0,13.0,3.0,1.0,0.0,0.0,3.0,15.0,8.0,8.0,8.0,0.0,10.0,5.0,19.0,0.0,3.0,6.0
188,5.0,16.0,7.0,31.0,20.0,20.0,5.0,27.0,11.0,670.0,38.0,10.0,28.0,33.0,2.0,11.0,64.0,60.0,43.0,8.0,124.0,8.0,5.0,30.0,38.0,28.0,38.0,34.0,12.0,14.0,1.0,1.0,15.0,26.0,12.0,40.0,50.0,9.0,11.0,20.0,14.0,161.0,5.0,23.0,7.0,30.0,14.0,16.0,6.0,7.0,6.0,9.0,32.0,50.0,7.0,22.0,23.0,12.0,5.0,27.0,1.0,118.0
192,13.0,27.0,15.0,38.0,29.0,26.0,5.0,25.0,13.0,27.0,57.0,11.0,25.0,48.0,7.0,33.0,63.0,59.0,81.0,7.0,110.0,22.0,6.0,24.0,41.0,45.0,58.0,40.0,19.0,20.0,27.0,2.0,1950.0,56.0,18.0,70.0,66.0,16.0,23.0,30.0,22.0,253.0,7.0,19.0,15.0,31.0,38.0,16.0,8.0,8.0,36.0,17.0,63.0,86.0,35.0,55.0,25.0,30.0,26.0,55.0,12.0,35.0
20,1.0,0.0,0.0,2.0,0.0,0.0,0.0,114.0,1.0,54.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,16.0
210,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,15.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0
217,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,15.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
226,5.0,4.0,36.0,0.0,6.0,227.0,1.0,2.0,0.0,33.0,2.0,2.0,5.0,22.0,2.0,16.0,88.0,174.0,16.0,0.0,16.0,1.0,0.0,147.0,51.0,4.0,10.0,127.0,2.0,2.0,0.0,0.0,16.0,0.0,5.0,116.0,11.0,0.0,1.0,43.0,11.0,3250.0,6.0,28.0,0.0,297.0,0.0,27.0,1.0,19.0,2.0,24.0,3.0,19.0,0.0,2.0,31.0,0.0,0.0,0.0,1.0,37.0
250,1.0,0.0,1.0,2.0,6.0,1.0,0.0,6.0,2.0,1.0,8.0,9.0,5.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,11.0,3.0,7.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,5.0,2.0,7.0,0.0,3.0,0.0,1.0
252,2.0,1.0,2.0,7.0,7.0,2.0,1.0,0.0,1.0,1.0,9.0,19.0,7.0,11.0,9.0,0.0,9.0,1125.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.0,2.0,2.0,1448.0,0.0,39.0,1.0,1.0,5.0,9.0,2.0,2.0,0.0,2.0,1.0,10.0,0.0,0.0,3.0,5.0,1.0,0.0,2.0,4.0,1.0,3.0,9.0,4.0,14.0,3.0,7.0,12.0,22.0,0.0,1.0
253,3.0,0.0,342.0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,859.0,3.0,1.0,4.0,1.0,1.0,9.0,11.0,8.0,0.0,21.0,3.0,0.0,1.0,1.0,158.0,0.0,0.0,1.0,2.0,5.0,1.0,13.0,3.0,0.0,10.0,4.0,0.0,2.0,3.0,3.0,9.0,0.0,2.0,0.0,0.0,14.0,24.0,0.0,2.0,2.0,30.0,4.0,9.0,3.0,187.0,11.0,51.0,4.0,8.0,5.0,10.0
254,2.0,1.0,19.0,10.0,2.0,1.0,3.0,525.0,4.0,11.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,43.0,6.0,7.0,11.0,1.0,3.0,5.0,2.0,4.0,1.0,2.0,0.0,5.0,0.0,1.0,18.0,2.0,2.0,92.0,4.0,1.0,9.0,10.0,2.0,2.0,4.0,2.0,0.0,0.0,4.0,6.0,3.0,1.0,2.0,0.0,8.0,7.0,0.0,1.0,8.0,2.0,2.0,1.0,0.0,187.0
257,4.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,14.0,0.0,2.0,3.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,105.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,40.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0
258,16.0,42.0,3.0,1.0,0.0,10.0,1.0,2.0,39.0,3.0,2.0,24.0,2.0,22.0,5.0,0.0,45.0,39.0,0.0,12.0,4.0,1.0,1.0,2.0,5.0,7.0,24.0,0.0,18.0,2.0,2.0,6.0,7.0,15.0,34.0,74.0,48.0,0.0,21.0,6.0,5.0,9.0,27.0,6.0,5.0,2.0,2.0,3.0,27.0,575.0,0.0,4.0,24.0,0.0,0.0,211.0,12.0,3743.0,2.0,6.0,343.0,203.0
277,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
286,34.0,0.0,1.0,5.0,2.0,2.0,8.0,2.0,37.0,2.0,2.0,2.0,71.0,5.0,509.0,1.0,27.0,5.0,131.0,83.0,8.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,10.0,774.0,1.0,126.0,4.0,1.0,1.0,2.0,7.0,0.0,13.0,209.0,17.0,586.0,1.0,1.0,16.0,3.0,9.0,5.0,22.0,2.0,0.0,4.0,96.0,1.0,2.0,2.0,5.0,30.0,57.0
289,7.0,3.0,2.0,1.0,0.0,2.0,2.0,186.0,2.0,7.0,1.0,0.0,1.0,1.0,6.0,2.0,1.0,259.0,7.0,1.0,7.0,2.0,5.0,1.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,13.0,10.0,1.0,11.0,2.0,0.0,3.0,0.0,0.0,6.0,3.0,5.0,1.0,0.0,538.0,0.0,3.0,2.0,22.0,2.0,2.0,5.0,5.0,0.0,2.0,4.0,7.0
