strain_id,A_MTX_Metformin.RET2_SNA3,A_MTX_Metformin.HNM1_RBD2,A_MTX_Metformin.GTR1_SLM4,A_MTX_Metformin.ERG11_ORM2,A_MTX_Metformin.ERV25_ERG5,A_MTX_Metformin.SSH1_PIS1,A_MTX_Metformin.ADE17_PGM2,A_MTX_Metformin.FMP45_HNM1,A_MTX_Metformin.TPO1_TCB2,A_MTX_Metformin.HUG1_ADE17,A_MTX_Metformin.FMP45_MID2,A_MTX_Metformin.HNM1_TPO2,A_MTX_Metformin.ERG11_ERG5,A_MTX_Metformin.SSH1_ORM2,A_MTX_Metformin.FMP45_MEP1,A_MTX_Metformin.RET2_EMP70,A_MTX_Metformin.ERG11_MID2,A_MTX_Metformin.ERG11_TPO4,A_MTX_Metformin.ALO1_ADE17,A_MTX_Metformin.TPO1_TPO2,A_MTX_Metformin.SNA4_GTR2,A_MTX_Metformin.SSH1_ERV25,A_MTX_Metformin.HNM1_MID2,A_MTX_Metformin.PMC1_CTR2,A_MTX_Metformin.ERG11_ACF2,A_MTX_Metformin.SRO9_GIS2,A_MTX_Metformin.HNM1_ERG11,A_MTX_Metformin.PLM2_SNA3,A_MTX_Metformin.HNM1_TPO4,A_MTX_Metformin.ERG11_HYR1,A_MTX_Metformin.MID2_PIN2,A_MTX_Metformin.noPPI_reference,A_MTX_Metformin.ERV25_UIP4,A_MTX_Metformin.ADE17_HYR1,A_MTX_Metformin.RET2_EMP47,A_MTX_Metformin.MID2_WSC2,A_MTX_Metformin.DHH1_LSM3,A_MTX_Metformin.SRO9_DHH1,A_MTX_Metformin.SSH1_ERG11,A_MTX_Metformin.ERV25_PIS1,A_MTX_Metformin.ERV25_ORM2,A_MTX_Metformin.HNM1_MAM33,A_MTX_Metformin.MID2_MAM33,A_MTX_Metformin.SNA4_VAC8,A_MTX_Metformin.MID2_TPO2,A_MTX_Metformin.ERG11_PIS1,A_MTX_Metformin.ALO1_HYR1,A_MTX_Metformin.ERV25_RBD2,A_MTX_Metformin.HUG1_ALO1,A_MTX_Metformin.PLM2_HNM1,A_MTX_Metformin.ADE17_GIS2,A_MTX_Metformin.SRO9_SGN1,A_MTX_Metformin.MID2_TPO4,A_MTX_Metformin.TPO1_MID2,A_MTX_Metformin.HNM1_TPO1,A_MTX_Metformin.ERG27_ACF2,A_MTX_Metformin.MID2_RSN1,A_MTX_Metformin.ALO1_UIP4,A_MTX_Metformin.PMC1_GTR2,A_MTX_Metformin.ERV25_EMP47,A_MTX_Metformin.HUG1_PGM2,A_MTX_Metformin.ERG11_ERV25
151,1.0,2.0,52.0,12.0,17.0,0.0,2.0,1.0,1.0,2.0,0.0,32.0,43.0,2.0,2.0,0.0,30.0,52.0,0.0,1.0,5.0,3.0,9.0,2.0,2.0,26.0,0.0,0.0,3.0,17.0,8.0,5.0,4.0,1.0,0.0,2.0,17.0,6.0,4.0,4.0,8.0,5.0,1.0,3.0,1.0,10.0,12.0,1.0,2.0,1.0,1.0,608,2.0,3.0,8.0,0.0,3.0,6.0,1.0,5.0,3.0,46.0
153,1.0,2.0,7.0,52.0,7.0,5.0,3.0,1.0,0.0,1.0,1.0,5.0,384.0,77.0,6.0,1.0,92.0,335.0,1.0,1.0,6.0,12.0,50.0,1.0,2.0,156.0,6.0,0.0,1.0,107.0,8.0,0.0,2.0,2.0,2.0,1.0,9.0,46.0,27.0,9.0,103.0,8.0,3.0,0.0,3.0,24.0,5.0,3.0,2.0,0.0,3.0,739,30.0,0.0,17.0,0.0,12.0,3.0,1.0,9.0,6.0,172.0
171,4.0,16.0,61.0,10.0,20.0,5.0,4.0,9.0,5.0,19.0,4.0,91.0,9.0,32.0,6.0,2.0,20.0,7.0,8.0,0.0,6.0,10.0,7.0,3.0,41.0,6.0,8.0,10.0,15.0,12.0,19.0,15.0,41.0,2.0,21.0,1.0,11.0,3.0,11.0,34.0,90.0,15.0,6.0,5.0,9.0,5.0,18.0,2.0,10.0,7.0,4.0,145,9.0,3.0,12.0,1.0,22.0,19.0,9.0,18.0,17.0,27.0
180_2,2.0,0.0,6.0,215.0,8.0,8.0,2.0,4.0,2.0,3.0,10.0,85.0,70.0,49.0,4.0,2.0,68.0,126.0,2.0,0.0,8.0,42.0,1.0,3.0,15.0,18.0,14.0,0.0,32.0,274.0,24.0,1.0,28.0,1.0,1.0,3.0,9.0,169.0,21.0,32.0,599.0,22.0,7.0,0.0,10.0,48.0,17.0,55.0,3.0,1.0,2.0,1327,10.0,2.0,193.0,1.0,42.0,8.0,5.0,10.0,5.0,1488.0
185,1.0,7.0,13.0,18.0,25.0,13.0,0.0,10.0,10.0,2.0,16.0,59.0,6.0,11.0,4.0,5.0,18.0,19.0,19.0,2.0,6.0,11.0,10.0,5.0,26.0,6.0,13.0,7.0,11.0,8.0,31.0,3.0,20.0,0.0,4.0,6.0,5.0,11.0,7.0,49.0,24.0,11.0,14.0,6.0,9.0,10.0,44.0,4.0,7.0,7.0,0.0,130,7.0,7.0,8.0,5.0,63.0,21.0,14.0,11.0,6.0,23.0
188,2.0,7.0,9.0,16.0,33.0,0.0,5.0,3.0,5.0,4.0,5.0,76.0,103.0,5.0,3.0,0.0,240.0,535.0,4.0,5.0,17.0,28.0,217.0,1.0,3.0,205.0,33.0,3.0,4.0,6.0,38.0,2.0,18.0,4.0,3.0,3.0,42.0,108.0,16.0,18.0,76.0,10.0,10.0,7.0,35.0,100.0,11.0,1.0,20.0,3.0,5.0,1102,59.0,57.0,59.0,0.0,42.0,11.0,1.0,22.0,10.0,173.0
192,3.0,1.0,5.0,29.0,4.0,8.0,13.0,0.0,5.0,2.0,0.0,194.0,5.0,6.0,3.0,0.0,5.0,1.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,25.0,3.0,10.0,0.0,3.0,12.0,9.0,1.0,0.0,11.0,116.0,3.0,4.0,3.0,6.0,2.0,11.0,1.0,0.0,0.0,3.0,127,5.0,2.0,18.0,1.0,9.0,2.0,5.0,13.0,1.0,137.0
210,1.0,1.0,6.0,2.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,14.0,2.0,5.0,0.0,0.0,4.0,3.0,6.0,1.0,2.0,6.0,1.0,4.0,9.0,1.0,4.0,0.0,4.0,1.0,9.0,2.0,9.0,2.0,1.0,2.0,3.0,7.0,9.0,6.0,11.0,3.0,7.0,5.0,7.0,3.0,11.0,0.0,2.0,2.0,3.0,73,6.0,0.0,4.0,0.0,7.0,9.0,7.0,6.0,0.0,11.0
226,1.0,1.0,174.0,21.0,65.0,1.0,1.0,68.0,33.0,133.0,75.0,329.0,61.0,3.0,56.0,2.0,52.0,105.0,31.0,5.0,89.0,6.0,95.0,211.0,46.0,16.0,270.0,16.0,79.0,78.0,160.0,245.0,67.0,6.0,3.0,3.0,27.0,23.0,32.0,8.0,37.0,43.0,195.0,3.0,29.0,33.0,14.0,6.0,352.0,75.0,3.0,621,24.0,16.0,8.0,2.0,74.0,117.0,189.0,214.0,296.0,71.0
257,1.0,0.0,76.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,143.0,13.0,2.0,0.0,0.0,5.0,1.0,5.0,1.0,7.0,2.0,2.0,0.0,1.0,1.0,5.0,5.0,4.0,1.0,13.0,2.0,4.0,5.0,1.0,6.0,5.0,5.0,0.0,8.0,27.0,8.0,1.0,5.0,5.0,1.0,7.0,5.0,0.0,4.0,83.0,80,0.0,1.0,10.0,2.0,2.0,0.0,0.0,4.0,3.0,15.0
27,32.0,3.0,2.0,40.0,2.0,0.0,5.0,94.0,111.0,0.0,2.0,29.0,32.0,22.0,211.0,24.0,13.0,2.0,3.0,136.0,106.0,5.0,1.0,77.0,37.0,202.0,5.0,70.0,4.0,10.0,508.0,40.0,5.0,3.0,41.0,2.0,1.0,121.0,3.0,8.0,2.0,4.0,3.0,1.0,3.0,5.0,4.0,1.0,1.0,21.0,4.0,501,6.0,29.0,2.0,23.0,31.0,5.0,31.0,101.0,2.0,9.0
286,1.0,2.0,1.0,87.0,26.0,6.0,2.0,65.0,632.0,6.0,3.0,32.0,10.0,8.0,88.0,9.0,54.0,40.0,3.0,181.0,36.0,104.0,9.0,249.0,14.0,5.0,2.0,2.0,1.0,13.0,43.0,158.0,18.0,6.0,9.0,7.0,27.0,17.0,114.0,5.0,101.0,3.0,5.0,414.0,79.0,26.0,22.0,4.0,633.0,133.0,1.0,31,32.0,243.0,39.0,252.0,236.0,135.0,72.0,3.0,195.0,20.0
29,1.0,1.0,1.0,101.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,14.0,39.0,19.0,3.0,0.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,8.0,46.0,2.0,1.0,0.0,48.0,4.0,1.0,2.0,1.0,1.0,46.0,2.0,29.0,2.0,6.0,1.0,3.0,0.0,2.0,1.0,13.0,9.0,0.0,1.0,0.0,0.0,257,0.0,1.0,6.0,2.0,3.0,9.0,2.0,4.0,1.0,214.0
294,2.0,0.0,7.0,10.0,110.0,4.0,7.0,5.0,2.0,1.0,0.0,20.0,39.0,3.0,3.0,1.0,21.0,1676.0,1.0,1.0,20.0,28.0,169.0,4.0,2.0,54.0,19.0,1.0,10.0,61.0,8.0,2.0,49.0,4.0,4.0,2.0,4.0,3.0,47.0,22.0,168.0,4.0,0.0,1.0,5.0,5.0,4.0,3.0,2.0,2.0,10.0,736,53.0,0.0,2.0,2.0,4.0,20.0,2.0,20.0,0.0,61.0
312,5.0,3.0,18.0,392.0,7.0,10.0,10.0,75.0,10.0,21.0,7.0,59.0,961.0,207.0,97.0,9.0,28.0,83.0,44.0,1.0,46.0,52.0,132.0,9.0,877.0,249.0,79.0,9.0,67.0,293.0,554.0,71.0,34.0,6.0,5.0,6.0,12.0,537.0,39.0,35.0,110.0,32.0,51.0,6.0,23.0,242.0,46.0,0.0,63.0,3.0,6.0,2860,22.0,2.0,31.0,307.0,74.0,60.0,24.0,237.0,131.0,2496.0
320,18.0,254.0,77.0,684.0,691.0,200.0,154.0,158.0,262.0,304.0,86.0,24039.0,256.0,105.0,193.0,32.0,421.0,1045.0,1179.0,336.0,1427.0,448.0,887.0,213.0,1077.0,93.0,1353.0,321.0,2754.0,707.0,2277.0,118.0,247.0,56.0,12.0,2280.0,71.0,472.0,927.0,215.0,330.0,2014.0,962.0,3533.0,1008.0,592.0,5094.0,32.0,824.0,630.0,60.0,8878,234.0,331.0,1891.0,24.0,917.0,663.0,317.0,203.0,820.0,1690.0
323,8.0,0.0,0.0,1.0,1.0,6.0,10.0,2.0,3.0,25.0,0.0,10.0,1.0,11.0,3.0,10.0,2.0,2.0,181.0,0.0,2.0,3.0,4.0,0.0,8.0,1.0,5.0,0.0,2.0,2.0,1.0,74.0,4.0,1.0,8.0,1.0,2.0,3.0,2.0,3.0,144.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,12.0,0.0,4.0,9,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,7.0,1.0
325,2.0,1.0,8.0,88.0,126.0,2.0,10.0,3.0,6.0,2.0,1.0,103.0,543.0,4.0,5.0,4.0,4.0,220.0,3.0,2.0,15.0,33.0,16.0,2.0,1.0,46.0,11.0,2.0,4.0,573.0,18.0,1.0,10.0,4.0,1.0,9.0,14.0,29.0,36.0,13.0,104.0,7.0,1.0,2.0,6.0,25.0,10.0,0.0,4.0,0.0,11.0,732,8.0,42.0,79.0,3.0,13.0,14.0,1.0,10.0,27.0,345.0
335,1.0,8.0,4.0,46.0,45.0,1.0,11.0,2.0,68.0,43.0,35.0,750.0,13.0,21.0,4.0,8.0,27.0,2.0,14.0,32.0,148.0,111.0,19.0,27.0,2.0,16.0,9.0,9.0,15.0,6.0,573.0,48.0,339.0,8.0,3.0,1814.0,15.0,13.0,75.0,5.0,34.0,7.0,207.0,2.0,177.0,6.0,7.0,2349.0,98.0,4.0,4.0,72,84.0,278.0,61.0,75.0,339.0,143.0,61.0,8.0,52.0,14.0
336,4.0,1.0,3.0,46.0,28.0,1.0,4.0,39.0,207.0,0.0,80.0,11.0,17.0,5.0,12.0,10.0,4.0,71.0,1.0,25.0,21.0,18.0,31.0,77.0,4.0,39.0,62.0,2.0,23.0,21.0,170.0,65.0,6.0,1.0,2.0,0.0,35.0,67.0,4.0,6.0,16.0,11.0,17.0,0.0,37.0,20.0,4.0,3.0,36.0,18.0,4.0,322,47.0,144.0,4.0,33.0,127.0,41.0,82.0,0.0,77.0,39.0
337,4.0,11.0,842.0,119.0,286.0,8.0,7.0,7.0,4.0,1.0,5.0,201.0,742.0,8.0,2.0,9.0,95.0,393.0,3.0,2.0,18.0,86.0,56.0,4.0,8.0,69.0,12.0,5.0,23.0,586.0,33.0,5.0,42.0,6.0,5.0,4.0,176.0,64.0,82.0,25.0,768.0,26.0,8.0,3.0,12.0,47.0,24.0,5.0,4.0,6.0,9.0,2977,27.0,36.0,82.0,5.0,19.0,18.0,3.0,19.0,8.0,1494.0
339,1.0,2.0,20.0,38.0,40.0,4.0,3.0,247.0,2.0,6.0,321.0,18.0,14.0,21.0,22.0,22.0,301.0,636.0,1.0,3.0,119.0,11.0,25.0,121.0,170.0,83.0,191.0,3.0,23.0,675.0,430.0,153.0,93.0,4.0,3.0,60.0,15.0,178.0,41.0,16.0,16.0,10.0,218.0,3.0,313.0,533.0,15.0,3.0,78.0,84.0,5.0,1768,310.0,1.0,12.0,47.0,984.0,16.0,79.0,54.0,2.0,56.0
350,1.0,1.0,15.0,162.0,163.0,283.0,34.0,9.0,18.0,1.0,8.0,5439.0,13.0,457.0,64.0,9.0,89.0,686.0,28.0,1.0,373.0,352.0,9.0,8.0,159.0,14.0,36.0,123.0,212.0,61.0,15.0,135.0,324.0,11.0,13.0,15.0,5.0,13.0,314.0,366.0,311.0,110.0,94.0,8.0,29.0,106.0,21.0,2.0,10.0,120.0,607.0,420,133.0,3.0,81.0,375.0,277.0,82.0,3.0,130.0,13.0,47.0
375,5.0,3.0,10.0,64.0,138.0,11.0,16.0,94.0,5.0,148.0,197.0,431.0,428.0,17.0,727.0,7.0,53.0,1125.0,4.0,26.0,113.0,18.0,48.0,567.0,391.0,298.0,98.0,6.0,12.0,84.0,998.0,380.0,573.0,20.0,5.0,5.0,73.0,771.0,167.0,37.0,42.0,165.0,178.0,3.0,115.0,365.0,1521.0,1866.0,499.0,207.0,25.0,1866,87.0,8.0,173.0,162.0,646.0,69.0,593.0,20.0,385.0,473.0
385,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,3.0,0.0,5.0,1.0,2.0,1.0,0.0,8,0.0,0.0,8.0,0.0,4.0,1.0,0.0,3.0,0.0,4.0
387,1.0,2.0,2.0,3.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,0.0,3.0,1.0,42.0,3.0,14.0,3.0,2.0,0.0,0.0,1.0,13.0,2.0,2.0,4.0,3.0,4.0,43.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,31,0.0,0.0,4.0,1.0,88.0,3.0,0.0,3.0,1.0,6.0
392,2.0,0.0,219.0,40.0,40.0,4.0,6.0,0.0,0.0,0.0,1.0,46.0,68.0,3.0,1.0,0.0,42.0,83.0,2.0,2.0,8.0,3.0,37.0,2.0,2.0,52.0,8.0,4.0,14.0,2.0,17.0,1.0,7.0,2.0,0.0,2.0,10.0,3.0,9.0,4.0,190.0,4.0,2.0,1.0,5.0,12.0,6.0,0.0,0.0,1.0,6.0,66,28.0,2.0,10.0,1.0,6.0,0.0,2.0,4.0,0.0,105.0
397,1.0,1.0,3.0,19.0,3.0,1.0,2.0,0.0,1.0,16.0,1.0,50.0,5.0,8.0,0.0,0.0,1.0,2.0,48.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,33.0,4.0,0.0,3.0,1.0,0.0,2.0,3.0,4.0,2.0,8.0,4.0,12.0,2.0,1.0,7.0,2.0,9.0,1.0,9.0,1.0,1.0,227,5.0,0.0,8.0,0.0,14.0,11.0,0.0,4.0,4.0,7.0
