ppi,drug,mtx,auc_average,auc_replicate_a,auc_replicate_b,auc_diff
RET2:SNA3,NoDrug,0,0.7170654545454547,0.7012745454545456,0.7328563636363638,0.0315818181818181
RET2:SNA3,NoDrug,10,0.1562836363636363,0.1470927272727273,0.1654745454545454,0.0183818181818181
HUG1:ALO1,NoDrug,0,0.7655345454545454,0.7467436363636364,0.7843254545454547,0.0375818181818182
HUG1:ALO1,NoDrug,10,0.1733345454545455,0.1525254545454545,0.1941436363636363,0.0416181818181818
MID2:TPO4,NoDrug,0,0.7604290909090909,0.7284927272727273,0.7923654545454546,0.0638727272727273
MID2:TPO4,NoDrug,10,0.5336836363636365,0.5097654545454545,0.5576018181818182,0.0478363636363636
ERV25:UIP4,NoDrug,0,0.6742363636363637,0.6485727272727273,0.6999000000000002,0.0513272727272728
ERV25:UIP4,NoDrug,10,0.1768363636363636,0.1641,0.1895727272727272,0.0254727272727272
SSH1:ERV25,NoDrug,0,0.6802145454545456,0.6717327272727274,0.6886963636363637,0.0169636363636362
SSH1:ERV25,NoDrug,10,0.4050872727272729,0.3934418181818183,0.4167327272727273,0.023290909090909
ERG11:ACF2,NoDrug,0,0.7122872727272729,0.6895690909090911,0.7350054545454546,0.0454363636363635
ERG11:ACF2,NoDrug,10,0.1488872727272727,0.1354963636363637,0.1622781818181818,0.0267818181818181
FMP45:HNM1,NoDrug,0,0.7805236363636363,0.760969090909091,0.8000781818181818,0.0391090909090907
FMP45:HNM1,NoDrug,10,0.36636,0.3780600000000001,0.35466,0.0234000000000001
FMP45:MEP1,NoDrug,0,0.8183236363636365,0.8041690909090909,0.832478181818182,0.028309090909091
FMP45:MEP1,NoDrug,10,0.2011418181818182,0.1914054545454546,0.2108781818181819,0.0194727272727272
RET2:EMP70,NoDrug,0,0.7113600000000002,0.7039145454545456,0.7188054545454546,0.014890909090909
RET2:EMP70,NoDrug,10,0.1543418181818181,0.1455872727272727,0.1630963636363636,0.0175090909090909
HUG1:PGM2,NoDrug,0,0.752269090909091,0.739969090909091,0.764569090909091,0.0245999999999999
HUG1:PGM2,NoDrug,10,0.2188145454545455,0.246769090909091,0.19086,0.0559090909090909
MID2:RSN1,NoDrug,0,0.7556836363636366,0.7338381818181817,0.7775290909090911,0.0436909090909093
MID2:RSN1,NoDrug,10,0.3130472727272727,0.2613654545454545,0.3647290909090909,0.1033636363636363
ERG11:ERV25,NoDrug,0,0.6699272727272728,0.658009090909091,0.6818454545454548,0.0238363636363637
ERG11:ERV25,NoDrug,10,0.5427818181818181,0.5191363636363636,0.5664272727272728,0.0472909090909091
ALO1:UIP4,NoDrug,0,0.7023163636363636,0.6938345454545454,0.7107981818181818,0.0169636363636364
ALO1:UIP4,NoDrug,10,0.1718618181818182,0.1643072727272727,0.1794163636363636,0.0151090909090909
SSH1:ORM2,NoDrug,0,0.6828654545454547,0.6838200000000001,0.6819109090909092,0.0019090909090908
SSH1:ORM2,NoDrug,10,0.2976109090909092,0.2976381818181819,0.2975836363636364,5.454545454547377e-05
ERG11:MID2,NoDrug,0,0.795,0.7824272727272729,0.8075727272727276,0.0251454545454546
ERG11:MID2,NoDrug,10,0.6347454545454547,0.6270818181818183,0.6424090909090909,0.0153272727272726
ADE17:GIS2,NoDrug,0,0.7476,0.7488272727272729,0.7463727272727274,0.0024545454545454
ADE17:GIS2,NoDrug,10,0.4355454545454545,0.4303909090909091,0.4407,0.0103090909090908
RET2:EMP47,NoDrug,0,0.7345200000000002,0.7389654545454547,0.7300745454545456,0.008890909090909
RET2:EMP47,NoDrug,10,0.1416654545454545,0.1366745454545455,0.1466563636363636,0.0099818181818181
PMC1:CTR2,NoDrug,0,0.7375963636363638,0.7251327272727275,0.7500600000000002,0.0249272727272726
PMC1:CTR2,NoDrug,10,0.1305600000000001,0.1207690909090909,0.1403509090909092,0.0195818181818182
SRO9:GIS2,NoDrug,0,0.7325781818181819,0.72606,0.7390963636363638,0.0130363636363637
SRO9:GIS2,NoDrug,10,0.6105600000000002,0.5965690909090909,0.6245509090909093,0.0279818181818183
ERV25:PIS1,NoDrug,0,0.7137818181818183,0.7080272727272728,0.7195363636363636,0.0115090909090908
ERV25:PIS1,NoDrug,10,0.1466727272727273,0.1375909090909091,0.1557545454545454,0.0181636363636363
ERG11:TPO4,NoDrug,0,0.7136945454545457,0.7054854545454547,0.7219036363636365,0.0164181818181817
ERG11:TPO4,NoDrug,10,0.5426945454545457,0.5373763636363639,0.5480127272727274,0.0106363636363635
SSH1:PIS1,NoDrug,0,0.6923890909090911,0.6923618181818183,0.6924163636363638,5.454545454552928e-05
SSH1:PIS1,NoDrug,10,0.1361345454545454,0.1464709090909091,0.1257981818181818,0.0206727272727272
FMP45:MID2,NoDrug,0,0.7689272727272729,0.758209090909091,0.7796454545454546,0.0214363636363635
FMP45:MID2,NoDrug,10,0.3553090909090909,0.3461727272727273,0.3644454545454545,0.0182727272727272
ERG11:ERG5,NoDrug,0,0.766178181818182,0.7473872727272728,0.7849690909090911,0.0375818181818182
ERG11:ERG5,NoDrug,10,0.6851236363636365,0.6853145454545457,0.6849327272727275,0.0003818181818182
TPO1:MID2,NoDrug,0,0.7832072727272728,0.7982345454545454,0.7681799999999999,0.0300545454545455
TPO1:MID2,NoDrug,10,0.5505709090909092,0.532598181818182,0.5685436363636365,0.0359454545454545
PMC1:GTR2,NoDrug,0,0.7914000000000001,0.7697181818181821,0.8130818181818183,0.0433636363636362
PMC1:GTR2,NoDrug,10,0.1957636363636364,0.1772454545454545,0.2142818181818181,0.0370363636363636
HNM1:RBD2,NoDrug,0,0.7554109090909091,0.7481836363636365,0.762638181818182,0.0144545454545454
HNM1:RBD2,NoDrug,10,0.1504472727272728,0.1204745454545455,0.1804200000000001,0.0599454545454546
HNM1:MAM33,NoDrug,0,0.6967745454545455,0.6876381818181818,0.7059109090909093,0.0182727272727274
HNM1:MAM33,NoDrug,10,0.1220290909090909,0.112510909090909,0.1315472727272727,0.0190363636363636
ERG11:ORM2,NoDrug,0,0.7073454545454547,0.7281545454545456,0.6865363636363637,0.0416181818181818
ERG11:ORM2,NoDrug,10,0.5208,0.4943727272727273,0.5472272727272728,0.0528545454545454
PLM2:HNM1,NoDrug,0,0.7749599999999999,0.7700781818181819,0.7798418181818183,0.0097636363636364
PLM2:HNM1,NoDrug,10,0.15816,0.1647327272727273,0.1515872727272727,0.0131454545454545
ADE17:HYR1,NoDrug,0,0.7548763636363638,0.7519036363636366,0.757849090909091,0.0059454545454544
ADE17:HYR1,NoDrug,10,0.2484763636363637,0.2589218181818182,0.2380309090909091,0.020890909090909
TPO1:TPO2,NoDrug,0,0.7900254545454546,0.7863436363636364,0.7937072727272727,0.0073636363636363
TPO1:TPO2,NoDrug,10,0.3755890909090909,0.3650345454545455,0.3861436363636363,0.0211090909090908
ERV25:RBD2,NoDrug,0,0.7910945454545456,0.7719218181818183,0.810267272727273,0.0383454545454546
ERV25:RBD2,NoDrug,10,0.3476945454545456,0.3272672727272729,0.3681218181818182,0.0408545454545453
MID2:TPO2,NoDrug,0,0.7547781818181819,0.7455327272727275,0.7640236363636366,0.0184909090909091
MID2:TPO2,NoDrug,10,0.4797600000000001,0.4602600000000001,0.4992600000000001,0.0389999999999999
HNM1:TPO1,NoDrug,0,0.7129090909090908,0.7142454545454546,0.7115727272727272,0.0026727272727273
HNM1:TPO1,NoDrug,10,0.4665272727272728,0.4564636363636364,0.4765909090909092,0.0201272727272727
HNM1:TPO4,NoDrug,0,0.68184,0.6697036363636364,0.6939763636363635,0.0242727272727271
HNM1:TPO4,NoDrug,10,0.4389490909090909,0.4226127272727273,0.4552854545454546,0.0326727272727273
PLM2:SNA3,NoDrug,0,0.7669527272727272,0.7597254545454546,0.7741800000000001,0.0144545454545454
PLM2:SNA3,NoDrug,10,0.1795527272727273,0.1800163636363637,0.1790890909090909,0.0009272727272727
ADE17:PGM2,NoDrug,0,0.7272872727272728,0.7263872727272727,0.7281872727272728,0.0018000000000001
ADE17:PGM2,NoDrug,10,0.3753599999999999,0.38886,0.3618599999999999,0.027
TPO1:TCB2,NoDrug,0,0.7917490909090911,0.7767763636363637,0.8067218181818182,0.0299454545454544
TPO1:TCB2,NoDrug,10,0.2368581818181818,0.2217218181818182,0.2519945454545455,0.0302727272727273
MID2:MAM33,NoDrug,0,0.7955563636363636,0.7840200000000002,0.8070927272727273,0.0230727272727271
MID2:MAM33,NoDrug,10,0.13032,0.1272927272727272,0.1333472727272727,0.0060545454545454
MID2:WSC2,NoDrug,0,0.7339745454545455,0.7337290909090909,0.73422,0.000490909090909
MID2:WSC2,NoDrug,10,0.0969381818181818,0.1236927272727272,0.0701836363636363,0.0535090909090909
HNM1:TPO2,NoDrug,0,0.6791672727272728,0.67854,0.6797945454545454,0.0012545454545453
HNM1:TPO2,NoDrug,10,0.4740218181818183,0.4607945454545455,0.487249090909091,0.0264545454545454
ALO1:ADE17,NoDrug,0,0.6930436363636364,0.6902345454545455,0.6958527272727274,0.0056181818181818
ALO1:ADE17,NoDrug,10,0.1103890909090909,0.100489090909091,0.120289090909091,0.0197999999999999
no-PPI_reference,NoDrug,0,0.7196487272727274,0.692185090909091,0.7471123636363637,0.0549272727272727
no-PPI_reference,NoDrug,10,0.1877214545454545,0.1707305454545454,0.2047123636363636,0.0339818181818181
GTR1:SLM4,Metformin,0,0.7595236363636364,0.7711145454545455,0.7479327272727273,0.0231818181818181
GTR1:SLM4,Metformin,10,0.6190145454545455,0.6343145454545456,0.6037145454545455,0.0306
SNA4:GTR2,Metformin,0,0.7570254545454547,0.7583618181818184,0.7556890909090912,0.0026727272727271
SNA4:GTR2,Metformin,10,0.5985709090909093,0.6407618181818182,0.5563800000000001,0.0843818181818181
ERG11:HYR1,Metformin,0,0.67344,0.6561218181818183,0.6907581818181819,0.0346363636363636
ERG11:HYR1,Metformin,10,0.5779854545454547,0.5860854545454547,0.5698854545454546,0.0162000000000001
DHH1:LSM3,Metformin,0,0.7169127272727274,0.7222309090909093,0.7115945454545456,0.0106363636363636
DHH1:LSM3,Metformin,10,0.5798400000000002,0.6004854545454548,0.5591945454545457,0.041290909090909
MID2:PIN2,Metformin,0,0.7081200000000001,0.6903109090909091,0.725929090909091,0.0356181818181818
MID2:PIN2,Metformin,10,0.5215745454545455,0.5234018181818182,0.5197472727272727,0.0036545454545454
SRO9:SGN1,Metformin,0,0.7072909090909092,0.6985909090909092,0.7159909090909091,0.0173999999999999
SRO9:SGN1,Metformin,10,0.5950909090909092,0.6100090909090911,0.5801727272727274,0.0298363636363636
ERV25:EMP47,Metformin,0,0.7223236363636365,0.7323872727272728,0.71226,0.0201272727272727
ERV25:EMP47,Metformin,10,0.5054509090909093,0.5190054545454545,0.4918963636363637,0.0271090909090908
ERV25:ORM2,Metformin,0,0.6634690909090911,0.6579327272727276,0.6690054545454548,0.0110727272727272
ERV25:ORM2,Metformin,10,0.4980327272727274,0.4974600000000002,0.4986054545454547,0.0011454545454545
HNM1:ERG11,Metformin,0,0.7090363636363638,0.7247181818181819,0.6933545454545456,0.0313636363636363
HNM1:ERG11,Metformin,10,0.5632909090909091,0.5773363636363638,0.5492454545454547,0.028090909090909
SNA4:VAC8,Metformin,0,0.7118181818181819,0.7143,0.7093363636363639,0.0049636363636361
SNA4:VAC8,Metformin,10,0.5440909090909092,0.5506636363636365,0.5375181818181819,0.0131454545454545
ERG27:ACF2,Metformin,0,0.7665163636363638,0.7638163636363637,0.7692163636363638,0.0054
ERG27:ACF2,Metformin,10,0.5474618181818183,0.5545800000000001,0.5403436363636364,0.0142363636363637
HUG1:ADE17,Metformin,0,0.6562254545454547,0.6614345454545456,0.6510163636363637,0.0104181818181818
HUG1:ADE17,Metformin,10,0.4474254545454547,0.4515436363636365,0.4433072727272728,0.0082363636363636
SRO9:DHH1,Metformin,0,0.6996000000000001,0.679609090909091,0.7195909090909092,0.0399818181818181
SRO9:DHH1,Metformin,10,0.5464909090909091,0.547609090909091,0.5453727272727273,0.0022363636363637
ALO1:HYR1,Metformin,0,0.7096363636363637,0.7102090909090909,0.7090636363636363,0.0011454545454545
ALO1:HYR1,Metformin,10,0.5045454545454546,0.5079545454545455,0.5011363636363637,0.0068181818181818
SSH1:ERG11,Metformin,0,0.6552763636363638,0.6575945454545454,0.6529581818181819,0.0046363636363635
SSH1:ERG11,Metformin,10,0.5127490909090909,0.5308309090909091,0.4946672727272728,0.0361636363636362
ERV25:ERG5,Metformin,0,0.6614618181818182,0.6684709090909091,0.6544527272727273,0.0140181818181818
ERV25:ERG5,Metformin,10,0.5401527272727275,0.5544709090909091,0.5258345454545456,0.0286363636363635
HNM1:MID2,Metformin,0,0.708,0.7054090909090909,0.7105909090909092,0.0051818181818182
HNM1:MID2,Metformin,10,0.6268909090909092,0.6361363636363637,0.6176454545454546,0.0184909090909091
ERG11:PIS1,Metformin,0,0.6806727272727273,0.6802636363636364,0.6810818181818181,0.0008181818181817
ERG11:PIS1,Metformin,10,0.5527636363636363,0.5789181818181819,0.5266090909090909,0.0523090909090909
RET2:SNA3,Metformin,0,0.7023381818181819,0.7057472727272728,0.6989290909090909,0.0068181818181818
RET2:SNA3,Metformin,10,0.5619927272727272,0.5765836363636364,0.5474018181818183,0.029181818181818
HUG1:ALO1,Metformin,0,0.7384800000000001,0.7436890909090909,0.7332709090909092,0.0104181818181816
HUG1:ALO1,Metformin,10,0.5111345454545454,0.5229981818181818,0.4992709090909092,0.0237272727272725
MID2:TPO4,Metformin,0,0.7044654545454545,0.6932563636363637,0.7156745454545456,0.0224181818181818
MID2:TPO4,Metformin,10,0.5841381818181819,0.5875472727272727,0.580729090909091,0.0068181818181817
ERV25:UIP4,Metformin,0,0.7173818181818183,0.7152272727272728,0.7195363636363638,0.0043090909090909
ERV25:UIP4,Metformin,10,0.5017636363636365,0.5061000000000002,0.4974272727272728,0.0086727272727274
SSH1:ERV25,Metformin,0,0.6634145454545456,0.6546054545454547,0.6722236363636365,0.0176181818181817
SSH1:ERV25,Metformin,10,0.5185963636363637,0.529369090909091,0.5078236363636364,0.0215454545454546
ERG11:ACF2,Metformin,0,0.7116872727272728,0.7113872727272729,0.7119872727272729,0.0006
ERG11:ACF2,Metformin,10,0.4936145454545456,0.5112054545454546,0.4760236363636364,0.0351818181818182
FMP45:HNM1,Metformin,0,0.7230872727272729,0.7219145454545457,0.72426,0.0023454545454543
FMP45:HNM1,Metformin,10,0.5787600000000002,0.5937327272727274,0.5637872727272728,0.0299454545454546
FMP45:MEP1,Metformin,0,0.725378181818182,0.728678181818182,0.722078181818182,0.0066
FMP45:MEP1,Metformin,10,0.5266690909090911,0.5308963636363637,0.5224418181818183,0.0084545454545453
RET2:EMP70,Metformin,0,0.6959781818181818,0.69126,0.7006963636363638,0.0094363636363637
RET2:EMP70,Metformin,10,0.526669090909091,0.5435509090909092,0.5097872727272729,0.0337636363636363
HUG1:PGM2,Metformin,0,0.7505236363636364,0.7575327272727274,0.7435145454545457,0.0140181818181817
HUG1:PGM2,Metformin,10,0.5305418181818183,0.5472054545454547,0.5138781818181819,0.0333272727272727
MID2:RSN1,Metformin,0,0.7494654545454547,0.8073654545454546,0.6915654545454547,0.1157999999999999
MID2:RSN1,Metformin,10,0.4964290909090909,0.4807472727272727,0.5121109090909092,0.0313636363636364
ERG11:ERV25,Metformin,0,0.66,0.6576818181818183,0.6623181818181818,0.0046363636363635
ERG11:ERV25,Metformin,10,0.5805818181818183,0.590809090909091,0.5703545454545454,0.0204545454545455
ALO1:UIP4,Metformin,0,0.7002981818181818,0.7048527272727274,0.6957436363636363,0.009109090909091
ALO1:UIP4,Metformin,10,0.4918254545454545,0.4959436363636365,0.4877072727272727,0.0082363636363637
SSH1:ORM2,Metformin,0,0.6511745454545456,0.6460745454545456,0.6562745454545456,0.0101999999999999
SSH1:ORM2,Metformin,10,0.3840109090909092,0.3884018181818182,0.37962,0.0087818181818182
ERG11:MID2,Metformin,0,0.7148727272727273,0.7267909090909092,0.7029545454545455,0.0238363636363636
ERG11:MID2,Metformin,10,0.5930727272727274,0.5950090909090909,0.5911363636363637,0.0038727272727272
ADE17:GIS2,Metformin,0,0.6851454545454546,0.6748636363636364,0.6954272727272728,0.0205636363636363
ADE17:GIS2,Metformin,10,0.4163454545454546,0.4213363636363636,0.4113545454545455,0.009981818181818
RET2:EMP47,Metformin,0,0.6939381818181819,0.695438181818182,0.6924381818181821,0.0029999999999998
RET2:EMP47,Metformin,10,0.5325381818181819,0.5503472727272728,0.514729090909091,0.0356181818181817
PMC1:CTR2,Metformin,0,0.7539054545454548,0.7531690909090911,0.7546418181818183,0.0014727272727271
PMC1:CTR2,Metformin,10,0.5154327272727274,0.5253872727272729,0.505478181818182,0.0199090909090908
SRO9:GIS2,Metformin,0,0.6919963636363636,0.6949690909090909,0.6890236363636364,0.0059454545454544
SRO9:GIS2,Metformin,10,0.6025418181818183,0.6057327272727274,0.5993509090909092,0.0063818181818182
ERV25:PIS1,Metformin,0,0.6960000000000002,0.7026818181818184,0.6893181818181819,0.0133636363636364
ERV25:PIS1,Metformin,10,0.4306363636363637,0.4435909090909092,0.4176818181818182,0.0259090909090909
ERG11:TPO4,Metformin,0,0.7032763636363638,0.7035218181818184,0.7030309090909093,0.000490909090909
ERG11:TPO4,Metformin,10,0.6008945454545457,0.6375218181818184,0.564267272727273,0.0732545454545454
SSH1:PIS1,Metformin,0,0.6780981818181819,0.6872345454545457,0.6689618181818183,0.0182727272727273
SSH1:PIS1,Metformin,10,0.40548,0.4142890909090911,0.3966709090909091,0.0176181818181819
FMP45:MID2,Metformin,0,0.7421454545454547,0.7493727272727273,0.7349181818181818,0.0144545454545454
FMP45:MID2,Metformin,10,0.5530909090909092,0.5500636363636364,0.5561181818181818,0.0060545454545454
ERG11:ERG5,Metformin,0,0.7707600000000001,0.8059690909090911,0.7355509090909093,0.0704181818181818
ERG11:ERG5,Metformin,10,0.6837600000000001,0.6805145454545456,0.6870054545454547,0.0064909090909091
TPO1:MID2,Metformin,0,0.7453527272727274,0.736489090909091,0.7542163636363638,0.0177272727272728
TPO1:MID2,Metformin,10,0.595789090909091,0.6011072727272728,0.5904709090909092,0.0106363636363636
PMC1:GTR2,Metformin,0,0.7688727272727275,0.7756090909090911,0.762136363636364,0.0134727272727271
PMC1:GTR2,Metformin,10,0.5460000000000002,0.5586272727272729,0.5333727272727273,0.0252545454545455
HNM1:RBD2,Metformin,0,0.723338181818182,0.7305109090909093,0.7161654545454548,0.0143454545454545
HNM1:RBD2,Metformin,10,0.4584109090909091,0.4677109090909092,0.4491109090909091,0.0186
HNM1:MAM33,Metformin,0,0.7587927272727275,0.7982563636363638,0.7193290909090911,0.0789272727272726
HNM1:MAM33,Metformin,10,0.4854654545454546,0.4922563636363636,0.4786745454545455,0.0135818181818181
ERG11:ORM2,Metformin,0,0.6878181818181819,0.6924818181818183,0.6831545454545456,0.0093272727272727
ERG11:ORM2,Metformin,10,0.5406000000000001,0.5615727272727274,0.5196272727272728,0.0419454545454546
PLM2:HNM1,Metformin,0,0.7288690909090911,0.7409509090909092,0.7167872727272728,0.0241636363636363
PLM2:HNM1,Metformin,10,0.5311418181818184,0.5281145454545455,0.534169090909091,0.0060545454545455
ADE17:HYR1,Metformin,0,0.6949854545454548,0.690158181818182,0.6998127272727275,0.0096545454545454
ADE17:HYR1,Metformin,10,0.4432036363636364,0.4528854545454546,0.4335218181818182,0.0193636363636363
TPO1:TPO2,Metformin,0,0.7527163636363637,0.7452163636363636,0.7602163636363637,0.0150000000000001
TPO1:TPO2,Metformin,10,0.5674254545454546,0.575689090909091,0.5591618181818182,0.0165272727272728
ERV25:RBD2,Metformin,0,0.7642036363636364,0.7605763636363637,0.7678309090909091,0.0072545454545454
ERV25:RBD2,Metformin,10,0.4596763636363638,0.461558181818182,0.4577945454545456,0.0037636363636364
MID2:TPO2,Metformin,0,0.729087272727273,0.7321145454545457,0.7260600000000003,0.0060545454545454
MID2:TPO2,Metformin,10,0.5609236363636365,0.5724054545454548,0.5494418181818183,0.0229636363636365
HNM1:TPO1,Metformin,0,0.715909090909091,0.6994090909090911,0.732409090909091,0.0329999999999999
HNM1:TPO1,Metformin,10,0.6001090909090909,0.6486818181818182,0.5515363636363637,0.0971454545454545
HNM1:TPO4,Metformin,0,0.7206218181818181,0.7171581818181818,0.7240854545454546,0.0069272727272727
HNM1:TPO4,Metformin,10,0.5852945454545456,0.6375218181818183,0.5330672727272728,0.1044545454545454
PLM2:SNA3,Metformin,0,0.7042254545454547,0.7046345454545455,0.7038163636363637,0.0008181818181818
PLM2:SNA3,Metformin,10,0.4510254545454547,0.4331072727272728,0.4689436363636364,0.0358363636363635
ADE17:PGM2,Metformin,0,0.7025781818181819,0.6552600000000001,0.7498963636363637,0.0946363636363636
ADE17:PGM2,Metformin,10,0.4127781818181819,0.3951872727272728,0.430369090909091,0.0351818181818182
TPO1:TCB2,Metformin,0,0.7808400000000002,0.7837581818181819,0.7779218181818184,0.0058363636363635
TPO1:TCB2,Metformin,10,0.5819127272727274,0.5931763636363637,0.5706490909090911,0.0225272727272726
MID2:MAM33,Metformin,0,0.7365927272727273,0.7390745454545454,0.7341109090909091,0.0049636363636362
MID2:MAM33,Metformin,10,0.4886836363636364,0.4799836363636364,0.4973836363636364,0.0174
MID2:WSC2,Metformin,0,0.7029381818181819,0.7131109090909091,0.6927654545454547,0.0203454545454544
MID2:WSC2,Metformin,10,0.4501745454545454,0.4486745454545455,0.4516745454545454,0.0029999999999998
HNM1:TPO2,Metformin,0,0.705458181818182,0.7037400000000001,0.7071763636363639,0.0034363636363637
HNM1:TPO2,Metformin,10,0.5737309090909092,0.5779581818181819,0.5695036363636365,0.0084545454545453
ALO1:ADE17,Metformin,0,0.6431890909090909,0.652489090909091,0.633889090909091,0.0186
ALO1:ADE17,Metformin,10,0.3644618181818183,0.3906709090909092,0.3382527272727273,0.0524181818181819
no-PPI_reference,Metformin,0,0.7455032727272728,0.7373487272727275,0.7536578181818183,0.0163090909090908
no-PPI_reference,Metformin,10,0.5366487272727274,0.5496032727272728,0.523694181818182,0.0259090909090908
GTR1:SLM4,Fluconazole,0,0.5144781818181818,0.5188418181818182,0.5101145454545454,0.0087272727272728
GTR1:SLM4,Fluconazole,10,0.1319236363636363,0.1558418181818182,0.1080054545454545,0.0478363636363636
SNA4:GTR2,Fluconazole,0,0.5271436363636364,0.5351072727272728,0.51918,0.0159272727272727
SNA4:GTR2,Fluconazole,10,0.1704981818181818,0.2066890909090909,0.1343072727272727,0.0723818181818182
ERG11:HYR1,Fluconazole,0,0.3592309090909092,0.3639218181818183,0.3545400000000001,0.0093818181818181
ERG11:HYR1,Fluconazole,10,0.3060763636363637,0.3513218181818183,0.2608309090909091,0.0904909090909091
DHH1:LSM3,Fluconazole,0,0.4484127272727273,0.4822854545454546,0.4145400000000001,0.0677454545454545
DHH1:LSM3,Fluconazole,10,0.2678400000000001,0.271249090909091,0.2644309090909091,0.0068181818181818
MID2:PIN2,Fluconazole,0,0.4946018181818182,0.4850563636363637,0.5041472727272727,0.0190909090909089
MID2:PIN2,Fluconazole,10,0.0986836363636363,0.1220563636363636,0.075310909090909,0.0467454545454545
SRO9:SGN1,Fluconazole,0,0.446209090909091,0.4450090909090911,0.447409090909091,0.0023999999999999
SRO9:SGN1,Fluconazole,10,0.2874545454545456,0.290809090909091,0.2841000000000001,0.0067090909090909
ERV25:EMP47,Fluconazole,0,0.4650600000000001,0.4774963636363637,0.4526236363636365,0.0248727272727272
ERV25:EMP47,Fluconazole,10,0.0530509090909091,0.0760963636363637,0.0300054545454546,0.0460909090909091
ERV25:ORM2,Fluconazole,0,0.3832963636363637,0.4182054545454546,0.3483872727272728,0.0698181818181817
ERV25:ORM2,Fluconazole,10,0.2284145454545455,0.2388054545454546,0.2180236363636364,0.0207818181818181
HNM1:ERG11,Fluconazole,0,0.4302818181818182,0.4007727272727273,0.4597909090909091,0.0590181818181818
