PPI_1,PPI_2
ADE17:ALO1,ALO1:HUG1
ADE17:ALO1,SEM1:ADE17
ADE17:ALO1,QCR9:ALO1
ADE17:ALO1,YDR381C-A:ALO1
ADE17:ALO1,SAP155:ADE17
ADE17:ALO1,HUG1:ADE17
ADE17:ALO1,ALO1:LSP1
ADE17:ALO1,YPT1:ALO1
ADE17:ALO1,PST2:ADE17
ADE17:ALO1,ADE17:HCH1
ADE17:ALO1,INO1:ALO1
ADE17:ALO1,DCS1:ADE17
ADE17:ALO1,FAA3:ALO1
ADE17:ALO1,ARF1:ALO1
RTN2:ERG11,ERG11:MID2
RTN2:ERG11,ERG11:HNM1
RTN2:ERG11,PIS1:ERG11
RTN2:ERG11,ERG5:ERG11
RTN2:ERG11,ERV25:ERG11
RTN2:ERG11,ERG11:ACF2
RTN2:ERG11,ERG11:SSH1
RTN2:ERG11,ERG11:ORM2
RTN2:ERG11,ERG11:TPO4
RTN2:ERG11,ERG11:HYR1
VMA8:SNA3,SNA3:RET2
VMA8:SNA3,PLM2:SNA3
RIM1:FMP45,FMP45:MEP1
RIM1:FMP45,FMP45:HNM1
RIM1:FMP45,FMP45:MID2
GPA2:TPO4,TPO4:MID2
GPA2:TPO4,TPO4:HNM1
GPA2:TPO4,ERG11:TPO4
HNM1:TPO3,FMP45:HNM1
HNM1:TPO3,TPO1:HNM1
HNM1:TPO3,ERG11:HNM1
HNM1:TPO3,TPO4:HNM1
HNM1:TPO3,RBD2:HNM1
HNM1:TPO3,TPO2:HNM1
HNM1:TPO3,HNM1:MID2
HNM1:TPO3,MAM33:HNM1
HNM1:TPO3,PLM2:HNM1
SNA3:PDR12,SNA3:RET2
SNA3:PDR12,PLM2:SNA3
SNA3:SEL1,SNA3:RET2
SNA3:SEL1,PLM2:SNA3
ERV29:ERV25,ERG5:ERV25
ERV29:ERV25,SSH1:ERV25
ERV29:ERV25,ERV25:ORM2
ERV29:ERV25,ERV25:ERG11
ERV29:ERV25,ERV25:RBD2
ERV29:ERV25,EMP47:ERV25
ERV29:ERV25,ERV25:UIP4
ERV29:ERV25,PIS1:ERV25
SEC26:SNA3,SNA3:RET2
SEC26:SNA3,PLM2:SNA3
ORM2:SWP1,ERV25:ORM2
ORM2:SWP1,ORM2:SSH1
ORM2:SWP1,ERG11:ORM2
MSC7:ERV25,ERG5:ERV25
MSC7:ERV25,SSH1:ERV25
MSC7:ERV25,ERV25:ORM2
MSC7:ERV25,ERV25:ERG11
MSC7:ERV25,ERV25:RBD2
MSC7:ERV25,EMP47:ERV25
MSC7:ERV25,ERV25:UIP4
MSC7:ERV25,PIS1:ERV25
PMC1:GTR2,SNA4:PMC1
PMC1:GTR2,PMC1:VPS68
PMC1:GTR2,PMC1:YMR221C
PMC1:GTR2,YDR119W:PMC1
PMC1:GTR2,GTR2:MEH1
PMC1:GTR2,DPP1:PMC1
PMC1:GTR2,SNA4:GTR2
PMC1:GTR2,SFT2:PMC1
PMC1:GTR2,PMC1:VMA13
PMC1:GTR2,TMS1:PMC1
PMC1:GTR2,TVP15:PMC1
PMC1:GTR2,FTH1:PMC1
PMC1:GTR2,PMC1:CTR2
PMC1:GTR2,PMC1:VPH1
PMC1:GTR2,PMC1:COT1
PMC1:GTR2,PMC1:ATG27
PMC1:GTR2,PMC1:VMA7
PMC1:GTR2,FTH1:GTR2
PMC1:GTR2,VAC8:PMC1
PMC1:GTR2,PMC1:MRL1
PMC1:GTR2,EMP47:PMC1
PMC1:GTR2,GTR2:COT1
PMC1:GTR2,PIB2:GTR2
PMC1:GTR2,AGP2:PMC1
PMC1:GTR2,PMC1:NCR1
PMC1:GTR2,YDR352W:PMC1
PMC1:GTR2,PMC1:VPS35
PMC1:GTR2,PMC1:YBT1
PMC1:GTR2,PMC1:YML018C
PMC1:GTR2,PMC1:HXT1
PMC1:GTR2,VMA8:PMC1
KRE27:ORM2,ERV25:ORM2
KRE27:ORM2,ORM2:SSH1
KRE27:ORM2,ERG11:ORM2
CTR2:RBD2,RBD2:HNM1
CTR2:RBD2,PMC1:CTR2
CTR2:RBD2,ERV25:RBD2
SNA4:PMC1,SNA4:GTR2
SNA4:PMC1,PMC1:CTR2
SNA4:PMC1,SNA4:VAC8
ADE17:EFT1,GIS2:ADE17
ADE17:EFT1,PGM2:ADE17
ADE17:EFT1,HYR1:ADE17
ADE17:EFT1,HUG1:ADE17
CWP2:ALO1,HYR1:ALO1
CWP2:ALO1,UIP4:ALO1
CWP2:ALO1,ALO1:HUG1
FMP45:MEP1,FMP45:MSC3
FMP45:MEP1,FMP45:YLR326W
FMP45:MEP1,FMP45:PST2
FMP45:MEP1,YBL029C-A:FMP45
FMP45:MEP1,FMP45:HNM1
FMP45:MEP1,FMP45:WSC2
FMP45:MEP1,FMP45:MDG1
FMP45:MEP1,MEP1:SFK1
FMP45:MEP1,GPX2:FMP45
FMP45:MEP1,FLC2:FMP45
FMP45:MEP1,FMP45:FLC1
FMP45:MEP1,FMP45:ARF3
FMP45:MEP1,FMP45:VHT1
FMP45:MEP1,MEP1:MEP3
FMP45:MEP1,GPA2:MEP1
FMP45:MEP1,FMP45:FCY2
FMP45:MEP1,FMP45:HXT5
FMP45:MEP1,FMP45:HXT1
FMP45:MEP1,FMP45:HXT2
FMP45:MEP1,FMP45:YGL108C
FMP45:MEP1,FMP45:PDR12
FMP45:MEP1,FMP45:SNQ2
FMP45:MEP1,FMP45:MUP1
FMP45:MEP1,FMP45:TCB3
FMP45:MEP1,FMP45:SLM1
FMP45:MEP1,FMP45:TPO3
FMP45:MEP1,FMP45:SKG1
FMP45:MEP1,PST2:MEP1
FMP45:MEP1,HNM1:MEP1
FMP45:MEP1,FMP45:DUR3
FMP45:MEP1,FMP45:FTR1
FMP45:MEP1,FMP45:TPO1
FMP45:MEP1,FMP45:SFK1
FMP45:MEP1,RFS1:FMP45
FMP45:MEP1,FMP45:YJL016W
FMP45:MEP1,FMP45:SVL3
FMP45:MEP1,HSP30:FMP45
FMP45:MEP1,FMP45:ITR1
FMP45:MEP1,FMP45:WSC3
FMP45:MEP1,FMP45:YLR454W
FMP45:MEP1,FMP45:PKH2
FMP45:MEP1,PLM2:MEP1
FMP45:MEP1,FMP45:MEP3
FMP45:MEP1,FMP45:TPO4
FMP45:MEP1,FMP45:GPA2
FMP45:MEP1,FMP45:HYR1
FMP45:MEP1,FMP45:TPO2
FMP45:MEP1,FUI1:FMP45
FMP45:MEP1,MUP1:MEP1
FMP45:MEP1,FMP45:YGR130C
FMP45:MEP1,MEP1:TCB3
FMP45:MEP1,FMP45:MID2
FMP45:MEP1,FMP45:PDR5
SNA3:LCB1,SNA3:RET2
SNA3:LCB1,PLM2:SNA3
HNM1:DIP5,FMP45:HNM1
HNM1:DIP5,TPO1:HNM1
HNM1:DIP5,ERG11:HNM1
HNM1:DIP5,TPO4:HNM1
HNM1:DIP5,RBD2:HNM1
HNM1:DIP5,TPO2:HNM1
HNM1:DIP5,HNM1:MID2
HNM1:DIP5,MAM33:HNM1
HNM1:DIP5,PLM2:HNM1
ERP1:ORM2,ERV25:ORM2
ERP1:ORM2,ORM2:SSH1
ERP1:ORM2,ERG11:ORM2
SNA3:MEH1,SNA3:RET2
SNA3:MEH1,PLM2:SNA3
PMC1:VPS68,PMC1:CTR2
FMP45:MSC3,FMP45:HNM1
FMP45:MSC3,FMP45:MID2
GTT1:RBD2,RBD2:HNM1
GTT1:RBD2,ERV25:RBD2
YCR043C:SNA3,SNA3:RET2
YCR043C:SNA3,PLM2:SNA3
YPT32:ALO1,HYR1:ALO1
YPT32:ALO1,UIP4:ALO1
YPT32:ALO1,ALO1:HUG1
HSP30:MID2,ERG11:MID2
HSP30:MID2,PIN2:MID2
HSP30:MID2,TPO4:MID2
HSP30:MID2,RSN1:MID2
HSP30:MID2,TPO2:MID2
HSP30:MID2,HNM1:MID2
HSP30:MID2,WSC2:MID2
HSP30:MID2,MAM33:MID2
HSP30:MID2,FMP45:MID2
HSP30:MID2,TPO1:MID2
HNM1:KEX1,FMP45:HNM1
HNM1:KEX1,TPO1:HNM1
HNM1:KEX1,ERG11:HNM1
HNM1:KEX1,TPO4:HNM1
HNM1:KEX1,RBD2:HNM1
HNM1:KEX1,TPO2:HNM1
HNM1:KEX1,HNM1:MID2
HNM1:KEX1,MAM33:HNM1
HNM1:KEX1,PLM2:HNM1
FMP45:YLR326W,FMP45:HNM1
FMP45:YLR326W,FMP45:MID2
DBP2:GIS2,GIS2:ADE17
DBP2:GIS2,GIS2:SRO9
ERG25:ERV25,ERG5:ERV25
ERG25:ERV25,SSH1:ERV25
ERG25:ERV25,ERV25:ORM2
ERG25:ERV25,ERV25:ERG11
ERG25:ERV25,ERV25:RBD2
ERG25:ERV25,EMP47:ERV25
ERG25:ERV25,ERV25:UIP4
ERG25:ERV25,PIS1:ERV25
SRO9:LSM4,SGN1:SRO9
SRO9:LSM4,GIS2:SRO9
SRO9:LSM4,DHH1:SRO9
PIS1:SSH1,SSH1:SRP14
PIS1:SSH1,PHO88:PIS1
PIS1:SSH1,SSH1:ERV29
PIS1:SSH1,SSH1:ERG25
PIS1:SSH1,TMS1:PIS1
PIS1:SSH1,SHR3:PIS1
PIS1:SSH1,PIS1:ERG11
PIS1:SSH1,SSH1:ERV25
PIS1:SSH1,SSH1:GOT1
PIS1:SSH1,SEY1:PIS1
PIS1:SSH1,SSH1:ERP4
PIS1:SSH1,PHO88:SSH1
PIS1:SSH1,KRE27:PIS1
PIS1:SSH1,ERP1:PIS1
PIS1:SSH1,ORM2:SSH1
PIS1:SSH1,NDC1:PIS1
PIS1:SSH1,SSH1:SCS7
PIS1:SSH1,ERG11:SSH1
PIS1:SSH1,NCP1:PIS1
PIS1:SSH1,YKL088W:PIS1
PIS1:SSH1,AYR1:PIS1
PIS1:SSH1,SSH1:VHS3
PIS1:SSH1,ERV29:PIS1
PIS1:SSH1,MSC7:PIS1
PIS1:SSH1,SIS2:PIS1
PIS1:SSH1,ERG5:PIS1
PIS1:SSH1,PPZ1:PIS1
PIS1:SSH1,SSH1:SWP1
PIS1:SSH1,PIS1:ERV25
PIS1:SSH1,ERP1:SSH1
PIS1:SSH1,OSH6:PIS1
PIS1:SSH1,ROD1:PIS1
PIS1:SSH1,TCB3:PIS1
SEC61:ERV25,ERG5:ERV25
SEC61:ERV25,SSH1:ERV25
SEC61:ERV25,ERV25:ORM2
SEC61:ERV25,ERV25:ERG11
SEC61:ERV25,ERV25:RBD2
SEC61:ERV25,EMP47:ERV25
SEC61:ERV25,ERV25:UIP4
SEC61:ERV25,PIS1:ERV25
SNA4:VPS35,SNA4:GTR2
SNA4:VPS35,SNA4:VAC8
AKR1:PIN2,PIN2:MID2
PLM2:HXT1,PLM2:HNM1
PLM2:HXT1,PLM2:SNA3
MUP1:SNA3,SNA3:RET2
MUP1:SNA3,PLM2:SNA3
SFT2:EMP47,EMP47:RET2
SFT2:EMP47,EMP47:ERV25
ITR1:MID2,ERG11:MID2
ITR1:MID2,PIN2:MID2
ITR1:MID2,TPO4:MID2
ITR1:MID2,RSN1:MID2
ITR1:MID2,TPO2:MID2
ITR1:MID2,HNM1:MID2
ITR1:MID2,WSC2:MID2
ITR1:MID2,MAM33:MID2
ITR1:MID2,FMP45:MID2
ITR1:MID2,TPO1:MID2
PLM2:PPZ1,PLM2:HNM1
PLM2:PPZ1,PLM2:SNA3
ERG11:MID2,PIN2:MID2
ERG11:MID2,MID2:WSC3
ERG11:MID2,OSH7:MID2
ERG11:MID2,ERG11:SWP1
ERG11:MID2,ERG11:KRE27
ERG11:MID2,ERP1:ERG11
ERG11:MID2,MID2:MEP3
ERG11:MID2,TPO4:MID2
ERG11:MID2,GPA2:MID2
ERG11:MID2,RSN1:MID2
ERG11:MID2,TPO2:MID2
ERG11:MID2,ERG11:HNM1
ERG11:MID2,COS8:ERG11
ERG11:MID2,ERG11:NCP1
ERG11:MID2,WBP1:ERG11
ERG11:MID2,PIS1:ERG11
ERG11:MID2,ERG11:YKL088W
ERG11:MID2,ERG11:ERG3
ERG11:MID2,ERG11:FLC1
ERG11:MID2,SRP14:ERG11
ERG11:MID2,ERG11:DAL5
ERG11:MID2,RIM1:MID2
ERG11:MID2,ERV29:ERG11
ERG11:MID2,ENA2:MID2
ERG11:MID2,YOR1:ERG11
ERG11:MID2,ERG25:ERG11
ERG11:MID2,PST2:MID2
ERG11:MID2,ERG11:SIS2
ERG11:MID2,HNM1:MID2
ERG11:MID2,WSC2:MID2
ERG11:MID2,ERG5:ERG11
ERG11:MID2,ERG11:PKR1
ERG11:MID2,ERG11:HXT1
ERG11:MID2,VMA21:ERG11
ERG11:MID2,DNF2:MID2
ERG11:MID2,ERG11:PPZ1
ERG11:MID2,SMI1:MID2
ERG11:MID2,MID2:LSP1
ERG11:MID2,ERV25:ERG11
ERG11:MID2,QDR2:MID2
ERG11:MID2,ERG11:NDI1
ERG11:MID2,ERG11:OSH6
ERG11:MID2,ERG11:LAC1
ERG11:MID2,SUR2:ERG11
ERG11:MID2,OLE1:ERG11
ERG11:MID2,MAM33:MID2
ERG11:MID2,VHT1:MID2
ERG11:MID2,YOR1:MID2
ERG11:MID2,ERG11:ACF2
ERG11:MID2,GIN4:MID2
ERG11:MID2,EHT1:ERG11
ERG11:MID2,ERG11:SSH1
ERG11:MID2,HXT1:MID2
ERG11:MID2,FPS1:MID2
ERG11:MID2,MID2:PPZ1
ERG11:MID2,CHO2:ERG11
ERG11:MID2,YGL108C:MID2
ERG11:MID2,MID2:PDR12
ERG11:MID2,MID2:DYN3
ERG11:MID2,ERG11:SPC1
ERG11:MID2,MID2:LCB1
ERG11:MID2,ERG11:EPT1
ERG11:MID2,PHO88:ERG11
ERG11:MID2,MUP1:MID2
ERG11:MID2,ERG11:SOP4
ERG11:MID2,SDS23:MID2
ERG11:MID2,ERG11:ORM2
ERG11:MID2,MID2:TCB3
ERG11:MID2,MID2:RTS1
ERG11:MID2,OLE1:MID2
ERG11:MID2,SLM1:MID2
ERG11:MID2,GPI17:ERG11
ERG11:MID2,ERG11:KES1
ERG11:MID2,ERG11:SCS7
ERG11:MID2,ERG11:SPC2
ERG11:MID2,SHR3:ERG11
ERG11:MID2,COS4:ERG11
ERG11:MID2,SYP1:MID2
ERG11:MID2,ERG11:SEC62
ERG11:MID2,SHU1:ERG11
ERG11:MID2,ERG11:CPT1
ERG11:MID2,FMP45:MID2
ERG11:MID2,BBC1:MID2
ERG11:MID2,ERG11:SEY1
ERG11:MID2,ERG11:TPO4
ERG11:MID2,SLC1:ERG11
ERG11:MID2,ERG11:GTT1
ERG11:MID2,ERG11:VHS3
ERG11:MID2,ERG11:HYR1
ERG11:MID2,MID2:MYO5
ERG11:MID2,ERG11:ILM1
ERG11:MID2,FTR1:MID2
ERG11:MID2,ERG11:STE24
ERG11:MID2,TPO1:MID2
ERG11:MID2,ERG11:PHO86
GPA2:TPO2,TPO2:MID2
GPA2:TPO2,TPO2:HNM1
GPA2:TPO2,TPO2:TPO1
SYP1:HNM1,FMP45:HNM1
SYP1:HNM1,TPO1:HNM1
SYP1:HNM1,ERG11:HNM1
SYP1:HNM1,TPO4:HNM1
SYP1:HNM1,RBD2:HNM1
SYP1:HNM1,TPO2:HNM1
SYP1:HNM1,HNM1:MID2
SYP1:HNM1,MAM33:HNM1
SYP1:HNM1,PLM2:HNM1
FMP45:PST2,FMP45:HNM1
FMP45:PST2,FMP45:MID2
PIN2:MID2,MID2:WSC3
PIN2:MID2,OSH7:MID2
PIN2:MID2,MID2:MEP3
PIN2:MID2,TPO4:MID2
PIN2:MID2,GPA2:MID2
PIN2:MID2,SYF2:PIN2
PIN2:MID2,RGD2:PIN2
PIN2:MID2,RSN1:MID2
PIN2:MID2,TPO2:MID2
PIN2:MID2,CHS3:PIN2
PIN2:MID2,FLC2:PIN2
PIN2:MID2,SMI1:PIN2
PIN2:MID2,RIM1:MID2
PIN2:MID2,ENA2:MID2
PIN2:MID2,PST2:MID2
PIN2:MID2,DNF1:PIN2
PIN2:MID2,HNM1:MID2
PIN2:MID2,WSC2:MID2
PIN2:MID2,DNF2:MID2
PIN2:MID2,YMR010W:PIN2
PIN2:MID2,SMI1:MID2
PIN2:MID2,MID2:LSP1
PIN2:MID2,QDR2:MID2
PIN2:MID2,MAM33:MID2
PIN2:MID2,VHT1:MID2
PIN2:MID2,YOR1:MID2
PIN2:MID2,GIN4:MID2
PIN2:MID2,KEX1:PIN2
PIN2:MID2,HXT1:MID2
PIN2:MID2,FPS1:MID2
PIN2:MID2,MID2:PPZ1
PIN2:MID2,YGL108C:MID2
PIN2:MID2,MID2:PDR12
PIN2:MID2,MID2:DYN3
PIN2:MID2,MID2:LCB1
PIN2:MID2,MUP1:MID2
PIN2:MID2,DRS2:PIN2
PIN2:MID2,SDS23:MID2
PIN2:MID2,MID2:TCB3
PIN2:MID2,MID2:RTS1
PIN2:MID2,OLE1:MID2
PIN2:MID2,SEC7:PIN2
PIN2:MID2,SLM1:MID2
PIN2:MID2,SYP1:MID2
PIN2:MID2,FMP45:MID2
PIN2:MID2,BBC1:MID2
PIN2:MID2,MID2:MYO5
PIN2:MID2,FTR1:MID2
PIN2:MID2,TPO1:MID2
SYP1:WSC2,WSC2:MID2
SLY1:SNA3,SNA3:RET2
SLY1:SNA3,PLM2:SNA3
PLM2:PDR12,PLM2:HNM1
PLM2:PDR12,PLM2:SNA3
YBL029C-A:FMP45,FMP45:HNM1
YBL029C-A:FMP45,FMP45:MID2
LSM4:GIS2,GIS2:ADE17
LSM4:GIS2,GIS2:SRO9
SSH1:SRP14,SSH1:ERV25
SSH1:SRP14,ORM2:SSH1
SSH1:SRP14,ERG11:SSH1
FMP45:HNM1,FMP45:WSC2
FMP45:HNM1,FMP45:MDG1
FMP45:HNM1,GPX2:FMP45
FMP45:HNM1,HNM1:DUR3
FMP45:HNM1,FLC2:FMP45
FMP45:HNM1,FTR1:HNM1
FMP45:HNM1,FMP45:FLC1
FMP45:HNM1,TPO1:HNM1
FMP45:HNM1,FMP45:ARF3
FMP45:HNM1,HNM1:SFK1
FMP45:HNM1,RFS1:HNM1
FMP45:HNM1,HSP30:HNM1
FMP45:HNM1,FMP45:VHT1
FMP45:HNM1,TVP15:HNM1
FMP45:HNM1,ITR1:HNM1
FMP45:HNM1,ERG11:HNM1
FMP45:HNM1,HNM1:WSC3
FMP45:HNM1,HNM1:OSH7
FMP45:HNM1,GDI1:HNM1
FMP45:HNM1,FMP45:FCY2
FMP45:HNM1,FMP45:HXT5
FMP45:HNM1,HNM1:MEP3
FMP45:HNM1,TPO4:HNM1
FMP45:HNM1,FMP45:HXT1
FMP45:HNM1,GPA2:HNM1
FMP45:HNM1,FMP45:HXT2
FMP45:HNM1,FMP45:YGL108C
FMP45:HNM1,FMP45:PDR12
FMP45:HNM1,RBD2:HNM1
FMP45:HNM1,TPO2:HNM1
FMP45:HNM1,FMP45:SNQ2
FMP45:HNM1,FMP45:MUP1
FMP45:HNM1,FMP45:TCB3
FMP45:HNM1,HNM1:YGR130C
FMP45:HNM1,FMP45:SLM1
FMP45:HNM1,HNM1:MID2
FMP45:HNM1,FMP45:TPO3
FMP45:HNM1,HNM1:PDR5
FMP45:HNM1,HNM1:YVH1
FMP45:HNM1,HNM1:SWP1
FMP45:HNM1,HNM1:YJU3
FMP45:HNM1,FMP45:SKG1
FMP45:HNM1,RIM1:HNM1
FMP45:HNM1,HNM1:MEP1
FMP45:HNM1,HNM1:MSC3
FMP45:HNM1,FMP45:DUR3
FMP45:HNM1,HNM1:YLR326W
FMP45:HNM1,FMP45:FTR1
FMP45:HNM1,FMP45:TPO1
FMP45:HNM1,DOP1:HNM1
FMP45:HNM1,PST2:HNM1
FMP45:HNM1,FMP45:SFK1
FMP45:HNM1,HNM1:WSC2
FMP45:HNM1,GPX2:HNM1
FMP45:HNM1,RFS1:FMP45
FMP45:HNM1,FLC2:HNM1
FMP45:HNM1,FMP45:YJL016W
FMP45:HNM1,HNM1:SMI1
FMP45:HNM1,HNM1:FLC1
FMP45:HNM1,HNM1:LSP1
FMP45:HNM1,FMP45:SVL3
FMP45:HNM1,HSP30:FMP45
FMP45:HNM1,HNM1:QDR2
FMP45:HNM1,FMP45:ITR1
FMP45:HNM1,FMP45:WSC3
FMP45:HNM1,FMP45:YLR454W
FMP45:HNM1,FMP45:PKH2
FMP45:HNM1,MAM33:HNM1
FMP45:HNM1,HNM1:VHT1
FMP45:HNM1,HNM1:YOR1
FMP45:HNM1,FMP45:MEP3
FMP45:HNM1,FMP45:TPO4
FMP45:HNM1,FMP45:GPA2
FMP45:HNM1,FMP45:HYR1
FMP45:HNM1,PLM2:HNM1
FMP45:HNM1,FMP45:TPO2
FMP45:HNM1,FUI1:FMP45
FMP45:HNM1,HNM1:HXT5
FMP45:HNM1,HNM1:HXT1
FMP45:HNM1,HNM1:HXT2
FMP45:HNM1,HNM1:PPZ1
FMP45:HNM1,HNM1:YGL108C
FMP45:HNM1,HNM1:YMR010W
FMP45:HNM1,HNM1:PDR12
FMP45:HNM1,FMP45:YGR130C
FMP45:HNM1,HNM1:YLR413W
FMP45:HNM1,FMP45:MID2
FMP45:HNM1,SNQ2:HNM1
FMP45:HNM1,HNM1:MUP1
FMP45:HNM1,FMP45:PDR5
FMP45:HNM1,SDS23:HNM1
FMP45:HNM1,HNM1:TCB3
FMP45:HNM1,HNM1:SLM1
ORM2:NDC1,ERV25:ORM2
ORM2:NDC1,ORM2:SSH1
ORM2:NDC1,ERG11:ORM2
YBL039W-A:UIP4,UIP4:ALO1
YBL039W-A:UIP4,ERV25:UIP4
TPO1:MSC3,TPO1:HNM1
TPO1:MSC3,TPO1:TCB2
TPO1:MSC3,TPO2:TPO1
TPO1:MSC3,TPO1:MID2
ARF1:ERV25,ERG5:ERV25
ARF1:ERV25,SSH1:ERV25
ARF1:ERV25,ERV25:ORM2
ARF1:ERV25,ERV25:ERG11
ARF1:ERV25,ERV25:RBD2
ARF1:ERV25,EMP47:ERV25
ARF1:ERV25,ERV25:UIP4
ARF1:ERV25,PIS1:ERV25
MID2:WSC3,TPO4:MID2
MID2:WSC3,RSN1:MID2
MID2:WSC3,TPO2:MID2
MID2:WSC3,HNM1:MID2
MID2:WSC3,WSC2:MID2
MID2:WSC3,MAM33:MID2
