Condition,Correlation,p-value
SRO9_DHH1_noDrug_MTX,0.6300771314959616,2.4558887956098894e-41
SRO9_DHH1_5-FC_noMTX,0.7212096775023605,3.3453029559929795e-59
SRO9_DHH1_5-FC_MTX,0.9487965835340522,9.528667255274164e-182
SRO9_DHH1_Fluconazole_noMTX,0.5454014808658368,2.2999809046707978e-29
SRO9_DHH1_Fluconazole_MTX,0.8625586933198853,2.9152704177380207e-108
SRO9_DHH1_Metformin_noMTX,0.8169251913729921,8.019403311073073e-88
SRO9_DHH1_Metformin_MTX,0.8200264671787467,5.0533278489134774e-89
SRO9_DHH1_Trifluoperazine_noMTX,0.8077607475714914,2.1019458539078396e-84
SRO9_DHH1_Trifluoperazine_MTX,0.9426195884495906,4.104719474501951e-173
ALO1_HYR1_noDrug_noMTX,0.4896690164626814,3.626538565240344e-23
ALO1_HYR1_noDrug_MTX,0.8942143118881758,2.267279395429494e-127
ALO1_HYR1_5-FC_noMTX,0.49072520630047295,2.8334995462564166e-23
ALO1_HYR1_5-FC_MTX,0.9333509799997365,8.27218369307007e-162
ALO1_HYR1_Fluconazole_noMTX,0.6820942311525393,9.807789720195315e-51
ALO1_HYR1_Fluconazole_MTX,0.877229703043928,1.8588417381936227e-116
ALO1_HYR1_Metformin_noMTX,0.7407843902341216,5.239815948537063e-64
ALO1_HYR1_Metformin_MTX,0.9361311308274809,5.090860488854306e-165
ALO1_HYR1_Trifluoperazine_noMTX,0.8854675868166856,1.5558225670425402e-121
ALO1_HYR1_Trifluoperazine_MTX,0.858875696263431,2.364265832766814e-106
SSH1_ERG11_noDrug_noMTX,0.6448020931050911,8.219135273908101e-44
SSH1_ERG11_noDrug_MTX,0.9242447374197109,3.446851483867182e-152
SSH1_ERG11_5-FC_noMTX,0.6523791069885829,3.865232321901213e-45
SSH1_ERG11_5-FC_MTX,0.9112612710499449,2.225732127991162e-140
SSH1_ERG11_Fluconazole_noMTX,0.5985657897401543,1.83340462756277e-36
SSH1_ERG11_Fluconazole_MTX,0.7697899038677167,5.497512076798399e-72
SSH1_ERG11_Metformin_noMTX,0.6532765303043566,2.675476053495152e-45
SSH1_ERG11_Metformin_MTX,0.805785038498338,1.0852291622965193e-83
SSH1_ERG11_Trifluoperazine_noMTX,0.5576253104825216,6.94356996026779e-31
SSH1_ERG11_Trifluoperazine_MTX,0.9491601267940649,2.7412498949808907e-182
ERV25_ERG5_noDrug_noMTX,0.6500550946516332,9.963780818450959e-45
ERV25_ERG5_noDrug_MTX,0.9377148689596794,6.4920712934452314e-167
ERV25_ERG5_5-FC_noMTX,0.5594790186058489,4.032144607010249e-31
ERV25_ERG5_5-FC_MTX,0.9408235090366583,8.804489879969267e-171
ERV25_ERG5_Fluconazole_noMTX,0.7000817028812775,1.8580544982136948e-54
ERV25_ERG5_Fluconazole_MTX,0.7285504763569263,5.9114646282364366e-61
ERV25_ERG5_Metformin_noMTX,0.6887487201021145,4.426706320494898e-52
ERV25_ERG5_Metformin_MTX,0.8175145510456522,4.761584321194027e-88
ERV25_ERG5_Trifluoperazine_noMTX,0.6964403038056287,1.1089998888534901e-53
ERV25_ERG5_Trifluoperazine_MTX,0.9264625466726589,2.04116295557518e-154
HNM1_MID2_noDrug_noMTX,0.5523488550426018,3.202126465982776e-30
HNM1_MID2_noDrug_MTX,0.9416005788183975,8.812601551554997e-172
HNM1_MID2_5-FC_noMTX,0.7475769504971711,8.891283230218279e-66
HNM1_MID2_5-FC_MTX,0.92285242548817,7.968862105847363e-151
HNM1_MID2_Fluconazole_noMTX,0.4753063397627085,9.561768281636458e-22
HNM1_MID2_Fluconazole_MTX,0.7965998751609162,1.7588276018890455e-80
HNM1_MID2_Metformin_noMTX,0.7771833908347158,3.28327308703688e-74
HNM1_MID2_Metformin_MTX,0.7755698240141032,1.0206752997730238e-73
HNM1_MID2_Trifluoperazine_noMTX,0.7694723459503805,6.820479916972575e-72
HNM1_MID2_Trifluoperazine_MTX,0.9268056032179175,9.100791563334312e-155
ERG11_PIS1_noDrug_noMTX,0.5569525008537839,8.450675421980346e-31
ERG11_PIS1_noDrug_MTX,0.9116228270185177,1.106053629340126e-140
ERG11_PIS1_5-FC_noMTX,0.7091584506751678,1.9183431181903727e-56
ERG11_PIS1_5-FC_MTX,0.9220572828720619,4.66537031851391e-150
ERG11_PIS1_Fluconazole_noMTX,0.5392384993290309,1.2729465163841215e-28
ERG11_PIS1_Fluconazole_MTX,0.6294951398431716,3.057149192192483e-41
ERG11_PIS1_Metformin_noMTX,0.5072673063502985,5.300848953001011e-25
ERG11_PIS1_Metformin_MTX,0.7047425982844139,1.814047017745851e-55
ERG11_PIS1_Trifluoperazine_noMTX,0.6146702410490366,6.94194898745808e-39
ERG11_PIS1_Trifluoperazine_MTX,0.9303363841557711,1.761837361236491e-158
RET2_SNA3_noDrug_noMTX,0.6399693577483011,5.522833151494686e-43
RET2_SNA3_noDrug_MTX,0.8396590260101393,3.3521864305528726e-97
RET2_SNA3_5-FC_noMTX,0.6349345552342518,3.8766851418676e-42
RET2_SNA3_5-FC_MTX,0.7985496454291171,3.783086691934159e-81
RET2_SNA3_Fluconazole_noMTX,0.5099713452580663,2.709094344026947e-25
RET2_SNA3_Fluconazole_MTX,0.7826955952072969,6.337193658425212e-76
RET2_SNA3_Metformin_noMTX,0.7327136730274509,5.648209700268644e-62
RET2_SNA3_Metformin_MTX,0.7149341456692377,9.522729000633476e-58
RET2_SNA3_Trifluoperazine_noMTX,0.7232004090531196,1.134260303791865e-59
RET2_SNA3_Trifluoperazine_MTX,0.8725104640869358,1.0369952233445695e-113
HUG1_ALO1_noDrug_noMTX,0.736904878586559,5.078288593840122e-63
HUG1_ALO1_noDrug_MTX,0.9396074180482954,3.035105888583598e-169
HUG1_ALO1_5-FC_noMTX,0.7441239140803978,7.1770133485155035e-65
HUG1_ALO1_5-FC_MTX,0.9304375426102953,1.3700050051895083e-158
HUG1_ALO1_Fluconazole_noMTX,0.5470938655414355,1.4287949476526675e-29
HUG1_ALO1_Fluconazole_MTX,0.8834313623835739,3.0372980523074343e-120
HUG1_ALO1_Metformin_noMTX,0.7284904474203157,6.1130879305733595e-61
HUG1_ALO1_Metformin_MTX,0.9361837582143672,4.411887799039904e-165
HUG1_ALO1_Trifluoperazine_noMTX,0.5837367501545166,2.372696651936716e-34
HUG1_ALO1_Trifluoperazine_MTX,0.7962140871105555,2.3790789294699167e-80
MID2_TPO4_noDrug_noMTX,0.6095401688205997,4.246292851506623e-38
MID2_TPO4_noDrug_MTX,0.7421445996477356,2.3403099252242552e-64
MID2_TPO4_5-FC_noMTX,0.543432018898979,3.988925933365427e-29
MID2_TPO4_5-FC_MTX,0.9575060487859577,6.14137568083955e-196
MID2_TPO4_Fluconazole_noMTX,0.5291712146812076,1.9330190074171927e-27
MID2_TPO4_Fluconazole_MTX,0.8636880587170005,7.381655053425164e-109
MID2_TPO4_Metformin_noMTX,0.6031247807865835,3.905070846313617e-37
MID2_TPO4_Metformin_MTX,0.8260613833226552,1.9934867453399982e-91
MID2_TPO4_Trifluoperazine_noMTX,0.7269864935024402,1.412258208670524e-60
MID2_TPO4_Trifluoperazine_MTX,0.9392393947616772,8.732925231543866e-169
ERV25_UIP4_noDrug_noMTX,0.5800959905316994,7.539834803900255e-34
ERV25_UIP4_noDrug_MTX,0.9320816438138259,2.1763258497715344e-160
ERV25_UIP4_5-FC_noMTX,0.7156984755192541,6.364140024451282e-58
ERV25_UIP4_5-FC_MTX,0.940639220705268,1.5127957201323637e-170
ERV25_UIP4_Fluconazole_noMTX,0.6220658965905909,4.806732499011017e-40
ERV25_UIP4_Fluconazole_MTX,0.8645098505553862,2.6959465068194836e-109
ERV25_UIP4_Metformin_noMTX,0.7998049210576639,1.3940610151190183e-81
ERV25_UIP4_Metformin_MTX,0.9254794496206676,2.0221079252636872e-153
ERV25_UIP4_Trifluoperazine_noMTX,0.8091595386566551,6.499333352161108e-85
ERV25_UIP4_Trifluoperazine_MTX,0.9253098756181095,2.993693156757536e-153
SSH1_ERV25_noDrug_noMTX,0.667867115483033,5.641315112098507e-48
SSH1_ERV25_noDrug_MTX,0.9402495055312408,4.725257165381624e-170
SSH1_ERV25_5-FC_noMTX,0.5840758847882732,2.1288637435436497e-34
SSH1_ERV25_5-FC_MTX,0.9301412510239431,2.8591086050678063e-158
SSH1_ERV25_Fluconazole_noMTX,0.5921756671848035,1.5372655215045847e-35
SSH1_ERV25_Fluconazole_MTX,0.8593457884937584,1.3585132109099323e-106
SSH1_ERV25_Metformin_noMTX,0.5888169728887135,4.612606162703969e-35
SSH1_ERV25_Metformin_MTX,0.8720983142089838,1.780042299160459e-113
SSH1_ERV25_Trifluoperazine_noMTX,0.6280829900094979,5.19097720558123e-41
SSH1_ERV25_Trifluoperazine_MTX,0.9520928645864907,8.355234084184554e-187
ERG11_ACF2_noDrug_noMTX,0.5358008461021779,3.256070100249486e-28
ERG11_ACF2_noDrug_MTX,0.9118292889993539,7.409147082957137e-141
ERG11_ACF2_5-FC_noMTX,0.7746101286541699,1.9948651295720158e-73
ERG11_ACF2_5-FC_MTX,0.9311458815907239,2.328716670104234e-159
ERG11_ACF2_Fluconazole_noMTX,0.5440778098551416,3.3313324145158615e-29
ERG11_ACF2_Fluconazole_MTX,0.8351060751714171,3.2903681364986373e-95
ERG11_ACF2_Metformin_noMTX,0.7664755247107697,5.131409777584009e-71
ERG11_ACF2_Metformin_MTX,0.8852102306385843,2.2720385919645318e-121
ERG11_ACF2_Trifluoperazine_noMTX,0.32425401783523716,2.776435079379598e-10
ERG11_ACF2_Trifluoperazine_MTX,0.9078006983838635,1.5492711865333305e-137
FMP45_HNM1_noDrug_noMTX,0.5294798341831269,1.7807541145007717e-27
FMP45_HNM1_noDrug_MTX,0.8791294269669436,1.3534915597839704e-117
FMP45_HNM1_5-FC_noMTX,0.722826208300029,1.3909800551130057e-59
FMP45_HNM1_5-FC_MTX,0.8901783095950785,1.2884431333210373e-124
FMP45_HNM1_Fluconazole_noMTX,0.5434555377416924,3.962868099361969e-29
FMP45_HNM1_Fluconazole_MTX,0.8394738774004601,4.0508129897961495e-97
FMP45_HNM1_Metformin_noMTX,0.7182074984386345,1.6792817218517294e-58
FMP45_HNM1_Metformin_MTX,0.9236026107281751,1.4780832616749828e-151
FMP45_HNM1_Trifluoperazine_noMTX,0.6867458860601819,1.1346012166432595e-51
FMP45_HNM1_Trifluoperazine_MTX,0.8437308723289924,4.9016733339937184e-99
FMP45_MEP1_noDrug_noMTX,0.839336591114381,4.6605353362071617e-97
FMP45_MEP1_noDrug_MTX,0.9187600139167925,5.841994475204359e-147
FMP45_MEP1_5-FC_noMTX,0.7328428659271977,5.247569349912414e-62
FMP45_MEP1_5-FC_MTX,0.9368231539091213,7.674763247991396e-166
FMP45_MEP1_Fluconazole_noMTX,0.732326279745812,7.040624729418036e-62
FMP45_MEP1_Fluconazole_MTX,0.843734198072463,4.884545929508269e-99
FMP45_MEP1_Metformin_noMTX,0.636489796143031,2.1316622028471577e-42
FMP45_MEP1_Metformin_MTX,0.9364570981922858,2.0935467201605503e-165
FMP45_MEP1_Trifluoperazine_noMTX,0.6332647307092037,7.339879514678542e-42
FMP45_MEP1_Trifluoperazine_MTX,0.9074967837859979,2.71890546431607e-137
RET2_EMP70_noDrug_noMTX,0.7063940315753656,7.868250555844979e-56
RET2_EMP70_noDrug_MTX,0.8548237859870436,2.584250939197953e-104
RET2_EMP70_5-FC_noMTX,0.6989154140121776,3.302440968399098e-54
RET2_EMP70_5-FC_MTX,0.8162569838752395,1.4448867179744966e-87
RET2_EMP70_Fluconazole_noMTX,0.5550525662130025,1.4680761511765933e-30
RET2_EMP70_Fluconazole_MTX,0.7491409432713775,3.414210525000545e-66
RET2_EMP70_Metformin_noMTX,0.7282006074692005,7.186760087653768e-61
RET2_EMP70_Metformin_MTX,0.7913857275609927,9.878331955976582e-79
RET2_EMP70_Trifluoperazine_noMTX,0.730543914603888,1.9309703381663542e-61
RET2_EMP70_Trifluoperazine_MTX,0.8232341453687196,2.7366831461195375e-90
HUG1_PGM2_noDrug_noMTX,0.7406001585437054,5.841951827387731e-64
HUG1_PGM2_noDrug_MTX,0.9390473795746996,1.5118050418109022e-168
HUG1_PGM2_5-FC_noMTX,0.8482214343265332,4.0246821218474384e-101
HUG1_PGM2_5-FC_MTX,0.9628184966317661,3.855880349971335e-206
HUG1_PGM2_Fluconazole_noMTX,0.42249583932072476,4.6205710487407915e-17
HUG1_PGM2_Fluconazole_MTX,0.8459900315519137,4.4610026961092087e-100
HUG1_PGM2_Metformin_noMTX,0.8154730827105919,2.873884827704859e-87
HUG1_PGM2_Metformin_MTX,0.9324060668183645,9.492958061689231e-161
HUG1_PGM2_Trifluoperazine_noMTX,0.689816760230291,2.671417795798495e-52
HUG1_PGM2_Trifluoperazine_MTX,0.9289491956315404,5.34102480973222e-157
MID2_RSN1_noDrug_noMTX,0.7668514266927569,3.990496649651931e-71
MID2_RSN1_noDrug_MTX,0.7691988264865197,8.210243959177042e-72
MID2_RSN1_5-FC_noMTX,0.6831176606560273,6.123173277788844e-51
MID2_RSN1_5-FC_MTX,0.9247883285126807,9.949233214167147e-153
MID2_RSN1_Fluconazole_noMTX,0.6539484446917715,2.029640874137615e-45
MID2_RSN1_Fluconazole_MTX,0.8289784966026773,1.2707177105451885e-92
MID2_RSN1_Metformin_noMTX,0.671980656093894,9.316352242408953e-49
MID2_RSN1_Metformin_MTX,0.9222151354742725,3.289841431514996e-150
MID2_RSN1_Trifluoperazine_noMTX,0.7996443999254179,1.5845172109581735e-81
MID2_RSN1_Trifluoperazine_MTX,0.9310143496620076,3.240743867257552e-159
ERG11_ERV25_noDrug_noMTX,0.7875897847415082,1.7263257516876816e-77
ERG11_ERV25_noDrug_MTX,0.6908402265714091,1.6430904074048434e-52
ERG11_ERV25_5-FC_noMTX,0.8428728959695111,1.2059633252769656e-98
ERG11_ERV25_5-FC_MTX,0.8131806552581933,2.1070927633396737e-86
ERG11_ERV25_Fluconazole_noMTX,0.5747528394195414,4.0083421423502435e-33
ERG11_ERV25_Fluconazole_MTX,0.5337951009264958,5.604377286759348e-28
ERG11_ERV25_Metformin_noMTX,0.7950223203527644,6.02395864713053e-80
ERG11_ERV25_Metformin_MTX,0.7822597898340983,8.694835151620617e-76
ERG11_ERV25_Trifluoperazine_noMTX,0.86795917146049,3.65402878459286e-111
ERG11_ERV25_Trifluoperazine_MTX,0.7090249807016287,2.0544034598664056e-56
ALO1_UIP4_noDrug_noMTX,0.6245814470087916,1.9068274058646486e-40
ALO1_UIP4_noDrug_MTX,0.91554638618047,4.5886690399312295e-144
ALO1_UIP4_5-FC_noMTX,0.7199818947652408,6.487852617915988e-59
ALO1_UIP4_5-FC_MTX,0.9441404058140224,3.7981067770828207e-175
ALO1_UIP4_Fluconazole_noMTX,0.6377192746949278,1.3253320354427709e-42
ALO1_UIP4_Fluconazole_MTX,0.832697841104103,3.5189314962942937e-94
ALO1_UIP4_Metformin_noMTX,0.7144852699576402,1.2058125254826516e-57
ALO1_UIP4_Metformin_MTX,0.9331307652936083,1.4655177024517104e-161
ALO1_UIP4_Trifluoperazine_noMTX,0.6522733927990845,4.036090706954554e-45
ALO1_UIP4_Trifluoperazine_MTX,0.9162918343195029,1.0011926749673846e-144
SSH1_ORM2_noDrug_noMTX,0.6702621480552503,1.983929510417769e-48
SSH1_ORM2_noDrug_MTX,0.904793529765607,3.720527012271801e-135
SSH1_ORM2_5-FC_noMTX,0.7959957426347517,2.8218279597815052e-80
SSH1_ORM2_5-FC_MTX,0.9281797484916714,3.440067177869289e-156
SSH1_ORM2_Fluconazole_noMTX,0.53105553481705,1.1697900060019407e-27
SSH1_ORM2_Fluconazole_MTX,0.817209199704496,6.239476903861477e-88
SSH1_ORM2_Metformin_noMTX,0.7075971358267381,4.2657602954769445e-56
SSH1_ORM2_Metformin_MTX,0.8680990971456196,3.06116664893326e-111
SSH1_ORM2_Trifluoperazine_noMTX,0.5868134165279847,8.83011747581438e-35
SSH1_ORM2_Trifluoperazine_MTX,0.8874433177997343,8.244028193759959e-123
ERG11_MID2_noDrug_noMTX,0.7624027987531743,7.593452035343537e-70
ERG11_MID2_noDrug_MTX,0.9215119380233681,1.5508056296296694e-149
ERG11_MID2_5-FC_noMTX,0.6800214882913086,2.531509488003936e-50
ERG11_MID2_5-FC_MTX,0.8885384696522163,1.5798625831964722e-123
ERG11_MID2_Fluconazole_noMTX,0.40659543180640073,8.35425212364985e-16
ERG11_MID2_Fluconazole_MTX,0.6770513371281542,9.718326750805999e-50
ERG11_MID2_Metformin_noMTX,0.6680981434527317,5.1025274480755646e-48
ERG11_MID2_Metformin_MTX,0.7457090663710217,2.7631745950557683e-65
ERG11_MID2_Trifluoperazine_noMTX,0.6933789674666857,4.8780979486209035e-53
ERG11_MID2_Trifluoperazine_MTX,0.9192957625415565,1.8718865245627322e-147
ADE17_GIS2_noDrug_noMTX,0.7093629817956913,1.726989780901988e-56
ADE17_GIS2_noDrug_MTX,0.9351989144299214,6.299134747813792e-164
ADE17_GIS2_5-FC_noMTX,0.8229674080299608,3.495458184798989e-90
ADE17_GIS2_5-FC_MTX,0.9155642966410631,4.4245894310250554e-144
ADE17_GIS2_Fluconazole_noMTX,0.8160124097567747,1.7912663628800707e-87
ADE17_GIS2_Fluconazole_MTX,0.8576888624182695,9.4920405718839e-106
ADE17_GIS2_Metformin_noMTX,0.8212271074255703,1.7082620855690072e-89
ADE17_GIS2_Metformin_MTX,0.8720083077038431,2.0024712886001896e-113
ADE17_GIS2_Trifluoperazine_noMTX,0.7439327780080935,8.0486110451013e-65
ADE17_GIS2_Trifluoperazine_MTX,0.9149127403525937,1.655406627533082e-143
RET2_EMP47_noDrug_noMTX,0.7566167688552473,3.184333447376432e-68
RET2_EMP47_noDrug_MTX,0.8299781129300439,4.888072877192274e-93
